GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes
SORBI_3003G089100	Uncharacterized protein	WD REPEAT-CONTAINING PROTEIN 1 (PTHR19856:SF0)	non-motor actin binding protein(PC00165)	actin binding(GO:0003779)	actin filament-based process(GO:0030029)	cortical actin cytoskeleton(GO:0030864)	3	7755435	7764805	1.407619e-15	37	1	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G089200	Uncharacterized protein	GLUTAMYL-TRNA (GLN) AMIDOTRANSFERASE SUBUNIT C (PTHR38393:SF1)	RNA processing factor(PC00147)				3	7766846	7771748	1.407619e-15	37	1	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G089300	HMA domain-containing protein	HEAVY METAL-ASSOCIATED ISOPRENYLATED PLANT PROTEIN 37 (PTHR45868:SF19)		metal ion binding(GO:0046872)			3	7774183	7776929	1.407619e-15	35	0.78086	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G086600	LOB domain-containing protein	OS01G0129600 PROTEIN (PTHR31304:SF10)		DNA-binding transcription repressor activity(GO:0001217)	negative regulation of DNA-templated transcription(GO:0045892)		3	7481946	7483573	3.61598e-15	10	0.632193	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PE_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G406120	Uncharacterized protein						3	71322856	71325175	9.965034e-15	9	0.466075	9	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G406600	SBP-type domain-containing protein	SQUAMOSA PROMOTER-BINDING-LIKE PROTEIN 4 (PTHR31251:SF106)		DNA-binding transcription activator activity(GO:0001216);DNA binding(GO:0003677)	positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)	3	71419053	71424347	9.965034e-15	16	1	9	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G406800	MADS-box domain-containing protein	MADS-BOX TRANSCRIPTION FACTOR 51 (PTHR11945:SF732)	MADS box transcription factor(PC00250)	RNA polymerase II transcription regulatory region sequence-specific DNA binding(GO:0000977);RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA binding(GO:0003677);protein dimerization activity(GO:0046983)	regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of transcription by RNA polymerase II(GO:0045944);positive regulation of short-day photoperiodism, flowering(GO:0048576);regulation of developmental process(GO:0050793)	nucleus(GO:0005634)	3	71436261	71447004	9.965034e-15	16	1	9	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G406850	Secreted protein						3	71437701	71438718	9.965034e-15	16	1	9	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G407200	CG-1 domain-containing protein	OS01G0923600 PROTEIN (PTHR23335:SF35)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);transcription coregulator activity(GO:0003712)	regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634)	3	71482355	71489364	9.965034e-15	12	0.503934	9	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G407300	Uncharacterized protein	HISTIDINE KINASE 3 (PTHR43719:SF73)	histidine kinase receptor of two-component system(PC00265)	phosphorelay sensor kinase activity(GO:0000155);protein histidine kinase activity(GO:0004673);transferase activity, transferring phosphorus-containing groups(GO:0016772);cytokine binding(GO:0019955)	phosphorelay signal transduction system(GO:0000160);signal transduction(GO:0007165)	endomembrane system(GO:0012505)	3	71489991	71496210	9.965034e-15	10	0.567736	9	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G408800	DEK-C domain-containing protein	PROTEIN DEK (PTHR13468:SF1)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	DNA binding(GO:0003677)	chromatin organization(GO:0006325);regulation of double-strand break repair(GO:2000779)	nucleolus(GO:0005730)	3	71646982	71653480	9.965034e-15	9	0.452354	9	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G409000	Uncharacterized protein	OS01G0924966 PROTEIN (PTHR31374:SF118)			response to auxin(GO:0009733)		3	71660754	71662368	9.965034e-15	15	0.51273	9	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G002350	Small nuclear ribonucleoprotein Sm D3	SMALL NUCLEAR RIBONUCLEOPROTEIN SM D3 (PTHR23338:SF17)	RNA splicing factor(PC00148)	RNA binding(GO:0003723)	spliceosomal snRNP assembly(GO:0000387);mRNA splicing, via spliceosome(GO:0000398);RNA processing(GO:0006396)	commitment complex(GO:0000243);nucleus(GO:0005634);spliceosomal complex(GO:0005681);U5 snRNP(GO:0005682);U1 snRNP(GO:0005685);U2 snRNP(GO:0005686);U4 snRNP(GO:0005687);cytosol(GO:0005829);SMN-Sm protein complex(GO:0034719);precatalytic spliceosome(GO:0071011);catalytic step 2 spliceosome(GO:0071013);spliceosomal tri-snRNP complex(GO:0097526)	4	184257	187536	1.475917e-14	36	0.477958	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G002400	Uncharacterized protein	ANKYRIN REPEAT AND SOCS BOX PROTEIN 8 (PTHR24134:SF9)					4	187849	190637	1.475917e-14	47	0.458773	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G005000	RING-type domain-containing protein	RING-H2 FINGER PROTEIN ATL61-RELATED (PTHR45798:SF88)		transferase activity(GO:0016740)	protein ubiquitination(GO:0016567)	membrane(GO:0016020)	4	432828	434187	1.475917e-14	55	0.554287	10	FA; Sum_AEG_over_FA_log10ratio; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_DG_log10ratio; Sum_FA_over_MG_log10ratio; Sum_FA_over_PA_log10ratio; Sum_FA_over_PG_log10ratio; Sum_GalCer_over_FA_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3006G182900	MHD1 domain-containing protein	DNA TOPOISOMERASE 4 SUBUNIT B (DUF810) (PTHR31280:SF3)					6	53783513	53801893	4.162124e-14	11	0.89191	4	FA; Sum_FA_over_PG_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3006G183600	DUF4005 domain-containing protein	PROTEIN IQ-DOMAIN 22 (PTHR32295:SF11)				cytoplasm(GO:0005737)	6	53863304	53866363	4.162124e-14	12	0.893042	4	FA; Sum_FA_over_PG_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3006G183701	Uncharacterized protein	COMM DOMAIN-CONTAINING PROTEIN 9 (PTHR15663:SF4)					6	53873081	53874858	4.162124e-14	12	1	4	FA; Sum_FA_over_PG_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3006G183800	Branchpoint-bridging protein	SPLICING FACTOR 1 (PTHR11208:SF45)	RNA splicing factor(PC00148)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);zinc ion binding(GO:0008270);pre-mRNA branch point binding(GO:0045131)	mRNA splicing, via spliceosome(GO:0000398);mRNA cis splicing, via spliceosome(GO:0045292)	nucleus(GO:0005634)	6	53877114	53880522	4.162124e-14	12	1	4	FA; Sum_FA_over_PG_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3006G183900	Cytochrome P450	CYTOCHROME P450, FAMILY 87, SUBFAMILY A, POLYPEPTIDE 2 (PTHR24286:SF11)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037)		membrane(GO:0016020)	6	53885761	53889833	4.162124e-14	12	0.945172	4	FA; Sum_FA_over_PG_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3006G184400	Protein DETOXIFICATION	PROTEIN DETOXIFICATION (PTHR11206:SF343)	transporter(PC00227)	antiporter activity(GO:0015297);xenobiotic transmembrane transporter activity(GO:0042910)	transmembrane transport(GO:0055085);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)	membrane(GO:0016020)	6	53957362	53959873	4.162124e-14	12	1	4	FA; Sum_FA_over_PG_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3006G184700	AP2_ERF domain-containing protein	ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF027 (PTHR31985:SF302)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	6	53980145	53981746	4.162124e-14	12	0.630564	4	FA; Sum_FA_over_PG_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G066700	C2H2-type domain-containing protein	OS02G0182300 PROTEIN (PTHR45730:SF96)			negative regulation of abscisic acid-activated signaling pathway(GO:0009788)	nucleus(GO:0005634)	4	5437753	5438361	4.988437e-13	1	0.471378	1	FA
SORBI_3004G066800	Proteasome subunit beta	PROTEASOME SUBUNIT BETA (PTHR11599:SF220)	protease(PC00190)		ubiquitin-dependent protein catabolic process(GO:0006511);protein catabolic process(GO:0030163);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829);proteasome core complex(GO:0005839);proteasome core complex, beta-subunit complex(GO:0019774)	4	5438194	5441844	4.988437e-13	1	0.461952	1	FA
SORBI_3004G004300	Protein transport protein sec16	SECRETORY 16, ISOFORM I (PTHR13402:SF6)		protein-membrane adaptor activity(GO:0043495)	endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);endoplasmic reticulum organization(GO:0007029);protein localization to endoplasmic reticulum exit site(GO:0070973)	Golgi membrane(GO:0000139);endoplasmic reticulum(GO:0005783);ER to Golgi transport vesicle membrane(GO:0012507);endoplasmic reticulum exit site(GO:0070971)	4	373002	386807	4.990816e-13	9	0.425524	2	FA; Sum_FA_over_PA_log10ratio
SORBI_3004G004400	L-lactate dehydrogenase	L-LACTATE DEHYDROGENASE (PTHR43128:SF16)	dehydrogenase(PC00092)	catalytic activity(GO:0003824);L-lactate dehydrogenase (NAD+) activity(GO:0004459);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)	lactate metabolic process(GO:0006089);pyruvate catabolic process(GO:0042867)	cytoplasm(GO:0005737)	4	386808	391429	4.990816e-13	7	0.40999	1	FA
SORBI_3006G190000	Fe2OG dioxygenase domain-containing protein	PROTEIN DOWNY MILDEW RESISTANCE 6 (PTHR47990:SF70)	oxygenase(PC00177)		defense response to oomycetes(GO:0002229)		6	54415461	54422688	9.128229e-13	26	0.692529	1	FA
SORBI_3006G190150	Uncharacterized protein						6	54427187	54428308	9.128229e-13	26	0.722704	1	FA
SORBI_3006G190300	Protein kinase domain-containing protein	OS10G0351500 PROTEIN (PTHR27005:SF45)	transmembrane signal receptor(PC00197)	protein kinase activity(GO:0004672);ATP binding(GO:0005524)			6	54442603	54445226	9.128229e-13	26	0.731729	1	FA
SORBI_3006G190800	BZIP domain-containing protein	ABSCISIC ACID-INSENSITIVE 5-LIKE PROTEIN 5 (PTHR22952:SF485)	basic leucine zipper transcription factor(PC00056)	DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)	6	54515866	54518451	9.128229e-13	27	0.892311	1	FA
SORBI_3006G190950	DNA2_NAM7 helicase-like C-terminal domain-containing protein	OS04G0582000 PROTEIN (PTHR10887:SF461)	RNA helicase(PC00032)	helicase activity(GO:0004386)		chromosome(GO:0005694)	6	54542436	54546965	9.128229e-13	28	0.990673	1	FA
SORBI_3006G191000	Helicase ATP-binding domain-containing protein	OS04G0582000 PROTEIN (PTHR10887:SF461)	RNA helicase(PC00032)	helicase activity(GO:0004386)		chromosome(GO:0005694)	6	54550904	54556449	9.128229e-13	28	1	1	FA
SORBI_3006G191200	Helicase ATP-binding domain-containing protein	OS04G0582000 PROTEIN (PTHR10887:SF461)	RNA helicase(PC00032)	helicase activity(GO:0004386)		chromosome(GO:0005694)	6	54564733	54571518	9.128229e-13	34	1	1	FA
SORBI_3006G191400	Uncharacterized protein						6	54572867	54574215	9.128229e-13	35	0.959227	1	FA
SORBI_3006G191500	Pentacotripeptide-repeat region of PRORP domain-containing protein	OS04G0583101 PROTEIN (PTHR47934:SF14)			RNA processing(GO:0006396)		6	54575936	54579428	9.128229e-13	35	1	1	FA
SORBI_3006G191600	Uncharacterized protein	OS04G0583200 PROTEIN (PTHR33172:SF105)			response to stress(GO:0006950)	nucleus(GO:0005634)	6	54579611	54584054	9.128229e-13	36	1	1	FA
SORBI_3006G191700	Expansin	EXPANSIN-A13 (PTHR31867:SF3)			plant-type cell wall organization(GO:0009664)	extracellular region(GO:0005576);membrane(GO:0016020)	6	54588520	54591502	9.128229e-13	38	1	1	FA
SORBI_3006G191800							6	54592223	54592847	9.128229e-13	38	0.848227	1	FA
SORBI_3006G191900	FYVE-type domain-containing protein	F12P19.9 PROTEIN (PTHR22870:SF350)	guanyl-nucleotide exchange factor(PC00113)	metal ion binding(GO:0046872)			6	54596778	54602763	9.128229e-13	38	1	1	FA
SORBI_3006G192000	RRM domain-containing protein	NUCLEOLAR PROTEIN 8 (PTHR48029:SF1)		nucleic acid binding(GO:0003676);RNA binding(GO:0003723)			6	54602764	54604098	9.128229e-13	38	1	1	FA
SORBI_3006G192200	protein-serine_threonine phosphatase	PROTEIN PHOSPHATASE 2C 43-RELATED (PTHR47992:SF199)	protein phosphatase(PC00195)	protein serine/threonine phosphatase activity(GO:0004722);cation binding(GO:0043169)	regulation of intracellular signal transduction(GO:1902531)		6	54612740	54615938	9.128229e-13	32	0.716798	1	FA
SORBI_3006G192266	Uncharacterized protein						6	54619528	54624676	9.128229e-13	33	0.649289	1	FA
SORBI_3006G192332	Uncharacterized protein						6	54619574	54624871	9.128229e-13	33	0.649289	1	FA
SORBI_3006G192400	RING-type E3 ubiquitin transferase	OS04G0584500 PROTEIN (PTHR35549:SF1)		ubiquitin-protein transferase activity(GO:0004842);ubiquitin protein ligase activity(GO:0061630)	protein ubiquitination(GO:0016567)		6	54626363	54631210	9.128229e-13	38	1	1	FA
SORBI_3006G193000	RING-type domain-containing protein	RING ZINC FINGER DOMAIN SUPERFAMILY PROTEIN-RELATED (PTHR45798:SF46)					6	54656306	54657776	9.128229e-13	30	0.602658	1	FA
SORBI_3006G194150	dihydroorotase	DIHYDROOROTASE (PTHR43137:SF1)	hydrolase(PC00121)	dihydroorotase activity(GO:0004151)	'de novo' pyrimidine nucleobase biosynthetic process(GO:0006207);pyrimidine nucleotide biosynthetic process(GO:0006221);pyrimidine nucleobase biosynthetic process(GO:0019856);'de novo' UMP biosynthetic process(GO:0044205)	cytoplasm(GO:0005737)	6	54733919	54738342	9.128229e-13	38	1	1	FA
SORBI_3006G194300	FLZ-type domain-containing protein	OS04G0586200 PROTEIN (PTHR46057:SF43)		zinc ion binding(GO:0008270)	regulation of DNA-templated transcription(GO:0006355)		6	54753099	54759119	9.128229e-13	36	0.850422	1	FA
SORBI_3006G194400	Cyclin-like domain-containing protein	CYCLIN-T1-3 (PTHR10026:SF157)	kinase activator(PC00138)	cyclin-dependent protein serine/threonine kinase regulator activity(GO:0016538);cyclin-dependent protein serine/threonine kinase activator activity(GO:0061575)	regulation of transcription by RNA polymerase II(GO:0006357);response to virus(GO:0009615);trichome morphogenesis(GO:0010090);positive regulation of DNA-templated transcription, elongation(GO:0032786);positive regulation of transcription by RNA polymerase II(GO:0045944)	cyclin/CDK positive transcription elongation factor complex(GO:0008024)	6	54760888	54768413	9.128229e-13	36	0.833756	1	FA
SORBI_3006G194500	Uncharacterized protein	OS05G0352800 PROTEIN (PTHR48210:SF1)					6	54770726	54774534	9.128229e-13	35	0.833756	1	FA
SORBI_3006G194600	Malectin-like domain-containing protein	OS04G0586500 PROTEIN (PTHR34590:SF5)		transmembrane receptor protein tyrosine kinase activity(GO:0004714)		membrane(GO:0016020)	6	54777885	54781107	9.128229e-13	35	0.890862	1	FA
SORBI_3006G194700	RING-type domain-containing protein	OS04G0586700 PROTEIN (PTHR45768:SF79)	ubiquitin-protein ligase(PC00234)			membrane(GO:0016020)	6	54782600	54783796	9.128229e-13	33	0.726996	1	FA
SORBI_3006G194900	Pectinesterase inhibitor domain-containing protein	OS04G0587100 PROTEIN (PTHR31080:SF76)		enzyme inhibitor activity(GO:0004857)		extracellular region(GO:0005576)	6	54794064	54794778	9.128229e-13	35	0.983233	1	FA
SORBI_3006G195000	Probable purine permease	PURINE PERMEASE-RELATED (PTHR31376:SF36)		purine nucleobase transmembrane transporter activity(GO:0005345);purine nucleoside transmembrane transporter activity(GO:0015211)	purine nucleobase transport(GO:0006863);purine nucleoside transmembrane transport(GO:0015860);purine nucleobase transmembrane transport(GO:1904823)	membrane(GO:0016020)	6	54796693	54799179	9.128229e-13	35	0.991298	1	FA
SORBI_3006G195100	Probable purine permease	PURINE PERMEASE-RELATED (PTHR31376:SF48)		purine nucleobase transmembrane transporter activity(GO:0005345);purine nucleoside transmembrane transporter activity(GO:0015211)	purine nucleobase transport(GO:0006863);purine nucleoside transmembrane transport(GO:0015860);purine nucleobase transmembrane transport(GO:1904823)	membrane(GO:0016020)	6	54802712	54804881	9.128229e-13	32	0.9821	1	FA
SORBI_3006G195200	Probable purine permease	PURINE PERMEASE-RELATED (PTHR31376:SF35)		purine nucleobase transmembrane transporter activity(GO:0005345);purine nucleoside transmembrane transporter activity(GO:0015211)	purine nucleobase transport(GO:0006863);purine nucleoside transmembrane transport(GO:0015860);purine nucleobase transmembrane transport(GO:1904823)	membrane(GO:0016020)	6	54823646	54831175	9.128229e-13	27	1	1	FA
SORBI_3006G195400	Uncharacterized protein	OSJNBB0016D16.16-LIKE PROTEIN (PTHR35486:SF9)					6	54831292	54833038	9.128229e-13	24	0.991037	1	FA
SORBI_3006G195500	DNA replication ATP-dependent helicase_nuclease	DNA REPLICATION ATP-DEPENDENT HELICASE_NUCLEASE DNA2 (PTHR10887:SF433)	RNA helicase(PC00032)	DNA binding(GO:0003677);DNA helicase activity(GO:0003678);helicase activity(GO:0004386);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);5'-flap endonuclease activity(GO:0017108);single-stranded DNA helicase activity(GO:0017116);metal ion binding(GO:0046872);4 iron, 4 sulfur cluster binding(GO:0051539)	DNA replication(GO:0006260);DNA repair(GO:0006281);DNA replication, Okazaki fragment processing(GO:0033567);replication fork reversal(GO:0071932)	nucleus(GO:0005634);chromosome(GO:0005694);cytoplasm(GO:0005737)	6	54837756	54854866	9.128229e-13	13	0.641026	1	FA
SORBI_3003G378400	Probable magnesium transporter	MAGNESIUM TRANSPORTER-RELATED (PTHR12570:SF91)	secondary carrier transporter(PC00258)	magnesium ion transmembrane transporter activity(GO:0015095)	magnesium ion transport(GO:0015693);magnesium ion transmembrane transport(GO:1903830)	early endosome(GO:0005769);plasma membrane(GO:0005886);membrane(GO:0016020)	3	69243651	69248624	1.116722e-12	13	1	5	FA; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_PG_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G378500	DUF679 domain membrane protein 2	OS01G0882400 PROTEIN (PTHR31621:SF37)				cytoplasm(GO:0005737);membrane(GO:0016020)	3	69248625	69249725	1.116722e-12	13	1	5	FA; Sum_DGDG_over_FA_log10ratio; Sum_FA_over_PG_log10ratio; Sum_MGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3006G188900	Uncharacterized protein	SCARECROW-LIKE PROTEIN 8 (PTHR31636:SF221)					6	54343685	54347919	1.466554e-12	19	0.632602	1	FA
SORBI_3003G086300	Cation efflux protein cytoplasmic domain-containing protein	METAL TOLERANCE PROTEIN 9 (PTHR43840:SF2)	transporter(PC00227)	monoatomic cation transmembrane transporter activity(GO:0008324)	monoatomic cation transport(GO:0006812);transmembrane transport(GO:0055085);monoatomic cation transmembrane transport(GO:0098655)	vacuolar membrane(GO:0005774);membrane(GO:0016020)	3	7462786	7470186	1.586353e-12	3	0.528511	3	FA; Sum_DGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G086400	Uncharacterized protein	40S RIBOSOMAL PROTEIN (PTHR36331:SF1)	ribosomal protein(PC00202)				3	7470183	7472249	1.586353e-12	3	0.732201	3	FA; Sum_DGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3003G088100	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27002:SF113)	transmembrane signal receptor(PC00197)	protein kinase activity(GO:0004672);ATP binding(GO:0005524)			3	7656003	7660536	1.586353e-12	7	0.565791	3	FA; Sum_DGDG_over_FA_log10ratio; Sum_SQDG_over_FA_log10ratio
SORBI_3004G076000	Glutaredoxin-dependent peroxiredoxin	PEROXIREDOXIN-5, MITOCHONDRIAL (PTHR10430:SF16)	oxidoreductase(PC00176)	thioredoxin peroxidase activity(GO:0008379);oxidoreductase activity(GO:0016491);peroxiredoxin activity(GO:0051920)	cellular response to oxidative stress(GO:0034599);hydrogen peroxide catabolic process(GO:0042744);cell redox homeostasis(GO:0045454);cellular oxidant detoxification(GO:0098869)		4	6195752	6196987	2.901956e-12	4	0.604267	1	Cer
SORBI_3004G076300	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR33052:SF170)					4	6221311	6221922	2.901956e-12	4	0.780976	1	Cer
SORBI_3004G076400	B box-type domain-containing protein	PLATZ TRANSCRIPTION FACTOR FAMILY PROTEIN (PTHR31065:SF49)	DNA-binding transcription factor(PC00218)				4	6234594	6237205	2.901956e-12	4	0.95649	1	Cer
SORBI_3004G078700	TBCC domain-containing protein 1	TBCC DOMAIN-CONTAINING PROTEIN 1 (PTHR16052:SF0)				spindle pole(GO:0000922)	4	6478090	6486468	2.901956e-12	2	0.573512	1	Cer
SORBI_3006G188700	RING-type domain-containing protein	OS04G0579200 PROTEIN (PTHR45969:SF89)		zinc ion binding(GO:0008270)			6	54303785	54306127	4.04069e-12	6	0.496119	1	FA
SORBI_3010G215100	AP2_ERF domain-containing protein	AP2-LIKE ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR AIL6 (PTHR32467:SF101)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	10	55799766	55802961	9.008973e-12	11	0.535696	1	FA
SORBI_3010G215201	Ovule protein						10	55802348	55808868	9.008973e-12	11	0.703357	1	FA
SORBI_3010G215300	Protein kinase domain-containing protein	CYCLIN-DEPENDENT KINASE B2-2 (PTHR24056:SF178)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);cyclin-dependent protein serine/threonine kinase activity(GO:0004693);ATP binding(GO:0005524);RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353)	G2/M transition of mitotic cell cycle(GO:0000086);regulation of transcription by RNA polymerase II(GO:0006357);regulation of cell cycle phase transition(GO:1901987)		10	55818499	55820486	9.008973e-12	11	0.67766	1	FA
SORBI_3010G215400	Uncharacterized protein	OS06G0658500 PROTEIN (PTHR33416:SF14)					10	55828346	55836139	9.008973e-12	11	0.703357	1	FA
SORBI_3010G215500	Pentacotripeptide-repeat region of PRORP domain-containing protein	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN 10, CHLOROPLASTIC (PTHR47933:SF36)			mRNA stabilization(GO:0048255)		10	55836741	55840286	9.008973e-12	11	0.694325	1	FA
