GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_SNP	Best_SNP_Position	Best_P_Value	N_Phenotypes	Phenotypes	All_SNPs	N_SNPs	P_Values
SORBI_3006G258900	Uncharacterized protein	TRIACYLGLYCEROL LIPASE-LIKE PROTEIN (PTHR36703:SF1)	lipase(PC00143)				6	59475016	59483626	SNP_59481193	59481193	1.18e-09	5	TG(16:0_18:0_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_59481193	1	6.6e-09; 1.2e-09; 1.7e-08; 6.0e-08; 1.8e-09
SORBI_3006G259000	AP2_ERF domain-containing protein	OS04G0669200 PROTEIN (PTHR31677:SF248)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	6	59485847	59487621	SNP_59481193	59481193	1.18e-09	5	TG(16:0_18:0_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_59481193	1	6.6e-09; 1.2e-09; 1.7e-08; 6.0e-08; 1.8e-09
SORBI_3006G259100	Uncharacterized protein	OS04G0669300 PROTEIN (PTHR11216:SF145)	membrane traffic protein(PC00150)	nucleotide binding(GO:0000166);calcium ion binding(GO:0005509);GTP binding(GO:0005525);protein-macromolecule adaptor activity(GO:0030674);metal ion binding(GO:0046872)	endocytosis(GO:0006897);endosomal transport(GO:0016197);protein homooligomerization(GO:0051260)	cytoplasm(GO:0005737);plasma membrane(GO:0005886);endosome membrane(GO:0010008)	6	59490812	59495313	SNP_59481193	59481193	1.18e-09	5	TG(16:0_18:0_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_59481193	1	6.6e-09; 1.2e-09; 1.7e-08; 6.0e-08; 1.8e-09
SORBI_3006G259201	Uncharacterized protein	F12F1.11-RELATED (PTHR31903:SF6)					6	59496740	59498104	SNP_59481193	59481193	1.18e-09	5	TG(16:0_18:0_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_59481193	1	6.6e-09; 1.2e-09; 1.7e-08; 6.0e-08; 1.8e-09
SORBI_3006G259300	Acyl-[acyl-carrier-protein] hydrolase	ACYL-[ACYL-CARRIER-PROTEIN] HYDROLASE (PTHR31727:SF10)	esterase(PC00097)	acyl carrier activity(GO:0000036);fatty acyl-[ACP] hydrolase activity(GO:0016297);hydrolase activity(GO:0016787);thiolester hydrolase activity(GO:0016790)	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633)	chloroplast(GO:0009507)	6	59503843	59508051	SNP_59481193	59481193	1.18e-09	5	TG(16:0_18:0_18:2); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_59481193	1	6.6e-09; 1.2e-09; 1.7e-08; 6.0e-08; 1.8e-09
SORBI_3009G220800	Rx N-terminal domain-containing protein	OS04G0623066 PROTEIN (PTHR34630:SF106)		nucleotide binding(GO:0000166);ATP binding(GO:0005524)	defense response(GO:0006952)		9	56392699	56397753	SNP_56418605	56418605	1.22e-09	5	TG(10:0_10:0_10:0); TG(12:0_12:0_16:1); TG(12:0_12:0_18:1); TG(12:0_12:0_18:2); TG(8:0_16:1_18:1)	SNP_56388585; SNP_56418555; SNP_56418605; SNP_56418907; SNP_56418920	5	1.2e-09; 1.6e-08; 8.0e-08; 9.6e-08; 9.6e-08
SORBI_3009G220900	Reverse transcriptase zinc-binding domain-containing protein	OS02G0464450 PROTEIN (PTHR47746:SF81)					9	56402010	56402381	SNP_56418605	56418605	1.22e-09	5	TG(10:0_10:0_10:0); TG(12:0_12:0_16:1); TG(12:0_12:0_18:1); TG(12:0_12:0_18:2); TG(8:0_16:1_18:1)	SNP_56388585; SNP_56418555; SNP_56418605; SNP_56418907; SNP_56418920	5	1.2e-09; 1.6e-08; 8.0e-08; 9.6e-08; 9.6e-08
SORBI_3009G220933	Uncharacterized protein						9	56407022	56407840	SNP_56418605	56418605	1.22e-09	5	TG(10:0_10:0_10:0); TG(12:0_12:0_16:1); TG(12:0_12:0_18:1); TG(12:0_12:0_18:2); TG(8:0_16:1_18:1)	SNP_56388585; SNP_56418555; SNP_56418605; SNP_56418907; SNP_56418920	5	1.2e-09; 1.6e-08; 8.0e-08; 9.6e-08; 9.6e-08
SORBI_3009G220966	Uncharacterized protein	MAJOR FACILITATOR SUPERFAMILY (MFS) PROFILE DOMAIN-CONTAINING PROTEIN (PTHR33530:SF12)					9	56409533	56409903	SNP_56418605	56418605	1.22e-09	5	TG(10:0_10:0_10:0); TG(12:0_12:0_16:1); TG(12:0_12:0_18:1); TG(12:0_12:0_18:2); TG(8:0_16:1_18:1)	SNP_56388585; SNP_56418555; SNP_56418605; SNP_56418907; SNP_56418920	5	1.2e-09; 1.6e-08; 8.0e-08; 9.6e-08; 9.6e-08
SORBI_3009G221000							9	56414893	56420312	SNP_56418605	56418605	1.22e-09	5	TG(10:0_10:0_10:0); TG(12:0_12:0_16:1); TG(12:0_12:0_18:1); TG(12:0_12:0_18:2); TG(8:0_16:1_18:1)	SNP_56418555; SNP_56418605; SNP_56418907; SNP_56418920	4	1.2e-09; 1.6e-08; 8.0e-08; 9.6e-08; 9.6e-08
SORBI_3009G221200							9	56436741	56442020	SNP_56418605	56418605	1.22e-09	5	TG(10:0_10:0_10:0); TG(12:0_12:0_16:1); TG(12:0_12:0_18:1); TG(12:0_12:0_18:2); TG(8:0_16:1_18:1)	SNP_56418555; SNP_56418605; SNP_56418907; SNP_56418920	4	1.2e-09; 1.6e-08; 8.0e-08; 9.6e-08; 9.6e-08
SORBI_3007G090406	Uncharacterized protein						7	13089172	13091948	SNP_13065564	13065564	1.62e-09	5	TG(16:0_16:0_18:2); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1)	SNP_13065564	1	6.6e-08; 2.4e-09; 7.4e-09; 2.0e-08; 1.6e-09
SORBI_3007G110700	Protein kinase domain-containing protein	SERINE_THREONINE-PROTEIN KINASE PRP4 HOMOLOG (PTHR24058:SF103)	protein modifying enzyme(PC00260)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)			7	40118882	40125890	SNP_40106074	40106074	2.14e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_40098985; SNP_40106074	2	2.1e-09; 3.9e-09; 1.9e-08; 4.2e-08; 1.8e-08
SORBI_3007G110600	Uncharacterized protein						7	40075879	40077118	SNP_40089190	40089190	2.14e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)	SNP_40089190; SNP_40093065; SNP_40098985	3	2.1e-09; 3.8e-09; 1.8e-08; 4.0e-08; 1.7e-08
SORBI_3006G278400	C2H2-type domain-containing protein	OS04G0690100 PROTEIN (PTHR31681:SF3)	C2H2 zinc finger transcription factor(PC00248)	zinc ion binding(GO:0008270)			6	60906805	60909464	SNP_60933066	60933066	2.16e-09	5	gibberellic acid; TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_60933066; SNP_60892448	2	3.9e-08; 8.3e-08; 8.8e-08; 6.7e-08; 2.2e-09
SORBI_3006G278500	GMP synthase [glutamine-hydrolyzing]	GMP SYNTHASE [GLUTAMINE-HYDROLYZING] (PTHR11922:SF2)	ligase(PC00142)	nucleotide binding(GO:0000166);GMP synthase activity(GO:0003921);GMP synthase (glutamine-hydrolyzing) activity(GO:0003922);ATP binding(GO:0005524);ligase activity(GO:0016874)	purine nucleotide biosynthetic process(GO:0006164);GMP biosynthetic process(GO:0006177);GMP metabolic process(GO:0046037)	cytosol(GO:0005829)	6	60909086	60914793	SNP_60933066	60933066	2.16e-09	5	gibberellic acid; TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_60933066; SNP_60892448	2	3.9e-08; 8.3e-08; 8.8e-08; 6.7e-08; 2.2e-09
SORBI_3006G278600	Fe2OG dioxygenase domain-containing protein	2-OXOGLUTARATE AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN (PTHR31447:SF23)		mRNA binding(GO:0003729);demethylase activity(GO:0032451)	mRNA catabolic process(GO:0006402)		6	60914403	60915440	SNP_60933066	60933066	2.16e-09	5	gibberellic acid; TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_60933066; SNP_60892448	2	3.9e-08; 8.3e-08; 8.8e-08; 6.7e-08; 2.2e-09
SORBI_3006G278700	Uncharacterized protein	LD24721P (PTHR45831:SF2)		molecular adaptor activity(GO:0060090)	post-translational protein targeting to endoplasmic reticulum membrane(GO:0006620)	membrane(GO:0016020);TRC complex(GO:0072380)	6	60916260	60921961	SNP_60933066	60933066	2.16e-09	5	gibberellic acid; TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_60933066; SNP_60892448	2	3.9e-08; 8.3e-08; 8.8e-08; 6.7e-08; 2.2e-09
SORBI_3010G030401	Uncharacterized protein						10	2478615	2479676	SNP_2501556	2501556	2.24e-09	5	TG(18:1_20:1_22:1); TG(18:1_20:3_22:0); TG(18:2_20:3_21:0); TG(18:2_20:3_22:0); TG(18:2_22:0_22:3)	SNP_2501556	1	1.8e-08; 1.3e-08; 1.5e-08; 3.2e-09; 2.2e-09
SORBI_3010G030500	Pectinesterase inhibitor domain-containing protein						10	2482427	2485264	SNP_2501556	2501556	2.24e-09	5	TG(18:1_20:1_22:1); TG(18:1_20:3_22:0); TG(18:2_20:3_21:0); TG(18:2_20:3_22:0); TG(18:2_22:0_22:3)	SNP_2501556	1	1.8e-08; 1.3e-08; 1.5e-08; 3.2e-09; 2.2e-09
SORBI_3010G030600	Major facilitator superfamily (MFS) profile domain-containing protein	SUGAR TRANSPORT PROTEIN 3 (PTHR23500:SF30)	secondary carrier transporter(PC00258)	carbohydrate transmembrane transporter activity(GO:0015144);monosaccharide transmembrane transporter activity(GO:0015145);symporter activity(GO:0015293);transmembrane transporter activity(GO:0022857)	monosaccharide transmembrane transport(GO:0015749);transmembrane transport(GO:0055085)	membrane(GO:0016020)	10	2484489	2486354	SNP_2501556	2501556	2.24e-09	5	TG(18:1_20:1_22:1); TG(18:1_20:3_22:0); TG(18:2_20:3_21:0); TG(18:2_20:3_22:0); TG(18:2_22:0_22:3)	SNP_2501556	1	1.8e-08; 1.3e-08; 1.5e-08; 3.2e-09; 2.2e-09
SORBI_3010G030700	NAD(+) diphosphatase	NAD-CAPPED RNA HYDROLASE NUDT12 (PTHR42904:SF6)	hydrolase(PC00121)	hydrolase activity(GO:0016787);NADH pyrophosphatase activity(GO:0035529);metal ion binding(GO:0046872)	NADP+ catabolic process(GO:0006742);NAD+ catabolic process(GO:0019677)	peroxisome(GO:0005777);chloroplast(GO:0009507)	10	2487191	2490367	SNP_2501556	2501556	2.24e-09	5	TG(18:1_20:1_22:1); TG(18:1_20:3_22:0); TG(18:2_20:3_21:0); TG(18:2_20:3_22:0); TG(18:2_22:0_22:3)	SNP_2501556	1	1.8e-08; 1.3e-08; 1.5e-08; 3.2e-09; 2.2e-09
SORBI_3010G030800	RanBP2-type domain-containing protein	OS06G0141200 PROTEIN (PTHR23111:SF75)		mRNA binding(GO:0003729);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)			10	2492827	2498546	SNP_2501556	2501556	2.24e-09	5	TG(18:1_20:1_22:1); TG(18:1_20:3_22:0); TG(18:2_20:3_21:0); TG(18:2_20:3_22:0); TG(18:2_22:0_22:3)	SNP_2501556	1	1.8e-08; 1.3e-08; 1.5e-08; 3.2e-09; 2.2e-09
SORBI_3010G030900	Glycosyltransferase	OS02G0331200 PROTEIN (PTHR20961:SF100)	glycosyltransferase(PC00111)	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);pentosyltransferase activity(GO:0016763)		Golgi membrane(GO:0000139)	10	2504941	2507972	SNP_2501556	2501556	2.24e-09	5	TG(18:1_20:1_22:1); TG(18:1_20:3_22:0); TG(18:2_20:3_21:0); TG(18:2_20:3_22:0); TG(18:2_22:0_22:3)	SNP_2501556	1	1.8e-08; 1.3e-08; 1.5e-08; 3.2e-09; 2.2e-09
SORBI_3010G031000	Uncharacterized protein						10	2512132	2514893	SNP_2501556	2501556	2.24e-09	5	TG(18:1_20:1_22:1); TG(18:1_20:3_22:0); TG(18:2_20:3_21:0); TG(18:2_20:3_22:0); TG(18:2_22:0_22:3)	SNP_2501556	1	1.8e-08; 1.3e-08; 1.5e-08; 3.2e-09; 2.2e-09
SORBI_3010G031100	Early nodulin	EARLY NODULIN (PTHR33605:SF15)					10	2518319	2524369	SNP_2501556	2501556	2.24e-09	5	TG(18:1_20:1_22:1); TG(18:1_20:3_22:0); TG(18:2_20:3_21:0); TG(18:2_20:3_22:0); TG(18:2_22:0_22:3)	SNP_2501556	1	1.8e-08; 1.3e-08; 1.5e-08; 3.2e-09; 2.2e-09
SORBI_3010G031300	WAT1-related protein	WAT1-RELATED PROTEIN (PTHR31218:SF352)		transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)	10	2523128	2528382	SNP_2501556	2501556	2.24e-09	5	TG(18:1_20:1_22:1); TG(18:1_20:3_22:0); TG(18:2_20:3_21:0); TG(18:2_20:3_22:0); TG(18:2_22:0_22:3)	SNP_2501556	1	1.8e-08; 1.3e-08; 1.5e-08; 3.2e-09; 2.2e-09
SORBI_3009G015300	Cation_H+ exchanger domain-containing protein			antiporter activity(GO:0015297)	monoatomic ion transport(GO:0006811);monoatomic cation transport(GO:0006812);potassium ion transport(GO:0006813);transmembrane transport(GO:0055085);proton transmembrane transport(GO:1902600)	chloroplast envelope(GO:0009941);membrane(GO:0016020)	9	1435167	1437402	SNP_1448433	1448433	2.6e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2)	SNP_1448433	1	3.7e-08; 5.3e-08; 2.6e-09; 5.5e-08; 1.3e-08
SORBI_3009G015400	Cation_H+ exchanger domain-containing protein				monoatomic ion transport(GO:0006811);potassium ion transport(GO:0006813)		9	1450468	1456925	SNP_1448433	1448433	2.6e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2)	SNP_1448433	1	3.7e-08; 5.3e-08; 2.6e-09; 5.5e-08; 1.3e-08
SORBI_3009G015500	Uncharacterized protein	RICIN B LECTIN DOMAIN-CONTAINING PROTEIN (PTHR31257:SF17)					9	1458024	1459505	SNP_1448433	1448433	2.6e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2)	SNP_1448433	1	3.7e-08; 5.3e-08; 2.6e-09; 5.5e-08; 1.3e-08
SORBI_3009G015600	Uncharacterized protein	RICIN B LECTIN DOMAIN-CONTAINING PROTEIN (PTHR31257:SF17)					9	1461880	1462963	SNP_1448433	1448433	2.6e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2)	SNP_1448433	1	3.7e-08; 5.3e-08; 2.6e-09; 5.5e-08; 1.3e-08
SORBI_3010G150900	Uncharacterized protein	OS06G0523300 PROTEIN (PTHR33513:SF43)					10	43624162	43626620	SNP_43643716	43643716	2.73e-09	5	Oxo fatty acid (18:3); PC(14:0_18:2); PC(14:0_18:3); PC(16:1_16:1); TG(18:2_20:3_21:0)	SNP_43600492; SNP_43607004; SNP_43643716; SNP_43643721; SNP_43643734; SNP_43604517	6	3.8e-08; 3.5e-08; 7.6e-09; 2.7e-09; 1.3e-08
SORBI_3010G151000	CMP-sialic acid transporter 1	UDP-SUGAR TRANSPORTER PROTEIN SLC35A4-RELATED (PTHR10231:SF43)	transporter(PC00227)	sialic acid transmembrane transporter activity(GO:0015136);pyrimidine nucleotide-sugar transmembrane transporter activity(GO:0015165)	sialic acid transport(GO:0015739);transmembrane transport(GO:0055085);pyrimidine nucleotide-sugar transmembrane transport(GO:0090481)	Golgi membrane(GO:0000139);membrane(GO:0016020)	10	43625333	43633284	SNP_43643716	43643716	2.73e-09	5	Oxo fatty acid (18:3); PC(14:0_18:2); PC(14:0_18:3); PC(16:1_16:1); TG(18:2_20:3_21:0)	SNP_43600492; SNP_43607004; SNP_43643716; SNP_43643721; SNP_43643734; SNP_43604517	6	3.8e-08; 3.5e-08; 7.6e-09; 2.7e-09; 1.3e-08
SORBI_3003G166500	NAD-dependent epimerase_dehydratase domain-containing protein	MIOREX COMPLEX COMPONENT 2 (PTHR12126:SF16)	oxidoreductase(PC00176)	protein-containing complex binding(GO:0044877)	ubiquinone biosynthetic process(GO:0006744)	mitochondrion(GO:0005739)	3	25677689	25715902	SNP_25698838	25698838	4.66e-09	5	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_12:0_18:1); TG(12:0_14:0_18:3); TG(12:0_16:0_18:2)	SNP_25698838	1	4.7e-09; 8.0e-08; 7.5e-08; 5.5e-09; 1.8e-08
SORBI_3008G064200	Uncharacterized protein						8	7015431	7018036	SNP_7039238	7039238	4.95e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_7039070; SNP_7039149; SNP_7039238	3	4.9e-09; 1.6e-08; 5.0e-08; 4.4e-08; 5.0e-08
SORBI_3008G064250	BHLH domain-containing protein	OS01G0518300 PROTEIN (PTHR46772:SF4)		DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355);endosperm development(GO:0009960)		8	7020440	7021096	SNP_7039238	7039238	4.95e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_7039070; SNP_7039149; SNP_7039238	3	4.9e-09; 1.6e-08; 5.0e-08; 4.4e-08; 5.0e-08
SORBI_3008G064300	Uncharacterized protein						8	7020971	7023479	SNP_7039238	7039238	4.95e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_7039070; SNP_7039149; SNP_7039238	3	4.9e-09; 1.6e-08; 5.0e-08; 4.4e-08; 5.0e-08
SORBI_3004G205800	cyclin-dependent kinase	CYCLIN-DEPENDENT KINASE G-1 (PTHR24056:SF403)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);cyclin-dependent protein serine/threonine kinase activity(GO:0004693);ATP binding(GO:0005524);RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353);kinase activity(GO:0016301);transferase activity(GO:0016740)	regulation of transcription by RNA polymerase II(GO:0006357);regulation of macromolecule biosynthetic process(GO:0010556);regulation of cell cycle(GO:0051726);regulation of primary metabolic process(GO:0080090)	nucleus(GO:0005634)	4	55683681	55687865	SNP_55710115	55710115	5.31e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_55710115	1	8.3e-09; 2.4e-08; 5.3e-09; 8.7e-08; 5.6e-08
SORBI_3004G205900	Uncharacterized protein						4	55689156	55689386	SNP_55710115	55710115	5.31e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_55710115	1	8.3e-09; 2.4e-08; 5.3e-09; 8.7e-08; 5.6e-08
SORBI_3004G206000	Uncharacterized protein						4	55691514	55691964	SNP_55710115	55710115	5.31e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_55710115	1	8.3e-09; 2.4e-08; 5.3e-09; 8.7e-08; 5.6e-08
SORBI_3004G206050	Uncharacterized protein						4	55691965	55693188	SNP_55710115	55710115	5.31e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_55710115	1	8.3e-09; 2.4e-08; 5.3e-09; 8.7e-08; 5.6e-08
SORBI_3004G206100	Protein phosphatase inhibitor 2	OS02G0602300 PROTEIN (PTHR12398:SF24)	phosphatase inhibitor(PC00183)	protein phosphatase inhibitor activity(GO:0004864)	regulation of signal transduction(GO:0009966);intracellular signal transduction(GO:0035556)		4	55693313	55695974	SNP_55710115	55710115	5.31e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_55710115	1	8.3e-09; 2.4e-08; 5.3e-09; 8.7e-08; 5.6e-08
SORBI_3004G206200	Transcription termination factor MTERF5, chloroplastic	TRANSCRIPTION TERMINATION FACTOR MTERF5, CHLOROPLASTIC (PTHR13068:SF9)		nucleic acid binding(GO:0003676)	DNA-templated transcription termination(GO:0006353)		4	55697535	55700061	SNP_55710115	55710115	5.31e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_55710115	1	8.3e-09; 2.4e-08; 5.3e-09; 8.7e-08; 5.6e-08
SORBI_3004G206300	Uncharacterized protein	PRE-MRNA-SPLICING FACTOR ISY1 HOMOLOG (PTHR13021:SF8)	RNA splicing factor(PC00148)		generation of catalytic spliceosome for second transesterification step(GO:0000350);mRNA 3'-splice site recognition(GO:0000389)	Prp19 complex(GO:0000974);nucleus(GO:0005634);catalytic step 2 spliceosome(GO:0071013);post-mRNA release spliceosomal complex(GO:0071014);post-spliceosomal complex(GO:0071020)	4	55700796	55703612	SNP_55710115	55710115	5.31e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_55710115	1	8.3e-09; 2.4e-08; 5.3e-09; 8.7e-08; 5.6e-08
SORBI_3004G206401	Uncharacterized protein						4	55707020	55707636	SNP_55710115	55710115	5.31e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_55710115	1	8.3e-09; 2.4e-08; 5.3e-09; 8.7e-08; 5.6e-08
SORBI_3004G206500	RRM domain-containing protein	OS02G0602600 PROTEIN (PTHR48024:SF17)		nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)		nucleus(GO:0005634)	4	55713261	55714906	SNP_55710115	55710115	5.31e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_55710115	1	8.3e-09; 2.4e-08; 5.3e-09; 8.7e-08; 5.6e-08
SORBI_3004G206600	Uncharacterized protein	FLOWERING LOCUS T (PTHR11362:SF88)	protease inhibitor(PC00191)				4	55717138	55719442	SNP_55710115	55710115	5.31e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_55710115	1	8.3e-09; 2.4e-08; 5.3e-09; 8.7e-08; 5.6e-08
SORBI_3004G206700	Uncharacterized protein	GOT1_SFT2-LIKE VESCICLE TRANSPORT PROTEIN FAMILY (PTHR21493:SF246)	lipase(PC00143)		endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);vesicle-mediated transport(GO:0016192);retrograde transport, endosome to Golgi(GO:0042147)	Golgi membrane(GO:0000139);cytoplasm(GO:0005737);cytosol(GO:0005829);endomembrane system(GO:0012505)	4	55725646	55730754	SNP_55710115	55710115	5.31e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_55710115	1	8.3e-09; 2.4e-08; 5.3e-09; 8.7e-08; 5.6e-08
SORBI_3004G206800	Uncharacterized protein						4	55732591	55735369	SNP_55710115	55710115	5.31e-09	5	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_55710115	1	8.3e-09; 2.4e-08; 5.3e-09; 8.7e-08; 5.6e-08
SORBI_3003G119400	Transcription factor Pur-alpha 1	PURINE-RICH BINDING PROTEIN-ALPHA, ISOFORM B (PTHR12611:SF0)	DNA-binding transcription factor(PC00218)	RNA polymerase II transcription regulatory region sequence-specific DNA binding(GO:0000977);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);mRNA binding(GO:0003729);purine-rich negative regulatory element binding(GO:0032422)	regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634)	3	10802232	10806033	SNP_10823286	10823286	5.42e-09	5	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3); TG(16:0_18:1_18:2); TG(16:0_18:1_20:2)	SNP_10823286; SNP_10824836; SNP_10828888; SNP_10790905	4	5.4e-09; 1.5e-08; 6.9e-08; 1.1e-08; 9.0e-08
SORBI_3003G119500	Uncharacterized protein	OS01G0260800 PROTEIN (PTHR35290:SF1)					3	10815064	10816875	SNP_10823286	10823286	5.42e-09	5	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3); TG(16:0_18:1_18:2); TG(16:0_18:1_20:2)	SNP_10823286; SNP_10824836; SNP_10828888; SNP_10790905	4	5.4e-09; 1.5e-08; 6.9e-08; 1.1e-08; 9.0e-08
SORBI_3007G010300	FBD domain-containing protein	F-BOX DOMAIN-CONTAINING PROTEIN (PTHR34145:SF6)					7	930778	932006	SNP_929400	929400	5.54e-09	5	TG(16:0_16:0_18:1); TG(16:0_16:0_18:2); TG(16:0_18:1_18:2); TG(16:1_18:1_18:1); TG(18:1_18:2_18:2)	SNP_953201; SNP_929400; SNP_929385	3	2.5e-08; 5.4e-08; 5.5e-09; 7.0e-08; 9.6e-08
