GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes
SORBI_3006G049000	Btz domain-containing protein	""	""	""	""	""	6	35660502	35661343	5.869617e-12	2	0.695048	9	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3006G049100	Uncharacterized protein	RNA-DIRECTED DNA POLYMERASE (REVERSE TRANSCRIPTASE)-RELATED FAMILY PROTEIN (PTHR36037:SF1)	reverse transcriptase(PC00200)	""	""	""	6	35664153	35678118	5.869617e-12	2	0.695048	9	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3006G049200	VDE lipocalin domain-containing protein	VIOLAXANTHIN DE-EPOXIDASE, CHLOROPLASTIC (PTHR33970:SF1)	""	violaxanthin de-epoxidase activity(GO:0046422)	xanthophyll cycle(GO:0010028);chlorophyll metabolic process(GO:0015994)	""	6	35678162	35684996	5.869617e-12	2	0.691013	9	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3006G049300	RIN4 pathogenic type III effector avirulence factor Avr cleavage site domain-containing protein	OS04G0379600 PROTEIN (PTHR33159:SF101)	""	""	""	plasma membrane(GO:0005886)	6	35685438	35689801	5.869617e-12	3	0.87338	9	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3006G049450	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	cytoplasm(GO:0005737)	6	35705198	35707195	5.869617e-12	3	0.680697	9	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G154400							2	46790108	46825848	6.118114e-12	1	1	1	PC(14:0_18:3)
SORBI_3002G039500							2	3850982	3852279	7.587135e-12	7	0.581516	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G039600							2	3853100	3856222	7.587135e-12	7	0.581516	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G039800							2	3856811	3874448	7.587135e-12	7	0.581455	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G039700							2	3857146	3859446	7.587135e-12	7	0.581393	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G039900	LOB domain-containing protein	DOMAIN PROTEIN 12, PUTATIVE, EXPRESSED-RELATED (PTHR31301:SF116)	""	DNA-binding transcription activator activity(GO:0001216)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)	2	3877146	3881102	7.587135e-12	7	0.578696	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G041100	Aminotransferase class I_classII domain-containing protein	NICOTIANAMINE AMINOTRANSFERASE 1 (PTHR45744:SF5)	transaminase(PC00216)	L-tyrosine-2-oxoglutarate transaminase activity(GO:0004838);transaminase activity(GO:0008483);pyridoxal phosphate binding(GO:0030170);nicotianamine aminotransferase activity(GO:0033855)	amino acid metabolic process(GO:0006520);L-tyrosine catabolic process(GO:0006572)	""	2	3955784	3960460	7.587135e-12	7	0.921938	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G041150	Uncharacterized protein	""	""	""	""	""	2	3962607	3967098	7.587135e-12	7	0.939624	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G041200	Aminotransferase class I_classII domain-containing protein	NICOTIANAMINE AMINOTRANSFERASE 1 (PTHR45744:SF5)	transaminase(PC00216)	L-tyrosine-2-oxoglutarate transaminase activity(GO:0004838);transaminase activity(GO:0008483);pyridoxal phosphate binding(GO:0030170);nicotianamine aminotransferase activity(GO:0033855)	amino acid metabolic process(GO:0006520);L-tyrosine catabolic process(GO:0006572)	""	2	3970369	3975815	7.587135e-12	7	1	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G041366	Uncharacterized protein	""	""	""	""	""	2	3981692	3983533	7.587135e-12	7	1	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G041400	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR33704:SF5)	""	""	regulation of cellular response to heat(GO:1900034)	""	2	3982568	3988803	7.587135e-12	7	1	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G041533	Alpha_beta hydrolase fold-3 domain-containing protein	OS07G0162400 PROTEIN (PTHR23024:SF442)	deacetylase(PC00087)	hydrolase activity(GO:0016787)	""	""	2	3989032	3991027	7.587135e-12	7	0.973331	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G041666	Uncharacterized protein	""	""	""	""	""	2	3994087	3999160	7.587135e-12	7	0.841928	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G041800	Alpha_beta hydrolase fold-3 domain-containing protein	ALPHA_BETA HYDROLASE FOLD-3 DOMAIN-CONTAINING PROTEIN (PTHR23024:SF657)	deacetylase(PC00087)	hydrolase activity(GO:0016787)	""	""	2	4000333	4002838	7.587135e-12	7	0.774817	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G041900	Uncharacterized protein	PHENOLIC GLUCOSIDE MALONYLTRANSFERASE 2 (PTHR31625:SF84)	""	transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	""	""	2	4004226	4007688	7.587135e-12	7	0.774427	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G042300							2	4036817	4039168	7.587135e-12	7	0.669059	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G042400							2	4039751	4046140	7.587135e-12	7	0.651632	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G042500							2	4051400	4065460	7.587135e-12	7	0.704792	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G042600	ubiquitinyl hydrolase 1	UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 7 (PTHR24006:SF644)	cysteine protease(PC00081)	cysteine-type deubiquitinase activity(GO:0004843);peptidase activity(GO:0008233);cysteine-type peptidase activity(GO:0008234);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);jasmonic acid mediated signaling pathway(GO:0009867);maintenance of root meristem identity(GO:0010078);protein deubiquitination(GO:0016579);regulation of protein stability(GO:0031647);regulation of root development(GO:2000280)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829)	2	4066083	4081970	7.587135e-12	7	0.69822	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G042800	Uncharacterized protein	""	""	""	""	""	2	4084977	4087738	7.587135e-12	7	0.690458	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G043000	Small RNA 2'-O-methyltransferase	SMALL RNA 2'-O-METHYLTRANSFERASE (PTHR21404:SF3)	""	RNA binding(GO:0003723);methyltransferase activity(GO:0008168);O-methyltransferase activity(GO:0008171);RNA methyltransferase activity(GO:0008173);transferase activity(GO:0016740);metal ion binding(GO:0046872);small RNA 2'-O-methyltransferase activity(GO:0090486)	RNA methylation(GO:0001510);RNA metabolic process(GO:0016070);siRNA processing(GO:0030422);regulatory ncRNA-mediated gene silencing(GO:0031047);methylation(GO:0032259);piRNA processing(GO:0034587)	nucleus(GO:0005634);cytoplasm(GO:0005737)	2	4097276	4102428	7.587135e-12	7	0.690458	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G043100	Histone deacetylase domain-containing protein	HISTONE DEACETYLASE (PTHR10625:SF5)	""	histone deacetylase activity(GO:0004407);hydrolase activity(GO:0016787);metal ion binding(GO:0046872);histone deacetylase activity, hydrolytic mechanism(GO:0141221)	chromatin organization(GO:0006325);regulation of gene expression(GO:0010468);epigenetic regulation of gene expression(GO:0040029);regulation of developmental process(GO:0050793)	histone deacetylase complex(GO:0000118);nucleus(GO:0005634);cytoplasm(GO:0005737)	2	4102704	4114852	7.587135e-12	7	0.7026	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G043201	Uncharacterized protein	""	""	""	""	""	2	4116321	4117545	7.587135e-12	7	0.669059	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G043300	t-SNARE coiled-coil homology domain-containing protein	PROTEIN SSO1-RELATED (PTHR19957:SF307)	SNARE protein(PC00034)	SNARE binding(GO:0000149);SNAP receptor activity(GO:0005484)	intracellular protein transport(GO:0006886);exocytosis(GO:0006887);vesicle fusion(GO:0006906);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192);vesicle docking(GO:0048278)	plasma membrane(GO:0005886);endomembrane system(GO:0012505);membrane(GO:0016020);SNARE complex(GO:0031201)	2	4118297	4122803	7.587135e-12	7	0.658946	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G043500	Aldehyde oxidase	ALDEHYDE OXIDASE 1-RELATED (PTHR11908:SF132)	oxidoreductase(PC00176)	iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);flavin adenine dinucleotide binding(GO:0050660);iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537);FAD binding(GO:0071949)	""	""	2	4129557	4136918	7.587135e-12	7	0.669119	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G043700	C2 domain-containing protein	MULTIPLE C2 DOMAIN AND TRANSMEMBRANE REGION PROTEIN 16 (PTHR31425:SF35)	transferase(PC00220)	""	""	membrane(GO:0016020)	2	4147149	4150406	7.587135e-12	7	0.59356	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G043800	Uncharacterized protein	INHIBITOR OF BRUTON TYROSINE KINASE (PTHR22872:SF2)	""	""	""	""	2	4156161	4163557	7.587135e-12	7	0.46268	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G044000	Eukaryotic translation initiation factor 3 subunit I	EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT I (PTHR19877:SF1)	translation initiation factor(PC00224)	RNA binding(GO:0003723);translation initiation factor activity(GO:0003743)	formation of cytoplasmic translation initiation complex(GO:0001732);cytoplasmic translational initiation(GO:0002183);translation(GO:0006412);translational initiation(GO:0006413)	cytoplasm(GO:0005737);eukaryotic translation initiation factor 3 complex(GO:0005852);eukaryotic 43S preinitiation complex(GO:0016282);eukaryotic 48S preinitiation complex(GO:0033290);eukaryotic translation initiation factor 3 complex, eIF3m(GO:0071541)	2	4174779	4178089	7.587135e-12	7	0.681816	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G044100	Phytocyanin domain-containing protein (Fragment)	OS07G0165900 PROTEIN (PTHR33021:SF557)	""	electron transfer activity(GO:0009055);metal ion binding(GO:0046872)	response to symbiotic fungus(GO:0009610)	plasma membrane(GO:0005886);membrane(GO:0016020)	2	4192934	4193775	7.587135e-12	7	0.673502	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G044200	Flavonoid 3'-monooxygenase	FLAVONOID 3-MONOOXYGENASE (PTHR47944:SF9)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)	""	""	2	4200043	4201969	7.587135e-12	7	0.653607	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G044700							2	4224615	4227704	7.587135e-12	6	0.606234	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3002G044800							2	4228032	4230416	7.587135e-12	6	0.613313	10	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:0_18:1_20:2); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3004G134801	Uncharacterized protein	""	""	""	""	""	4	25696224	25706272	7.769472e-12	1	0.959269	9	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3004G134900	Uncharacterized protein	""	""	""	""	""	4	25798505	25813769	7.769472e-12	2	0.959219	11	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2); TG(18:1_20:1_22:1); TG(18:2_22:0_22:3)
SORBI_3008G090200	Uncharacterized protein	""	""	""	""	""	8	34403627	34405325	9.794962e-12	1	0.942654	8	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3007G110400	Uncharacterized protein	""	""	""	""	""	7	40023121	40024668	1.182775e-11	2	0.957095	8	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3007G110500	Uncharacterized protein	60S RIBOSOMAL PROTEIN L44 (PTHR10369:SF47)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	cytoplasmic translation(GO:0002181);translation(GO:0006412)	ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625);ribonucleoprotein complex(GO:1990904)	7	40048100	40050362	1.182775e-11	2	0.901808	8	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3007G110700	Protein kinase domain-containing protein	SERINE_THREONINE-PROTEIN KINASE PRP4 HOMOLOG (PTHR24058:SF103)	protein modifying enzyme(PC00260)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	""	""	7	40118882	40125890	1.182775e-11	2	0.957095	8	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3007G099400							7	22819013	22820415	1.438554e-11	1	0.884299	2	TG(18:1_20:1_22:1); TG(18:2_22:0_22:3)
SORBI_3007G099500							7	23108126	23110098	1.438554e-11	1	0.871412	2	TG(18:1_20:1_22:1); TG(18:2_22:0_22:3)
SORBI_3008G103132	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	cytoplasm(GO:0005737)	8	48942938	48944749	1.502745e-11	53	0.811447	2	gibberellic acid; PC(14:0_14:0)
SORBI_3008G103500	Uncharacterized protein	MADS-BOX TRANSCRIPTION FACTOR 20 (PTHR11945:SF760)	MADS box transcription factor(PC00250)	RNA polymerase II transcription regulatory region sequence-specific DNA binding(GO:0000977);RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of transcription by RNA polymerase II(GO:0045944)	nucleus(GO:0005634)	8	48987997	48990296	1.502745e-11	57	0.900455	1	PC(14:0_14:0)
SORBI_3008G103800	Uncharacterized protein	DBJ|BAA96220.1 (PTHR36080:SF1)	""	""	""	""	8	49061532	49064123	1.502745e-11	53	0.470006	1	PC(14:0_14:0)
SORBI_3008G103900	RRM domain-containing protein	GLYCINE-RICH RNA-BINDING PROTEIN 3, MITOCHONDRIAL (PTHR48027:SF9)	""	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)	""	cytoplasm(GO:0005737)	8	49064316	49067582	1.502745e-11	57	1	1	PC(14:0_14:0)
SORBI_3008G104601							8	49156264	49174717	1.502745e-11	57	1	1	PC(14:0_14:0)
SORBI_3006G040201	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	cytoplasm(GO:0005737)	6	19847940	19849865	1.570776e-11	1	0.931069	8	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3007G101500							7	25707028	25712978	1.588241e-11	1	0.84658	9	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3007G101600	Uncharacterized protein	""	""	""	""	""	7	25992700	26003422	1.588241e-11	1	0.618505	9	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3005G114600							5	43831327	43832969	1.682213e-11	1	0.960702	9	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
SORBI_3005G114800							5	44114479	44135153	1.682213e-11	1	0.967674	9	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:1); TG(16:0_18:1_18:2); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(16:1_18:1_18:1); TG(18:0_18:2_18:2)
