Condition	GeneID	Gene_Chr	Gene_Start	Gene_End	N_Traits	N_Traits_indiv	N_Traits_sumrat	N_sig_SNPs	Best_P	Max_r2	Traits
CTL	SORBI_3007G070700	7	7835992	7839290	10	10	0	28	4.30794e-13	0.736214	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G070900	7	7861480	7864348	10	10	0	28	4.30794e-13	0.736214	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G071000	7	7871028	7874296	10	10	0	28	4.30794e-13	0.736214	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G071200	7	7882997	7889445	10	10	0	28	4.30794e-13	0.603923	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G071300	7	7892356	7896836	10	10	0	28	4.30794e-13	0.534647	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G071400	7	7898300	7912298	10	10	0	28	4.30794e-13	1	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G071500	7	7914921	7916732	10	10	0	28	4.30794e-13	0.586622	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G071600	7	7941116	7943460	10	10	0	28	4.30794e-13	0.5691	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G071700	7	7943612	7945200	10	10	0	28	4.30794e-13	0.545225	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3007G071800	7	7946843	7949108	10	10	0	28	4.30794e-13	0.486238	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3005G152200	5	62304454	62308981	10	10	0	30	9.674947e-13	0.414155	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3005G152250	5	62317209	62318593	10	10	0	20	2.471614e-12	0.474478	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3009G111000	9	44638293	44647142	10	10	0	10	3.69734e-12	0.705511	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3009G111200	9	44785084	44786853	10	10	0	10	3.69734e-12	0.437325	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3009G111400	9	44791313	44800404	10	10	0	10	3.69734e-12	0.439746	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G039800	6	19123733	19165312	10	10	0	10	4.630195e-12	0.97538	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3006G039900	6	19154036	19155151	10	10	0	10	4.630195e-12	0.972391	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3006G040000	6	19231953	19236362	10	10	0	10	4.630195e-12	0.966481	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3006G040101	6	19310258	19314726	10	10	0	10	4.630195e-12	0.930348	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3001G254300	1	28472869	28475678	10	9	1	13	5.712934e-12	0.878997	Sum_AEG_over_PS_log10ratio | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G254400	1	28476069	28479416	10	9	1	13	5.712934e-12	0.870896	Sum_AEG_over_PS_log10ratio | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G039500	2	3850982	3852279	10	10	0	35	7.587135e-12	0.557289	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G039600	2	3853100	3856222	10	10	0	35	7.587135e-12	0.557289	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G039700	2	3857146	3859446	10	10	0	35	7.587135e-12	0.55714	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G039800	2	3856811	3874448	10	10	0	35	7.587135e-12	0.557215	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G039900	2	3877146	3881102	10	10	0	35	7.587135e-12	0.553921	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G041100	2	3955784	3960460	10	10	0	35	7.587135e-12	0.924251	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G041150	2	3962607	3967098	10	10	0	35	7.587135e-12	0.934544	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G041200	2	3970369	3975815	10	10	0	35	7.587135e-12	1	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G041366	2	3981692	3983533	10	10	0	35	7.587135e-12	1	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G041400	2	3982568	3988803	10	10	0	35	7.587135e-12	1	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G041533	2	3989032	3991027	10	10	0	35	7.587135e-12	0.971342	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G041666	2	3994087	3999160	10	10	0	35	7.587135e-12	0.830362	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G041800	2	4000333	4002838	10	10	0	35	7.587135e-12	0.758622	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G041900	2	4004226	4007688	10	10	0	35	7.587135e-12	0.758189	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G042000	2	4013936	4015739	10	10	0	35	7.587135e-12	0.473575	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G042300	2	4036817	4039168	10	10	0	35	7.587135e-12	0.646002	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G042400	2	4039751	4046140	10	10	0	35	7.587135e-12	0.62727	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G042500	2	4051400	4065460	10	10	0	35	7.587135e-12	0.683589	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G042600	2	4066083	4081970	10	10	0	35	7.587135e-12	0.683589	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G042800	2	4084977	4087738	10	10	0	35	7.587135e-12	0.668475	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G043000	2	4097276	4102428	10	10	0	35	7.587135e-12	0.668475	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G043100	2	4102704	4114852	10	10	0	35	7.587135e-12	0.681058	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G043201	2	4116321	4117545	10	10	0	35	7.587135e-12	0.645928	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G043300	2	4118297	4122803	10	10	0	35	7.587135e-12	0.635005	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G043500	2	4129557	4136918	10	10	0	35	7.587135e-12	0.646002	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G043700	2	4147149	4150406	10	10	0	35	7.587135e-12	0.567122	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G043800	2	4156161	4163557	10	10	0	34	7.587135e-12	0.448752	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G044000	2	4174779	4178089	10	10	0	35	7.587135e-12	0.735475	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G044100	2	4192934	4193775	10	10	0	35	7.587135e-12	0.717286	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G044200	2	4200043	4201969	10	10	0	35	7.587135e-12	0.710335	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G044700	2	4224615	4227704	10	10	0	34	7.587135e-12	0.644252	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G044800	2	4228032	4230416	10	10	0	34	7.587135e-12	0.651019	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3002G150766	2	43927821	43945329	10	10	0	10	1.918745e-11	0.941206	gibberellic acid | TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G112900	7	43903336	43908814	10	10	0	18	4.068937e-11	0.94986	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G113101	7	43908063	43912211	10	10	0	18	4.068937e-11	0.930777	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3007G113200	7	44197721	44199332	10	10	0	18	4.068937e-11	0.94983	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G222800	1	21307601	21310622	10	10	0	65	7.079967e-11	0.534923	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3001G222900	1	21314169	21320655	10	10	0	75	7.079967e-11	0.637211	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3001G223100	1	21333976	21340355	10	10	0	75	7.079967e-11	0.789685	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3001G223200	1	21379629	21384632	10	10	0	75	7.079967e-11	0.936153	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3001G223300	1	21408273	21411050	10	10	0	75	7.079967e-11	1	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3001G223550	1	21438987	21452469	10	10	0	75	7.079967e-11	0.81956	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3001G224000	1	21454934	21459254	10	10	0	75	7.079967e-11	0.797269	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2) | TG(18:1_18:2_18:2)
CTL	SORBI_3006G049600	6	35879991	35916918	9	9	0	33	1.18068e-14	0.977354	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3006G049633	6	35903080	35904540	9	9	0	33	1.18068e-14	0.963581	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_18:2) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
CTL	SORBI_3001G354800	1	64479317	64480755	9	9	0	12	1.182781e-12	0.591678	TG(16:0_16:0_18:1) | TG(16:0_16:0_20:1) | TG(16:0_18:0_18:2) | TG(16:0_18:1_18:1) | TG(16:0_18:1_20:0) | TG(16:0_18:1_20:1) | TG(16:0_18:1_20:2) | TG(16:1_18:1_18:1) | TG(18:0_18:2_18:2)
