Condition	GeneID	Gene_Chr	Gene_Start	Gene_End	N_Traits	N_Traits_indiv	N_Traits_sumrat	N_sig_SNPs	Best_P	Max_r2	Traits
LIN	SORBI_3007G179750	7	61276500	61279595	3	3	0	9	1.545149e-10	0.780753	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | FA(22:1) | PC(18:2_20:4)
LIN	SORBI_3007G180200	7	61366688	61370740	3	3	0	9	1.545149e-10	0.575671	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | FA(22:1) | PC(18:2_20:4)
LIN	SORBI_3007G180300	7	61379333	61382309	3	3	0	6	1.545149e-10	0.527257	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | FA(22:1) | PC(18:2_20:4)
LIN	SORBI_3007G180450	7	61388082	61395947	3	3	0	9	1.545149e-10	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | FA(22:1) | PC(18:2_20:4)
LIN	SORBI_3007G180800	7	61408119	61409141	3	3	0	9	1.545149e-10	0.973263	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | FA(22:1) | PC(18:2_20:4)
LIN	SORBI_3007G182700	7	61589121	61589665	3	3	0	6	1.545149e-10	0.450309	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | FA(22:1) | PC(18:2_20:4)
LIN	SORBI_3007G183050	7	61608735	61609526	3	3	0	7	1.545149e-10	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | FA(22:1) | PC(18:2_20:4)
LIN	SORBI_3010G157600	10	46335156	46336822	3	3	0	31	1.749323e-10	0.986279	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:3_18:3)
LIN	SORBI_3010G157700	10	46338172	46343274	3	3	0	32	1.749323e-10	0.987065	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:3_18:3)
LIN	SORBI_3010G157900	10	46345791	46368042	3	3	0	33	1.749323e-10	1	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:3_18:3)
LIN	SORBI_3010G158000	10	46405081	46408335	3	3	0	32	1.749323e-10	0.987067	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:3_18:3)
LIN	SORBI_3010G158050	10	46459977	46462013	3	3	0	32	1.749323e-10	0.986279	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:3_18:3)
LIN	SORBI_3010G158400	10	46573122	46573947	3	3	0	33	1.749323e-10	0.986279	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:3_18:3)
LIN	SORBI_3010G158832	10	46676010	46681744	3	3	0	21	1.749323e-10	0.987067	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:3_18:3)
LIN	SORBI_3010G053600	10	4198395	4208341	3	3	0	5	2.124234e-10	0.554782	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3010G055000	10	4300957	4305771	3	3	0	5	2.124234e-10	0.607376	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3001G051300	1	3784895	3788443	3	3	0	3	2.247239e-10	0.824548	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3001G052100	1	3841427	3850110	3	3	0	3	2.247239e-10	0.462415	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3001G052350	1	3864953	3865544	3	3	0	3	2.247239e-10	0.618681	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3001G052400	1	3866839	3875312	3	3	0	3	2.247239e-10	0.680517	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3001G052500	1	3876702	3879327	3	3	0	3	2.247239e-10	0.73374	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3001G052600	1	3880115	3884364	3	3	0	3	2.247239e-10	0.682178	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3001G052700	1	3883629	3894545	3	3	0	3	2.247239e-10	0.682178	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3001G052800	1	3897913	3905715	3	3	0	3	2.247239e-10	0.682178	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3001G053500	1	3975071	3976997	3	3	0	3	2.247239e-10	0.532676	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3007G207600	7	63695448	63700004	3	3	0	16	2.287253e-10	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3004G181600	4	53444527	53450508	3	3	0	11	2.367795e-10	0.496056	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | PC(18:2_20:4) | TG(14:0_18:3_18:3)
LIN	SORBI_3004G181700	4	53455437	53460608	3	3	0	11	2.367795e-10	0.486329	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | PC(18:2_20:4) | TG(14:0_18:3_18:3)
LIN	SORBI_3001G105200	1	8052239	8060176	3	3	0	7	2.457121e-10	0.899091	FA(22:1) | TG(14:0_18:2_18:3) | TG(14:0_18:3_18:3)
LIN	SORBI_3001G105300	1	8060206	8063114	3	3	0	7	2.457121e-10	0.899091	FA(22:1) | TG(14:0_18:2_18:3) | TG(14:0_18:3_18:3)
LIN	SORBI_3001G105400	1	8063175	8066759	3	3	0	7	2.457121e-10	0.899091	FA(22:1) | TG(14:0_18:2_18:3) | TG(14:0_18:3_18:3)
LIN	SORBI_3001G105500	1	8068264	8072406	3	3	0	7	2.457121e-10	0.899091	FA(22:1) | TG(14:0_18:2_18:3) | TG(14:0_18:3_18:3)
LIN	SORBI_3001G105600	1	8077877	8079840	3	3	0	7	2.457121e-10	0.899091	FA(22:1) | TG(14:0_18:2_18:3) | TG(14:0_18:3_18:3)
LIN	SORBI_3001G105700	1	8082652	8095448	3	3	0	7	2.457121e-10	0.899091	FA(22:1) | TG(14:0_18:2_18:3) | TG(14:0_18:3_18:3)
LIN	SORBI_3010G132100	10	18274379	18282651	3	3	0	6	2.957355e-10	0.753835	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:2_18:3)
LIN	SORBI_3010G132300	10	18282411	18289318	3	3	0	6	2.957355e-10	0.692959	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:2_18:3)
LIN	SORBI_3010G132400	10	18287069	18292770	3	3	0	6	2.957355e-10	0.745609	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:2_18:3)
LIN	SORBI_3010G132550	10	18305577	18306198	3	3	0	7	2.957355e-10	0.64268	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:2_18:3)
LIN	SORBI_3010G132600	10	18308320	18314385	3	3	0	7	2.957355e-10	0.816209	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:2_18:3)
LIN	SORBI_3010G132800	10	18442896	18445005	3	3	0	7	2.957355e-10	0.872198	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:2_18:3)
LIN	SORBI_3010G132900	10	18475436	18479434	3	3	0	6	2.957355e-10	0.835089	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:2_18:3)
LIN	SORBI_3008G022200	8	1955862	1960443	3	3	0	9	3.180182e-10	0.630998	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3008G022300	8	1964913	1968812	3	3	0	9	3.180182e-10	0.763982	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3008G022400	8	1969690	1974271	3	3	0	7	3.180182e-10	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3008G022500	8	1978464	1983728	3	3	0	9	3.180182e-10	0.85778	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3008G022701	8	1991064	1996668	3	3	0	9	3.180182e-10	0.734905	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3008G023200	8	2031058	2032227	3	3	0	8	3.180182e-10	0.485006	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3003G372750	3	68799147	68802939	3	3	0	48	4.786142e-10	0.980556	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G372800	3	68803366	68811820	3	3	0	48	4.786142e-10	1	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G372850	3	68815390	68816442	3	3	0	48	4.786142e-10	1	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G373000	3	68836127	68838298	3	3	0	38	4.786142e-10	0.746509	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G373100	3	68853929	68856936	3	3	0	44	4.786142e-10	0.779956	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G373500	3	68872133	68881488	3	3	0	48	4.786142e-10	0.635789	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G373600	3	68885087	68890541	3	3	0	48	4.786142e-10	0.660503	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G373900	3	68906325	68909732	3	3	0	48	4.786142e-10	0.710073	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G374000	3	68910631	68914937	3	3	0	48	4.786142e-10	0.670673	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G374100	3	68920063	68930580	3	3	0	48	4.786142e-10	0.658516	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G374200	3	68939289	68941723	3	3	0	48	4.786142e-10	0.631527	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G374500	3	68953573	68957450	3	3	0	48	4.786142e-10	0.589693	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G374600	3	68959944	68962065	3	3	0	48	4.786142e-10	0.587679	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G374700	3	68967434	68971538	3	3	0	47	4.786142e-10	0.567509	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G374850	3	68973411	68977795	3	3	0	46	4.786142e-10	0.539678	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G375000	3	68988981	68994567	3	3	0	47	4.786142e-10	0.567509	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G375200	3	68999883	69007574	3	3	0	47	4.786142e-10	0.570444	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G375300	3	69008000	69010834	3	3	0	47	4.786142e-10	0.809649	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G375400	3	69012217	69013242	3	3	0	48	4.786142e-10	0.804615	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G375500	3	69015375	69018970	3	3	0	47	4.786142e-10	0.821199	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G375800	3	69041682	69047570	3	3	0	37	4.786142e-10	1	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G375900	3	69047106	69049331	3	3	0	35	4.786142e-10	1	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3004G223600	4	57429203	57450479	3	3	0	21	4.880199e-10	0.597276	TG(12:0_16:0_16:0) | TG(14:0_14:0_18:0) | TG(14:0_16:0_18:1)
LIN	SORBI_3004G225900	4	57603287	57605024	3	3	0	21	4.880199e-10	1	TG(12:0_16:0_16:0) | TG(14:0_14:0_18:0) | TG(14:0_16:0_18:1)
LIN	SORBI_3001G311601	1	59842901	59843842	3	3	0	4	5.251615e-10	0.95268	DG(18:0_18:2_0:0) | PC(14:0_18:2) | PE(18:0_18:3)
LIN	SORBI_3001G311866	1	59866325	59869067	3	3	0	8	5.251615e-10	1	DG(18:0_18:2_0:0) | PC(14:0_18:0) | PE(18:0_18:3)
LIN	SORBI_3001G312300	1	59892663	59893187	3	3	0	8	5.251615e-10	0.867196	DG(18:0_18:2_0:0) | PC(14:0_18:0) | PE(18:0_18:3)
LIN	SORBI_3001G312500	1	59934525	59937882	3	3	0	8	5.251615e-10	0.78744	DG(18:0_18:2_0:0) | PC(14:0_18:0) | PE(18:0_18:3)
LIN	SORBI_3007G041100	7	4052618	4054997	3	3	0	3	7.231734e-10	0.506045	AEG(o-15:2_15:0) | PC(18:2_20:4) | TG(12:0_18:2_18:3)
LIN	SORBI_3007G041400	7	4065480	4069235	3	3	0	3	7.231734e-10	0.521225	AEG(o-15:2_15:0) | PC(18:2_20:4) | TG(12:0_18:2_18:3)
LIN	SORBI_3007G041500	7	4070727	4076626	3	3	0	3	7.231734e-10	0.638753	AEG(o-15:2_15:0) | PC(18:2_20:4) | TG(12:0_18:2_18:3)
LIN	SORBI_3007G041800	7	4100478	4118872	3	3	0	3	7.231734e-10	0.736446	AEG(o-15:2_15:0) | PC(18:2_20:4) | TG(12:0_18:2_18:3)
LIN	SORBI_3007G041900	7	4122813	4133209	3	3	0	3	7.231734e-10	1	AEG(o-15:2_15:0) | PC(18:2_20:4) | TG(12:0_18:2_18:3)
LIN	SORBI_3007G042100	7	4159491	4167168	3	3	0	3	7.231734e-10	0.610153	AEG(o-15:2_15:0) | PC(18:2_20:4) | TG(12:0_18:2_18:3)
LIN	SORBI_3007G042200	7	4193375	4200013	3	3	0	3	7.231734e-10	1	AEG(o-15:2_15:0) | PC(18:2_20:4) | TG(12:0_18:2_18:3)
LIN	SORBI_3007G042300	7	4200312	4204833	3	3	0	3	7.231734e-10	0.459019	AEG(o-15:2_15:0) | PC(18:2_20:4) | TG(12:0_18:2_18:3)
LIN	SORBI_3005G175400	5	65714988	65717414	3	2	1	5	7.264536e-10	0.517536	FA | FA(22:1) | TG(18:2_20:2_22:2)
LIN	SORBI_3005G175500	5	65725533	65735498	3	2	1	6	7.264536e-10	0.468749	FA | FA(22:1) | TG(18:2_20:2_22:2)
LIN	SORBI_3007G017800	7	1532201	1536645	3	3	0	3	7.33554e-10	0.843245	TG(18:0_18:2_20:1) | TG(18:1_18:2_18:3) | TG(18:2_18:3_20:1)
LIN	SORBI_3007G205400	7	63582297	63583275	3	3	0	15	8.137203e-10	1	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3007G207200	7	63675014	63683179	3	3	0	15	8.137203e-10	0.643781	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3007G207400	7	63684207	63688601	3	3	0	15	8.137203e-10	0.676804	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3007G207500	7	63690628	63693422	3	3	0	15	8.137203e-10	0.734375	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | 13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE
LIN	SORBI_3009G043800	9	4148531	4151725	3	3	0	4	9.73728e-10	0.941927	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | PC(18:2_20:4) | TG(14:0_18:3_18:3)
LIN	SORBI_3002G112300	2	13679739	13683121	3	3	0	12	1.030512e-09	0.728806	9,12,13,TriHODE | Hydroperoxy fatty acid (18:3) | Oxo fatty acid (18:3)
LIN	SORBI_3002G112400	2	13697244	13702882	3	3	0	12	1.030512e-09	0.978021	9,12,13,TriHODE | Hydroperoxy fatty acid (18:3) | Oxo fatty acid (18:3)
LIN	SORBI_3002G112600	2	13721445	13728535	3	3	0	12	1.030512e-09	1	9,12,13,TriHODE | Hydroperoxy fatty acid (18:3) | Oxo fatty acid (18:3)
LIN	SORBI_3002G112700	2	13731364	13743655	3	3	0	3	1.030512e-09	0.400503	9,12,13,TriHODE | Hydroperoxy fatty acid (18:3) | Oxo fatty acid (18:3)
LIN	SORBI_3002G112850	2	13745792	13748632	3	3	0	3	1.030512e-09	0.407283	9,12,13,TriHODE | Hydroperoxy fatty acid (18:3) | Oxo fatty acid (18:3)
LIN	SORBI_3001G040500	1	3016610	3019552	3	3	0	9	1.127564e-09	0.699803	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G040900	1	3050241	3051916	3	3	0	9	1.127564e-09	0.436532	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G041200	1	3057449	3061041	3	3	0	9	1.127564e-09	0.470769	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G041600	1	3096385	3098752	3	3	0	3	1.127564e-09	0.407202	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G041700	1	3099655	3112212	3	3	0	9	1.127564e-09	0.773626	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G041800	1	3112405	3122688	3	3	0	9	1.127564e-09	0.773626	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G041900	1	3125810	3130080	3	3	0	9	1.127564e-09	0.776994	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G042200	1	3142618	3149897	3	3	0	9	1.127564e-09	0.972083	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G042400	1	3154094	3156834	3	3	0	9	1.127564e-09	0.786258	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G042600	1	3167016	3171713	3	3	0	9	1.127564e-09	1	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G042700	1	3173786	3177467	3	3	0	9	1.127564e-09	0.93202	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G042800	1	3184902	3189132	3	3	0	9	1.127564e-09	0.738476	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G042901	1	3217954	3219890	3	3	0	9	1.127564e-09	0.738389	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G044800	1	3325484	3330705	3	3	0	9	1.127564e-09	0.470044	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G045300	1	3358932	3362079	3	3	0	9	1.127564e-09	0.523868	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3001G045400	1	3361277	3363103	3	3	0	3	1.127564e-09	0.447308	TG(16:1_20:1_20:2) | TG(18:1_18:2_22:0) | TG(18:2_18:3_20:3)
LIN	SORBI_3003G372700	3	68789829	68796360	3	3	0	26	1.241274e-09	1	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3003G323700	3	65033542	65037360	3	2	1	3	1.451885e-09	1	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | Sum_LPC_over_PG_log10ratio
LIN	SORBI_3003G323750	3	65042697	65045180	3	2	1	3	1.451885e-09	0.460586	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | Sum_LPC_over_PG_log10ratio
LIN	SORBI_3003G324000	3	65054869	65057062	3	2	1	3	1.451885e-09	0.576782	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | Sum_LPC_over_PG_log10ratio
LIN	SORBI_3003G324200	3	65064464	65067991	3	2	1	3	1.451885e-09	0.57859	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | Sum_LPC_over_PG_log10ratio
LIN	SORBI_3008G015800	8	1301968	1316711	3	3	0	5	1.605798e-09	0.667183	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | TG(18:2_20:3_22:0)
LIN	SORBI_3008G016250	8	1349600	1355134	3	3	0	5	1.605798e-09	0.614314	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | TG(18:2_20:3_22:0)
LIN	SORBI_3010G159000	10	46692493	46714868	3	3	0	10	1.668962e-09	1	PC(18:2_20:4) | SQDG(16:0_18:1) | TG(14:0_18:3_18:3)
LIN	SORBI_3001G435400	1	71379214	71386213	3	3	0	6	1.963891e-09	0.715635	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | AEG(o-15:2_15:0) | PC(18:2_20:4)
LIN	SORBI_3002G110600	2	13456972	13459714	3	3	0	7	2.110108e-09	0.449238	9,12,13,TriHODE | Hydroperoxy fatty acid (18:3) | Oxo fatty acid (18:3)
LIN	SORBI_3001G250150	1	26990945	26993131	3	3	0	3	2.292256e-09	0.955868	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | PC(18:2_20:4) | TG(14:0_18:3_18:3)
LIN	SORBI_3004G050300	4	4054868	4060114	3	3	0	10	2.336855e-09	0.87711	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3009G119300	9	46851891	46854701	3	3	0	13	2.71554e-09	0.782369	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3009G119400	9	46900354	46903647	3	3	0	13	2.71554e-09	0.855441	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3009G119501	9	46907896	46909912	3	3	0	13	2.71554e-09	0.873942	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3009G119700	9	46991895	47001581	3	3	0	13	2.71554e-09	1	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3009G119800	9	47001582	47005538	3	3	0	13	2.71554e-09	0.982552	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | PC(18:2_20:4)
LIN	SORBI_3008G142301	8	57331682	57338033	3	3	0	6	3.634796e-09	1	.alpha.-Amyrin | .beta.-Amyrin acetate | Lupeol
LIN	SORBI_3001G360500	1	65014912	65016713	3	3	0	3	3.762513e-09	1	13-Keto-9Z,11E-octadecadienoic acid | 13S-HOTrE | Panaxcerol B
LIN	SORBI_3008G081000	8	14279675	14282606	2	2	0	24	4.496153e-33	0.934886	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | TG(18:1_18:2_18:2)
LIN	SORBI_3008G081150	8	14306896	14311314	2	2	0	24	4.496153e-33	0.96821	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | TG(18:1_18:2_18:2)
LIN	SORBI_3008G081200	8	14313689	14316455	2	2	0	24	4.496153e-33	0.945672	11,14,17-Eicosatrienoic acid,(Z,Z,Z)- | TG(18:1_18:2_18:2)
LIN	SORBI_3006G190000	6	54415461	54422688	2	1	1	85	2.240513e-17	0.692529	FA | FA(22:1)
LIN	SORBI_3006G190150	6	54427187	54428308	2	1	1	85	2.240513e-17	0.722704	FA | FA(22:1)
LIN	SORBI_3006G190300	6	54442603	54445226	2	1	1	85	2.240513e-17	0.731729	FA | FA(22:1)
LIN	SORBI_3006G190800	6	54515866	54518451	2	1	1	95	2.240513e-17	0.94037	FA | FA(22:1)
LIN	SORBI_3006G190950	6	54542436	54546965	2	1	1	101	2.240513e-17	1	FA | FA(22:1)
LIN	SORBI_3006G191000	6	54550904	54556449	2	1	1	104	2.240513e-17	1	FA | FA(22:1)
LIN	SORBI_3006G191200	6	54564733	54571518	2	1	1	126	2.240513e-17	1	FA | FA(22:1)
LIN	SORBI_3006G191400	6	54572867	54574215	2	1	1	131	2.240513e-17	0.959227	FA | FA(22:1)
LIN	SORBI_3006G191500	6	54575936	54579428	2	1	1	132	2.240513e-17	1	FA | FA(22:1)
LIN	SORBI_3006G191600	6	54579611	54584054	2	1	1	136	2.240513e-17	1	FA | FA(22:1)
LIN	SORBI_3006G191700	6	54588520	54591502	2	1	1	140	2.240513e-17	1	FA | FA(22:1)
LIN	SORBI_3006G191800	6	54592223	54592847	2	1	1	140	2.240513e-17	1	FA | FA(22:1)
LIN	SORBI_3006G191900	6	54596778	54602763	2	1	1	140	2.240513e-17	1	FA | FA(22:1)
LIN	SORBI_3006G192000	6	54602764	54604098	2	1	1	140	2.240513e-17	1	FA | FA(22:1)
LIN	SORBI_3006G192200	6	54612740	54615938	2	1	1	119	2.240513e-17	0.716798	FA | FA(22:1)
LIN	SORBI_3006G192266	6	54619528	54624676	2	1	1	125	2.240513e-17	0.649289	FA | FA(22:1)
LIN	SORBI_3006G192332	6	54619574	54624871	2	1	1	125	2.240513e-17	0.649289	FA | FA(22:1)
LIN	SORBI_3006G192400	6	54626363	54631210	2	1	1	140	2.240513e-17	1	FA | FA(22:1)
LIN	SORBI_3006G193000	6	54656306	54657776	2	1	1	101	2.240513e-17	0.637215	FA | FA(22:1)
LIN	SORBI_3006G194150	6	54733919	54738342	2	1	1	140	2.240513e-17	1	FA | FA(22:1)
LIN	SORBI_3006G194300	6	54753099	54759119	2	1	1	125	2.240513e-17	0.926112	FA | FA(22:1)
LIN	SORBI_3006G194400	6	54760888	54768413	2	1	1	117	2.240513e-17	0.9201	FA | FA(22:1)
LIN	SORBI_3006G194500	6	54770726	54774534	2	1	1	114	2.240513e-17	0.9201	FA | FA(22:1)
LIN	SORBI_3006G194600	6	54777885	54781107	2	1	1	114	2.240513e-17	1	FA | FA(22:1)
