Condition	Layer	Trait	GeneID	Gene_Chr	Gene_Start	Gene_End	N_sig_SNPs	Best_P	Lead_SNP	Lead_Chr	Lead_BP	Max_r2
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G041666	2	3994087	3999160	3	7.085259e-11	SNP_3988143	2	3988143	0.800911
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G041800	2	4000333	4002838	3	7.085259e-11	SNP_3988143	2	3988143	0.749638
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G041900	2	4004226	4007688	3	7.085259e-11	SNP_3988143	2	3988143	0.749208
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G042000	2	4013936	4015739	3	7.085259e-11	SNP_3988143	2	3988143	0.414882
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G042300	2	4036817	4039168	3	7.085259e-11	SNP_3988143	2	3988143	0.580498
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G042400	2	4039751	4046140	3	7.085259e-11	SNP_3988143	2	3988143	0.570648
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G042500	2	4051400	4065460	3	7.085259e-11	SNP_3988143	2	3988143	0.608108
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G042600	2	4066083	4081970	3	7.085259e-11	SNP_3988143	2	3988143	0.608108
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G042800	2	4084977	4087738	3	7.085259e-11	SNP_3988143	2	3988143	0.600693
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G043000	2	4097276	4102428	3	7.085259e-11	SNP_3988143	2	3988143	0.600693
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G043100	2	4102704	4114852	3	7.085259e-11	SNP_3988143	2	3988143	0.610256
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G043201	2	4116321	4117545	3	7.085259e-11	SNP_3988143	2	3988143	0.580416
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G043300	2	4118297	4122803	3	7.085259e-11	SNP_3988143	2	3988143	0.555097
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G043500	2	4129557	4136918	3	7.085259e-11	SNP_3988143	2	3988143	0.580498
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G043700	2	4147149	4150406	3	7.085259e-11	SNP_3988143	2	3988143	0.509617
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G043800	2	4156161	4163557	3	7.085259e-11	SNP_3988143	2	3988143	0.425126
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G044000	2	4174779	4178089	3	7.085259e-11	SNP_3988143	2	3988143	0.608005
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G044100	2	4192934	4193775	3	7.085259e-11	SNP_3988143	2	3988143	0.576647
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G044200	2	4200043	4201969	3	7.085259e-11	SNP_3988143	2	3988143	0.593827
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G044700	2	4224615	4227704	3	7.085259e-11	SNP_3988143	2	3988143	0.536958
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3002G044800	2	4228032	4230416	3	7.085259e-11	SNP_3988143	2	3988143	0.537536
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G131200	8	55707544	55714682	1	7.155464e-11	SNP_55831934	8	55831934	0.587348
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G131300	8	55716132	55718008	1	7.155464e-11	SNP_55831934	8	55831934	0.522406
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G131400	8	55724538	55727053	1	7.155464e-11	SNP_55831934	8	55831934	0.42887
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G131500	8	55748818	55755548	1	7.155464e-11	SNP_55831934	8	55831934	0.789552
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G131550	8	55770605	55772020	1	7.155464e-11	SNP_55831934	8	55831934	0.78927
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G131601	8	55772437	55777903	1	7.155464e-11	SNP_55831934	8	55831934	0.835298
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G131651	8	55778011	55779979	1	7.155464e-11	SNP_55831934	8	55831934	0.802208
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G131700	8	55795932	55802267	1	7.155464e-11	SNP_55831934	8	55831934	0.807721
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G131800	8	55801939	55815614	1	7.155464e-11	SNP_55831934	8	55831934	0.869713
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G131900	8	55816339	55821120	1	7.155464e-11	SNP_55831934	8	55831934	0.936702
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G132000	8	55839853	55843326	1	7.155464e-11	SNP_55831934	8	55831934	0.885188
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G132200	8	55848764	55854063	1	7.155464e-11	SNP_55831934	8	55831934	0.641393
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G132250	8	55858948	55860843	1	7.155464e-11	SNP_55831934	8	55831934	0.701996
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G132300	8	55898550	55902947	1	7.155464e-11	SNP_55831934	8	55831934	0.623157
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G132400	8	55905226	55906819	1	7.155464e-11	SNP_55831934	8	55831934	0.644279
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G132500	8	55908329	55913278	1	7.155464e-11	SNP_55831934	8	55831934	0.651557
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G132550	8	55913940	55917987	1	7.155464e-11	SNP_55831934	8	55831934	0.615576
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G132600	8	55920712	55928484	1	7.155464e-11	SNP_55831934	8	55831934	0.658875
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G132700	8	55932919	55936935	1	7.155464e-11	SNP_55831934	8	55831934	0.67161
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G132800	8	55943024	55947315	1	7.155464e-11	SNP_55831934	8	55831934	0.687894
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G132900	8	55948254	55956733	1	7.155464e-11	SNP_55831934	8	55831934	0.647951
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G133100	8	55967541	55971627	1	7.155464e-11	SNP_55831934	8	55831934	0.514183
CTL	individual_lipids_final	TG(16:0_18:1_20:2)	SORBI_3008G133200	8	55987061	55988758	1	7.155464e-11	SNP_55831934	8	55831934	0.400905
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G039800	6	19123733	19165312	1	7.237422e-11	SNP_19328998	6	19328998	0.97538
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G039900	6	19154036	19155151	1	7.237422e-11	SNP_19328998	6	19328998	0.972391
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G040000	6	19231953	19236362	1	7.237422e-11	SNP_19328998	6	19328998	0.966481
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G040101	6	19310258	19314726	1	7.237422e-11	SNP_19328998	6	19328998	0.930348
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3005G115000	5	45081003	45094666	1	7.294088e-11	SNP_45059303	5	45059303	0.966888
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3004G134801	4	25696224	25706272	1	7.309726e-11	SNP_25682608	4	25682608	0.952122
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3004G134900	4	25798505	25813769	1	7.309726e-11	SNP_25682608	4	25682608	0.95206
CTL	individual_lipids_final	TG(16:0_16:0_20:1)	SORBI_3005G114600	5	43831327	43832969	1	7.505091e-11	SNP_43919021	5	43919021	0.957706
CTL	individual_lipids_final	TG(16:0_16:0_20:1)	SORBI_3005G114800	5	44114479	44135153	1	7.505091e-11	SNP_43919021	5	43919021	0.965194
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3007G070700	7	7835992	7839290	3	7.617174e-11	SNP_7908077	7	7908077	0.736214
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3007G070900	7	7861480	7864348	3	7.617174e-11	SNP_7908077	7	7908077	0.736214
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3007G071000	7	7871028	7874296	3	7.617174e-11	SNP_7908077	7	7908077	0.736214
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3007G071200	7	7882997	7889445	3	7.617174e-11	SNP_7908077	7	7908077	0.603923
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3007G071300	7	7892356	7896836	3	7.617174e-11	SNP_7908077	7	7908077	0.534647
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3007G071400	7	7898300	7912298	3	7.617174e-11	SNP_7908077	7	7908077	1
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3007G071500	7	7914921	7916732	3	7.617174e-11	SNP_7908077	7	7908077	0.586622
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3007G071600	7	7941116	7943460	3	7.617174e-11	SNP_7908077	7	7908077	0.5691
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3007G071700	7	7943612	7945200	3	7.617174e-11	SNP_7908077	7	7908077	0.545225
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3007G071800	7	7946843	7949108	3	7.617174e-11	SNP_7908077	7	7908077	0.486238
CTL	individual_lipids_final	TG(16:0_16:0_20:1)	SORBI_3007G110333	7	39908106	39908998	1	7.677409e-11	SNP_40155745	7	40155745	0.949833
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3006G049700	6	36626672	36630941	1	7.735055e-11	SNP_36770981	6	36770981	0.934293
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3006G049900	6	36790405	36795881	1	7.735055e-11	SNP_36770981	6	36770981	0.939332
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3006G050000	6	36803025	36807791	1	7.735055e-11	SNP_36770981	6	36770981	0.486311
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3006G050050	6	36893354	36896021	1	7.735055e-11	SNP_36770981	6	36770981	0.932377
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3006G039800	6	19123733	19165312	1	7.747322e-11	SNP_19328998	6	19328998	0.97538
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3006G039900	6	19154036	19155151	1	7.747322e-11	SNP_19328998	6	19328998	0.972391
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3006G040000	6	19231953	19236362	1	7.747322e-11	SNP_19328998	6	19328998	0.966481
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3006G040101	6	19310258	19314726	1	7.747322e-11	SNP_19328998	6	19328998	0.930348
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3002G148100	2	37812109	37835896	1	7.859772e-11	SNP_37881173	2	37881173	0.952564
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3002G148166	2	37822220	37822832	1	7.859772e-11	SNP_37881173	2	37881173	0.917433
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3002G148232	2	37930441	37932373	1	7.859772e-11	SNP_37881173	2	37881173	0.928983
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3007G112900	7	43903336	43908814	2	8.344152e-11	SNP_44032615	7	44032615	0.94986
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3007G113101	7	43908063	43912211	2	8.344152e-11	SNP_44032615	7	44032615	0.930777
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3007G113200	7	44197721	44199332	2	8.344152e-11	SNP_44032615	7	44032615	0.94983
CTL	individual_lipids_final	TG(16:1_18:1_18:1)	SORBI_3006G039800	6	19123733	19165312	1	8.420386e-11	SNP_19328998	6	19328998	0.97538
CTL	individual_lipids_final	TG(16:1_18:1_18:1)	SORBI_3006G039900	6	19154036	19155151	1	8.420386e-11	SNP_19328998	6	19328998	0.972391
CTL	individual_lipids_final	TG(16:1_18:1_18:1)	SORBI_3006G040000	6	19231953	19236362	1	8.420386e-11	SNP_19328998	6	19328998	0.966481
CTL	individual_lipids_final	TG(16:1_18:1_18:1)	SORBI_3006G040101	6	19310258	19314726	1	8.420386e-11	SNP_19328998	6	19328998	0.930348
CTL	individual_lipids_final	TG(16:0_18:1_20:1)	SORBI_3001G206100	1	18813072	18826471	4	8.515283e-11	SNP_18822314	1	18822314	1
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3009G111000	9	44638293	44647142	1	8.609695e-11	SNP_44632601	9	44632601	0.705511
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3009G111200	9	44785084	44786853	1	8.609695e-11	SNP_44632601	9	44632601	0.437325
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3009G111400	9	44791313	44800404	1	8.609695e-11	SNP_44632601	9	44632601	0.439746
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G150766	2	43927821	43945329	1	8.834557e-11	SNP_43769684	2	43769684	0.941206
CTL	individual_lipids_final	TG(18:1_18:2_18:2)	SORBI_3005G148500	5	61659987	61667430	1	8.86216e-11	SNP_61715312	5	61715312	0.521234
CTL	individual_lipids_final	TG(18:1_18:2_18:2)	SORBI_3005G149000	5	61740897	61747039	1	8.86216e-11	SNP_61715312	5	61715312	0.741279
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3001G354800	1	64479317	64480755	1	8.936324e-11	SNP_64712304	1	64712304	0.546825
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3001G355000	1	64496327	64498701	1	8.936324e-11	SNP_64712304	1	64712304	0.546825
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3001G356300	1	64567098	64568300	1	8.936324e-11	SNP_64712304	1	64712304	0.592148
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3001G356500	1	64574729	64580321	1	8.936324e-11	SNP_64712304	1	64712304	0.583331
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3001G356600	1	64587598	64592903	1	8.936324e-11	SNP_64712304	1	64712304	0.480114
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3001G357200	1	64709044	64711235	1	8.936324e-11	SNP_64712304	1	64712304	0.768326
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3001G357300	1	64717133	64721941	1	8.936324e-11	SNP_64712304	1	64712304	0.855971
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3001G357400	1	64722404	64725213	1	8.936324e-11	SNP_64712304	1	64712304	0.855971
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3001G357500	1	64728850	64733201	1	8.936324e-11	SNP_64712304	1	64712304	0.768161
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3001G357650	1	64735979	64737095	1	8.936324e-11	SNP_64712304	1	64712304	0.513601
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3001G357800	1	64756812	64762044	1	8.936324e-11	SNP_64712304	1	64712304	0.529701
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3001G357900	1	64761772	64767463	1	8.936324e-11	SNP_64712304	1	64712304	0.421358
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G070700	7	7835992	7839290	3	8.958447e-11	SNP_7908077	7	7908077	0.736214
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G070900	7	7861480	7864348	3	8.958447e-11	SNP_7908077	7	7908077	0.736214
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G071000	7	7871028	7874296	3	8.958447e-11	SNP_7908077	7	7908077	0.736214
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G071200	7	7882997	7889445	3	8.958447e-11	SNP_7908077	7	7908077	0.603923
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G071300	7	7892356	7896836	3	8.958447e-11	SNP_7908077	7	7908077	0.534647
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G071400	7	7898300	7912298	3	8.958447e-11	SNP_7908077	7	7908077	1
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G071500	7	7914921	7916732	3	8.958447e-11	SNP_7908077	7	7908077	0.586622
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G071600	7	7941116	7943460	3	8.958447e-11	SNP_7908077	7	7908077	0.5691
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G071700	7	7943612	7945200	3	8.958447e-11	SNP_7908077	7	7908077	0.545225
CTL	individual_lipids_final	TG(16:0_18:1_20:0)	SORBI_3007G071800	7	7946843	7949108	3	8.958447e-11	SNP_7908077	7	7908077	0.486238
CTL	individual_lipids_final	TG(12:0_14:0_18:3)	SORBI_3006G248100	6	58758117	58760732	1	8.979582e-11	SNP_58780498	6	58780498	0.429044
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3008G096000	8	45231621	45237932	1	9.008347e-11	SNP_45149867	8	45149867	0.890301
CTL	individual_lipids_final	Oxo fatty acid (18:3)	SORBI_3004G228400	4	57807690	57810439	1	9.454708e-11	SNP_57914557	4	57914557	0.508125
CTL	individual_lipids_final	TG(18:1_20:1_22:1)	SORBI_3007G099400	7	22819013	22820415	1	9.831385e-11	SNP_22894447	7	22894447	0.870624
CTL	individual_lipids_final	TG(18:1_20:1_22:1)	SORBI_3007G099500	7	23108126	23110098	1	9.831385e-11	SNP_22894447	7	22894447	0.855365
CTL	individual_lipids_final	TG(16:1_18:1_18:1)	SORBI_3004G134801	4	25696224	25706272	1	1.003234e-10	SNP_25682608	4	25682608	0.952122
CTL	individual_lipids_final	TG(16:1_18:1_18:1)	SORBI_3004G134900	4	25798505	25813769	1	1.003234e-10	SNP_25682608	4	25682608	0.95206
CTL	individual_lipids_final	TG(16:1_18:1_18:1)	SORBI_3009G095480	9	26730787	26734119	1	1.015809e-10	SNP_26950638	9	26950638	0.725619
CTL	individual_lipids_final	TG(16:1_18:1_18:1)	SORBI_3009G095560	9	26980037	26981918	1	1.015809e-10	SNP_26950638	9	26950638	0.954487
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3008G105500	8	49760626	49764366	1	1.05588e-10	SNP_49914919	8	49914919	0.656359
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3008G105600	8	49771416	49773467	1	1.05588e-10	SNP_49914919	8	49914919	0.835967
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3008G105800	8	49839493	49844969	1	1.05588e-10	SNP_49914919	8	49914919	0.806778
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3008G105850	8	49873777	49874654	1	1.05588e-10	SNP_49914919	8	49914919	0.759645
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3008G105900	8	49873779	49877757	1	1.05588e-10	SNP_49914919	8	49914919	0.759645
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3008G106200	8	49976166	49984597	1	1.05588e-10	SNP_49914919	8	49914919	0.577055
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3008G106301	8	50023248	50024607	1	1.05588e-10	SNP_49914919	8	49914919	0.526925
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3008G106500	8	50133783	50134613	1	1.05588e-10	SNP_49914919	8	49914919	0.510012
CTL	individual_lipids_final	TG(16:0_18:1_18:2)	SORBI_3008G106550	8	50142779	50144253	1	1.05588e-10	SNP_49914919	8	49914919	0.510012
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G048925	6	35635177	35637075	1	1.058215e-10	SNP_35707938	6	35707938	0.590693
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G049000	6	35660502	35661343	1	1.058215e-10	SNP_35707938	6	35707938	0.675126
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G049100	6	35664153	35678118	1	1.058215e-10	SNP_35707938	6	35707938	0.686274
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G049200	6	35678162	35684996	1	1.058215e-10	SNP_35707938	6	35707938	0.670471
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G049300	6	35685438	35689801	1	1.058215e-10	SNP_35707938	6	35707938	0.670747
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3006G049450	6	35705198	35707195	1	1.058215e-10	SNP_35707938	6	35707938	0.66182
CTL	individual_lipids_final	TG(16:0_18:0_18:2)	SORBI_3001G254200	1	28465427	28472547	2	1.064637e-10	SNP_28567320	1	28567320	0.872856
CTL	individual_lipids_final	TG(16:0_18:0_18:2)	SORBI_3001G254300	1	28472869	28475678	1	1.064637e-10	SNP_28567320	1	28567320	0.872856
CTL	individual_lipids_final	TG(16:0_18:0_18:2)	SORBI_3001G254400	1	28476069	28479416	1	1.064637e-10	SNP_28567320	1	28567320	0.865269
CTL	individual_lipids_final	TG(16:0_18:0_18:2)	SORBI_3001G254600	1	28667176	28671871	1	1.064637e-10	SNP_28567320	1	28567320	0.867806
CTL	individual_lipids_final	TG(16:0_18:0_18:2)	SORBI_3001G254700	1	28682631	28683824	1	1.064637e-10	SNP_28567320	1	28567320	0.82269
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G039500	2	3850982	3852279	3	1.109459e-10	SNP_3988143	2	3988143	0.451976
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G039600	2	3853100	3856222	3	1.109459e-10	SNP_3988143	2	3988143	0.451976
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G039700	2	3857146	3859446	3	1.109459e-10	SNP_3988143	2	3988143	0.451805
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G039800	2	3856811	3874448	3	1.109459e-10	SNP_3988143	2	3988143	0.451891
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G039900	2	3877146	3881102	3	1.109459e-10	SNP_3988143	2	3988143	0.402298
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G041100	2	3955784	3960460	3	1.109459e-10	SNP_3988143	2	3988143	0.70006
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G041150	2	3962607	3967098	3	1.109459e-10	SNP_3988143	2	3988143	0.707931
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G041200	2	3970369	3975815	3	1.109459e-10	SNP_3988143	2	3988143	0.775905
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G041366	2	3981692	3983533	3	1.109459e-10	SNP_3988143	2	3988143	0.845607
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G041400	2	3982568	3988803	3	1.109459e-10	SNP_3988143	2	3988143	1
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G041533	2	3989032	3991027	3	1.109459e-10	SNP_3988143	2	3988143	0.862121
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G041666	2	3994087	3999160	3	1.109459e-10	SNP_3988143	2	3988143	0.800911
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G041800	2	4000333	4002838	3	1.109459e-10	SNP_3988143	2	3988143	0.749638
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G041900	2	4004226	4007688	3	1.109459e-10	SNP_3988143	2	3988143	0.749208
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G042000	2	4013936	4015739	3	1.109459e-10	SNP_3988143	2	3988143	0.414882
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G042300	2	4036817	4039168	3	1.109459e-10	SNP_3988143	2	3988143	0.580498
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G042400	2	4039751	4046140	3	1.109459e-10	SNP_3988143	2	3988143	0.570648
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G042500	2	4051400	4065460	3	1.109459e-10	SNP_3988143	2	3988143	0.608108
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G042600	2	4066083	4081970	3	1.109459e-10	SNP_3988143	2	3988143	0.608108
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G042800	2	4084977	4087738	3	1.109459e-10	SNP_3988143	2	3988143	0.600693
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G043000	2	4097276	4102428	3	1.109459e-10	SNP_3988143	2	3988143	0.600693
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G043100	2	4102704	4114852	3	1.109459e-10	SNP_3988143	2	3988143	0.610256
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G043201	2	4116321	4117545	3	1.109459e-10	SNP_3988143	2	3988143	0.580416
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G043300	2	4118297	4122803	3	1.109459e-10	SNP_3988143	2	3988143	0.555097
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G043500	2	4129557	4136918	3	1.109459e-10	SNP_3988143	2	3988143	0.580498
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G043700	2	4147149	4150406	3	1.109459e-10	SNP_3988143	2	3988143	0.509617
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G043800	2	4156161	4163557	3	1.109459e-10	SNP_3988143	2	3988143	0.425126
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G044000	2	4174779	4178089	3	1.109459e-10	SNP_3988143	2	3988143	0.608005
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G044100	2	4192934	4193775	3	1.109459e-10	SNP_3988143	2	3988143	0.576647
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G044200	2	4200043	4201969	3	1.109459e-10	SNP_3988143	2	3988143	0.593827
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G044700	2	4224615	4227704	3	1.109459e-10	SNP_3988143	2	3988143	0.536958
CTL	individual_lipids_final	TG(18:0_18:2_18:2)	SORBI_3002G044800	2	4228032	4230416	3	1.109459e-10	SNP_3988143	2	3988143	0.537536
CTL	individual_lipids_final	TG(16:0_18:1_18:1)	SORBI_3007G110333	7	39908106	39908998	1	1.160679e-10	SNP_40155745	7	40155745	0.949833
CTL	individual_lipids_final	TG(16:0_16:0_18:1)	SORBI_3005G152200	5	62304454	62308981	3	1.166695e-10	SNP_62181069	5	62181069	0.414155
CTL	individual_lipids_final	TG(10:0_10:0_10:0)	SORBI_3001G126000	1	9921516	9923403	1	1.177076e-10	SNP_9926426	1	9926426	0.759675
CTL	individual_lipids_final	TG(10:0_10:0_10:0)	SORBI_3001G126400	1	9941318	9944719	1	1.177076e-10	SNP_9926426	1	9926426	0.622012
