GeneID	GeneName	Flag	Conditions	Ontologies	Classes	Max_recurrence	Best_GWAS_p	Max_r2	Max_fold	Max_intervals	Specific	N_terms	Chr	Start	Family	Terms
SORBI_3003G069950	Protein kinase domain-containing protein	metabolic enzyme	CTL	BP;CC	TG	1	3.624862e-11	0.754546	8.59	18	yes	3	3	5988613	OS01G0152000 PROTEIN (PTHR27008:SF376)	endoplasmic reticulum membrane | plasma membrane | positive regulation of defense response
SORBI_3010G194600	CW-type domain-containing protein	repeat-associated domain	CTL	BP;CC;MF	TG	1	1.931837e-10	0.719049	8.59	50	yes	3	10	53712704	OS06G0622000 PROTEIN (PTHR23336:SF11)	nucleus | positive regulation of defense response | zinc ion binding
SORBI_3010G143600	Morc S5 domain-containing protein	repeat-associated domain	CTL;LIN	BP;CC	SQDG;TG	2	2.276651e-10	0.976134	8.59	50	yes	2	10	38101564	PROTEIN MICRORCHIDIA 6 (PTHR23336:SF65)	nucleus | positive regulation of defense response
SORBI_3001G210000	CDT1 Geminin-binding domain-containing protein	repeat-associated domain	LIN	BP;CC;MF	PC	1	3.503579e-13	0.869311	8.29	86	yes	3	1	19254795	EXPRESSED PROTEIN (PTHR28637:SF13)	DNA binding | DNA replication checkpoint signaling | nucleus
SORBI_3009G251500	Structural maintenance of chromosomes protein	""	LIN	BP;CC;MF	PC	1	1.131779e-10	0.592385	8.29	86	yes	4	9	58648461	STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 3 (PTHR43977:SF1)	ATP binding | ATP hydrolysis activity | chromosome organization | nucleus
SORBI_3009G237400	Timeless N-terminal domain-containing protein	repeat-associated domain	CTL;LIN	BP;CC;MF	PC;TG	1	6.965395e-10	0.461149	8.29	86	yes	3	9	57565192	PROTEIN TIMELESS HOMOLOG (PTHR22940:SF4)	DNA binding | DNA replication checkpoint signaling | nucleus
SORBI_3009G184200	Structural maintenance of chromosomes protein	""	LIN	BP;CC;MF	PC	1	2.194588e-09	0.59667	8.29	86	yes	4	9	53732001	STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN (PTHR18937:SF172)	ATP binding | ATP hydrolysis activity | chromosome organization | nucleus
SORBI_3003G103701	non-specific serine_threonine protein kinase	metabolic enzyme	LIN	BP;CC	PC	1	2.916859e-09	0.421377	8.29	86	yes	2	3	9247205	SERINE-PROTEIN KINASE ATM (PTHR11139:SF72)	chromosome organization involved in meiotic cell cycle | nucleus
SORBI_3010G171000	Phospholipid-transporting ATPase	LIPID enzyme/transport	LIN	BP;CC;MF	TG	2	3.125913e-12	0.577074	8.26	71	yes	6	10	50259168	PHOSPHOLIPID-TRANSPORTING ATPASE (PTHR24092:SF150)	ATP binding | ATP hydrolysis activity | membrane | nucleotide binding | phospholipid translocation | phospholipid transport
SORBI_3001G251200	Phospholipid-transporting ATPase	LIPID enzyme/transport	LIN	BP;CC;MF	TG	1	9.698677e-12	0.472619	8.26	71	yes	6	1	27132607	PHOSPHOLIPID-TRANSPORTING ATPASE DNF1-RELATED (PTHR24092:SF180)	ATP binding | ATP hydrolysis activity | membrane | nucleotide binding | phospholipid translocation | phospholipid transport
SORBI_3002G114900	Importin N-terminal domain-containing protein	transport	LIN	BP;CC	TG	6	2.595338e-11	0.892353	8.26	33	yes	3	2	14069793	IMPORTIN N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR11223:SF9)	cytoplasm | ribosomal large subunit export from nucleus | ribosomal small subunit export from nucleus
SORBI_3003G366850	Uncharacterized protein	transport	CTL;LIN	BP;CC	PA;TG	1	1.103826e-09	1	8.26	33	yes	3	3	68293375	EXPRESSED PROTEIN (PTHR11223:SF7)	cytoplasm | ribosomal large subunit export from nucleus | ribosomal small subunit export from nucleus
SORBI_3009G040500	Ribosome biogenesis protein NOP53	""	LIN	BP	TG	2	2.174566e-09	0.422642	8.26	2	yes	1	9	3891245	RIBOSOME BIOGENESIS PROTEIN NOP53 (PTHR14211:SF7)	ribosomal large subunit assembly
SORBI_3006G044600	Eukaryotic translation initiation factor 3 subunit H	""	CTL	BP;CC;MF	TG	11	9.34374e-14	0.963195	8.18	49	yes	8	6	31236917	EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT H (PTHR10410:SF3)	cytoplasm | cytoplasmic translational initiation | eukaryotic 43S preinitiation complex | eukaryotic 48S preinitiation complex | eukaryotic translation initiation factor 3 complex | formation of cytoplasmic translation initiation complex | translation initiation factor activity | translational initiation
SORBI_3002G044000	Eukaryotic translation initiation factor 3 subunit I	""	CTL	BP;CC;MF	TG	10	7.587135e-12	0.735475	8.18	7	yes	6	2	4174779	EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT I (PTHR19877:SF1)	cytoplasmic translational initiation | eukaryotic 43S preinitiation complex | eukaryotic 48S preinitiation complex | eukaryotic translation initiation factor 3 complex | formation of cytoplasmic translation initiation complex | translation initiation factor activity
SORBI_3008G095500	W2 domain-containing protein	repeat-associated domain	CTL	BP;CC;MF	PC;TG	9	1.847673e-11	0.978194	8.18	19	yes	4	8	45165490	W2 DOMAIN-CONTAINING PROTEIN (PTHR23001:SF50)	cytosol | formation of cytoplasmic translation initiation complex | translation initiation factor activity | translational initiation
SORBI_3009G234400	Eukaryotic translation initiation factor 3 subunit D	""	CTL	BP;CC;MF	TG	1	1.01332e-09	0.406699	8.18	49	yes	8	9	57380742	EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT D (PTHR12399:SF3)	cytoplasm | cytoplasmic translational initiation | eukaryotic 43S preinitiation complex | eukaryotic 48S preinitiation complex | eukaryotic translation initiation factor 3 complex | formation of cytoplasmic translation initiation complex | translation initiation factor activity | translational initiation
SORBI_3005G105500	ER membrane protein complex subunit 10	""	LIN	CC	DG;MG;MGDG	4	3.977857e-11	0.982245	8.12	3	yes	1	5	19497437	ER MEMBRANE PROTEIN COMPLEX SUBUNIT 10 (PTHR21397:SF4)	endoplasmic reticulum membrane
SORBI_3005G145100	Phospholipase A2	LIPID enzyme/transport	CTL	BP;CC	TG	4	3.098264e-10	0.84057	8.05	12	yes	2	5	61030785	OS11G0546600 PROTEIN (PTHR11716:SF52)	extracellular region | phospholipid metabolic process
SORBI_3002G091200	Pectinesterase inhibitor domain-containing protein	repeat-associated domain	CTL	MF	TG	1	4.402201e-10	0.679297	8.05	4	yes	2	2	9520497	OS07G0247000 PROTEIN (PTHR31080:SF21)	enzyme inhibitor activity | pectinesterase inhibitor activity
SORBI_3002G091300	Pectinesterase inhibitor domain-containing protein	repeat-associated domain	CTL	MF	TG	1	4.402201e-10	0.701261	8.05	4	yes	2	2	9525195	PECTINESTERASE INHIBITOR DOMAIN-CONTAINING PROTEIN (PTHR31080:SF154)	enzyme inhibitor activity | pectinesterase inhibitor activity
SORBI_3001G024400	Pectinesterase inhibitor domain-containing protein	repeat-associated domain	CTL	MF	TG	1	5.0281e-09	0.685245	8.05	4	yes	2	1	1934662	OS03G0830600 PROTEIN (PTHR31080:SF69)	enzyme inhibitor activity | pectinesterase inhibitor activity
SORBI_3003G420500	Calcium-transporting ATPase	transport	LIN	CC;MF	FA	1	2.186622e-09	0.775071	7.97	43	yes	4	3	72557171	CALCIUM-TRANSPORTING ATPASE 1, PLASMA MEMBRANE-TYPE (PTHR24093:SF502)	ATP binding | P-type calcium transporter activity | calmodulin binding | membrane
SORBI_3001G022700	Cytochrome P450 CYP733A	""	CTL	BP	TG	2	2.282694e-15	0.978363	7.81	2	yes	1	1	1826823	ABSCISIC ACID 8'-HYDROXYLASE 3-LIKE (PTHR24286:SF28)	pollen tube development
SORBI_3001G022000	Peptidase M20 dimerisation domain-containing protein	metabolic enzyme	CTL	BP;MF	TG	3	3.492585e-15	0.950909	7.81	8	yes	2	1	1799075	IAA-AMINO ACID HYDROLASE ILR1-LIKE 3 (PTHR11014:SF99)	auxin metabolic process | hydrolase activity
SORBI_3001G021900	Peptidase M20 dimerisation domain-containing protein	metabolic enzyme	CTL	BP;MF	TG	2	2.39402e-14	1	7.81	8	yes	2	1	1792932	IAA-AMINO ACID HYDROLASE ILR1-LIKE 3 (PTHR11014:SF99)	auxin metabolic process | hydrolase activity
SORBI_3001G021500	Cellulose synthase	metabolic enzyme	CTL	BP;CC	TG	1	7.25892e-12	0.684119	7.81	44	yes	4	1	1770077	CELLULOSE SYNTHASE (PTHR13301:SF236)	cellulose biosynthetic process | membrane | plant-type secondary cell wall biogenesis | plasma membrane
SORBI_3001G224300	Cellulose synthase	metabolic enzyme	CTL	BP;CC	TG	5	6.39437e-10	0.413618	7.81	44	yes	4	1	21485582	CELLULOSE SYNTHASE A CATALYTIC SUBUNIT 4 [UDP-FORMING] (PTHR13301:SF91)	cellulose biosynthetic process | membrane | plant-type secondary cell wall biogenesis | plasma membrane
SORBI_3007G090600	Glycosyltransferase 2-like domain-containing protein	metabolic enzyme	CTL	BP;CC	TG	5	1.124333e-09	0.704368	7.81	11	yes	2	7	14230916	XYLOGLUCAN GLYCOSYLTRANSFERASE 3-RELATED (PTHR32044:SF69)	Golgi membrane | pollen tube development
SORBI_3010G129100	Peptidase A1 domain-containing protein	metabolic enzyme	LIN	BP;MF	SQDG	1	5.314511e-11	0.513661	7.75	9	yes	2	10	17330325	PEPTIDASE A1 DOMAIN-CONTAINING PROTEIN (PTHR13683:SF790)	aspartic-type endopeptidase activity | proteolysis
SORBI_3010G129300	Peptidase A1 domain-containing protein	metabolic enzyme	LIN	BP;MF	SQDG	1	5.314511e-11	0.472049	7.75	9	yes	2	10	17459523	ASPARTIC PROTEINASE NEPENTHESIN-2 (PTHR13683:SF622)	aspartic-type endopeptidase activity | proteolysis
SORBI_3010G126700	Peptidase A1 domain-containing protein	metabolic enzyme	LIN	BP;MF	SQDG	1	9.595744e-11	0.522453	7.75	9	yes	2	10	16019354	ASPARTIC PROTEINASE NEPENTHESIN-2 (PTHR13683:SF638)	aspartic-type endopeptidase activity | proteolysis
SORBI_3010G112200	Peptidase A1 domain-containing protein	metabolic enzyme	LIN	BP;MF	SQDG	1	1.14374e-10	0.812192	7.75	9	yes	2	10	11580886	ASPARTYL PROTEASE APCB1 (PTHR13683:SF316)	aspartic-type endopeptidase activity | proteolysis
SORBI_3010G128000	Peptidase A1 domain-containing protein	metabolic enzyme	LIN	BP;MF	SQDG	1	5.665001e-10	0.480704	7.75	9	yes	2	10	16460621	ASPARTYL PROTEASE AED1 (PTHR13683:SF669)	aspartic-type endopeptidase activity | proteolysis
SORBI_3010G128800	Peptidase A1 domain-containing protein	metabolic enzyme	LIN	BP;MF	SQDG	1	7.950883e-10	1	7.75	9	yes	2	10	17172501	OS05G0203912 PROTEIN (PTHR13683:SF664)	aspartic-type endopeptidase activity | proteolysis
SORBI_3006G190950	DNA2_NAM7 helicase-like C-terminal domain-containing protein	repeat-associated domain	LIN	CC;MF	FA	2	2.240513e-17	1	7.5	5	yes	2	6	54542436	OS04G0582000 PROTEIN (PTHR10887:SF461)	chromosome | helicase activity
SORBI_3006G191000	Helicase ATP-binding domain-containing protein	repeat-associated domain	LIN	CC;MF	FA	2	2.240513e-17	1	7.5	5	yes	2	6	54550904	OS04G0582000 PROTEIN (PTHR10887:SF461)	chromosome | helicase activity
SORBI_3006G191200	Helicase ATP-binding domain-containing protein	repeat-associated domain	LIN	CC;MF	FA	2	2.240513e-17	1	7.5	5	yes	2	6	54564733	OS04G0582000 PROTEIN (PTHR10887:SF461)	chromosome | helicase activity
SORBI_3006G195500	DNA replication ATP-dependent helicase_nuclease	""	LIN	CC;MF	FA	2	2.240513e-17	0.641026	7.5	38	yes	5	6	54837756	DNA REPLICATION ATP-DEPENDENT HELICASE_NUCLEASE DNA2 (PTHR10887:SF433)	ATP binding | chromosome | cytoplasm | helicase activity | nucleus
SORBI_3006G119900	ZZ-type domain-containing protein	repeat-associated domain	LIN	CC	PC	1	1.263753e-09	0.985916	7.46	3	yes	1	6	48667190	OS04G0476800 PROTEIN (PTHR20930:SF7)	autophagosome
SORBI_3010G114900	Importin N-terminal domain-containing protein	transport	LIN	BP;CC	MGDG;SQDG	2	8.19336e-12	0.949307	7.23	23	yes	2	10	12194047	IMPORTIN-9 (PTHR10997:SF9)	intracellular protein transport | nucleus
SORBI_3010G153100	Endoplasmic reticulum transmembrane protein	transport	LIN	BP;CC	MGDG;SQDG	2	2.932491e-11	0.526722	7.23	31	yes	2	10	44529015	ENDOPLASMIC RETICULUM TRANSMEMBRANE PROTEIN (PTHR12701:SF18)	intracellular protein transport | membrane
SORBI_3010G144000	Clathrin_coatomer adaptor adaptin-like N-terminal domain-containing protein	transport	LIN	BP;CC	MGDG;SQDG	2	1.088706e-10	0.994858	7.23	21	yes	4	10	38823095	AP-3 COMPLEX SUBUNIT DELTA-1 (PTHR22781:SF12)	cytoplasm | endomembrane system | endosome membrane | intracellular protein transport
SORBI_3001G260701	alanine transaminase	""	CTL	CC;MF	TG	1	7.811029e-09	0.786966	7.16	49	yes	3	1	31879602	""	cytoplasm | pyridoxal phosphate binding | transaminase activity
SORBI_3002G156000	Sodium_hydrogen exchanger	transport	LIN	BP;CC	PC	1	8.437376e-10	0.501023	7.11	97	yes	5	2	47371978	SODIUM_HYDROGEN EXCHANGER 5-RELATED (PTHR10110:SF127)	membrane | regulation of intracellular pH | sodium ion import across plasma membrane | sodium ion transport | transmembrane transport
SORBI_3009G042700	Cation_H+ exchanger domain-containing protein	transport	LIN	BP;CC	PC;TG	2	9.73728e-10	0.755103	7.11	97	yes	5	9	4071948	NA+_H+ EXCHANGER (PTHR10110:SF116)	membrane | regulation of intracellular pH | sodium ion import across plasma membrane | sodium ion transport | transmembrane transport
SORBI_3004G089200	ABC transporter domain-containing protein	transport	LIN	BP;CC;MF	TG	2	9.706966e-14	1	6.97	71	yes	6	4	7562004	ABC TRANSPORTER DOMAIN-CONTAINING PROTEIN (PTHR19229:SF127)	ABC-type transporter activity | ATP binding | ATP hydrolysis activity | ATPase-coupled transmembrane transporter activity | membrane | transmembrane transport
SORBI_3004G089400	ABC transporter domain-containing protein	transport	LIN	BP;CC;MF	TG	2	9.706966e-14	1	6.97	71	yes	6	4	7586606	ABC TRANSPORTER DOMAIN-CONTAINING PROTEIN (PTHR19229:SF213)	ABC-type transporter activity | ATP binding | ATP hydrolysis activity | ATPase-coupled transmembrane transporter activity | membrane | transmembrane transport
SORBI_3004G089300	ABC transporter domain-containing protein	transport	LIN	BP;CC;MF	TG	2	7.060457e-13	1	6.97	71	yes	6	4	7572387	ABC TRANSPORTER DOMAIN-CONTAINING PROTEIN (PTHR19229:SF212)	ABC-type transporter activity | ATP binding | ATP hydrolysis activity | ATPase-coupled transmembrane transporter activity | membrane | transmembrane transport
SORBI_3008G091300	Helicase and polymerase-containing protein TEBICHI	""	LIN	BP;MF	SQDG	1	2.452894e-11	0.410643	6.89	21	yes	3	8	37877921	DNA POLYMERASE THETA (PTHR10133:SF62)	ATP binding | DNA-templated DNA replication | nucleic acid binding
SORBI_3010G147700	Minichromosome loss protein Mcl1 middle region domain-containing protein	repeat-associated domain	LIN	BP;CC	SQDG	1	4.397667e-11	0.831922	6.89	23	yes	2	10	42293817	WD REPEAT AND HMG-BOX DNA-BINDING PROTEIN 1 (PTHR19932:SF10)	DNA-templated DNA replication | nucleus
SORBI_3010G134500	Exonuclease domain-containing protein	repeat-associated domain	CTL;LIN	MF	SQDG;TG	3	1.277089e-11	1	6.78	31	yes	2	10	19639341	3'-5' EXORIBONUCLEASE 1-RELATED (PTHR23044:SF61)	3'-5'-RNA exonuclease activity | nucleic acid binding
SORBI_3006G032600	RING-type domain-containing protein	metabolic enzyme	CTL	CC	TG	7	3.08086e-10	0.924	6.78	49	yes	3	6	7199352	RECEPTOR HOMOLOGY REGION, TRANSMEMBRANE DOMAIN- AND RING DOMAIN-CONTAINING PROTEIN 2 (PTHR22765:SF430)	cytoplasm | endomembrane system | trans-Golgi network
SORBI_3006G032900	Endonuclease_exonuclease_phosphatase domain-containing protein	repeat-associated domain	CTL	MF	TG	7	3.08086e-10	0.660606	6.78	3	yes	1	6	7483839	ENDONUCLEASE_EXONUCLEASE_PHOSPHATASE DOMAIN-CONTAINING PROTEIN (PTHR12121:SF36)	3'-5'-RNA exonuclease activity
SORBI_3003G205501	Protein SYS1 homolog	""	CTL	CC	TG	2	3.521525e-10	0.524925	6.78	19	yes	3	3	53566331	PROTEIN SYS1 HOMOLOG (PTHR12952:SF0)	Golgi membrane | cytosol | trans-Golgi network
SORBI_3004G140600	Exonuclease domain-containing protein	repeat-associated domain	CTL	MF	TG	1	4.396448e-10	0.844135	6.78	31	yes	2	4	40959559	OLIGORIBONUCLEASE, MITOCHONDRIAL (PTHR11046:SF0)	3'-5'-RNA exonuclease activity | nucleic acid binding
SORBI_3001G023000	Uncharacterized protein	""	CTL	BP;CC	TG	1	5.0281e-09	0.513432	6.78	49	yes	3	1	1843896	MULTIPLE EPIDERMAL GROWTH FACTOR-LIKE DOMAINS PROTEIN 8 (PTHR23244:SF456)	cytoplasm | intracellular protein transport | trans-Golgi network
SORBI_3010G138000	Photolyase_cryptochrome alpha_beta domain-containing protein	repeat-associated domain	LIN	CC;MF	SQDG	1	8.718445e-11	0.985737	6.46	23	yes	4	10	22156857	SI:CH1073-390K14.1 (PTHR11455:SF18)	ATP binding | FAD binding | cytoplasm | nucleus
SORBI_3010G162101	FAD-binding domain-containing protein	repeat-associated domain	LIN	MF	SQDG	1	3.391947e-09	0.514516	6.46	2	yes	1	10	47930108	""	FAD binding
SORBI_3010G162500	FAD-binding PCMH-type domain-containing protein	repeat-associated domain	LIN	MF	SQDG	1	3.391947e-09	0.829524	6.46	2	yes	1	10	47975241	OS06G0548200 PROTEIN (PTHR32448:SF169)	FAD binding
SORBI_3010G162800	FAD-binding PCMH-type domain-containing protein	repeat-associated domain	LIN	MF	SQDG	1	3.391947e-09	0.498946	6.46	2	yes	1	10	48091245	OS06G0549300 PROTEIN (PTHR32448:SF23)	FAD binding
SORBI_3010G162900	FAD-binding PCMH-type domain-containing protein	repeat-associated domain	LIN	MF	SQDG	1	3.391947e-09	0.530822	6.46	2	yes	1	10	48098731	FAD-BINDING BERBERINE FAMILY PROTEIN-RELATED (PTHR32448:SF152)	FAD binding
SORBI_3004G342000	aldehyde oxygenase (deformylating)	metabolic enzyme	LIN	BP;CC;MF	FA	1	6.077509e-10	0.411849	6.29	10	yes	3	4	67318157	VERY-LONG-CHAIN ALDEHYDE DECARBONYLASE CER1 (PTHR11863:SF193)	aldehyde oxygenase (deformylating) activity | endoplasmic reticulum membrane | lipid biosynthetic process
SORBI_3001G031600	Uncharacterized protein	""	LIN	CC;MF	FA;TG	4	9.303456e-14	0.847168	6.19	55	yes	2	1	2400643	CALMODULIN-BINDING PROTEIN 60 A (PTHR31713:SF14)	calmodulin binding | nucleus
SORBI_3010G170550	Midasin	""	LIN	MF	TG	4	1.227939e-12	0.849938	6.19	7	yes	1	10	50197868	""	calmodulin binding
SORBI_3003G083200	Uncharacterized protein	""	LIN	CC;MF	TG	5	3.974555e-12	0.535412	6.19	55	yes	2	3	7131291	PROTEIN SAR DEFICIENT 1 (PTHR31713:SF42)	calmodulin binding | nucleus
SORBI_3003G385100	TAZ-type domain-containing protein	repeat-associated domain	LIN	BP;MF	FA;PC;TG	3	1.296771e-11	0.565156	6.19	38	yes	2	3	69763472	BTB_POZ AND TAZ DOMAIN-CONTAINING PROTEIN 4 (PTHR46287:SF11)	calmodulin binding | regulation of DNA-templated transcription
SORBI_3002G253800	Calcium-transporting ATPase	transport	LIN	BP;CC;MF	PC;TG	2	9.443581e-11	1	6.19	97	yes	6	2	63987901	CALCIUM-TRANSPORTING ATPASE (PTHR24093:SF436)	ATP binding | ATP hydrolysis activity | calcium ion transmembrane transport | calmodulin binding | membrane | nucleotide binding
SORBI_3004G181600	Uncharacterized protein	""	LIN	CC;MF	PC;TG	3	2.367795e-10	0.496056	6.19	86	yes	2	4	53444527	OS02G0562300 PROTEIN (PTHR31713:SF96)	calmodulin binding | nucleus
SORBI_3004G181700	Calmodulin-binding protein	""	LIN	CC;MF	PC;TG	3	2.367795e-10	0.486329	6.19	86	yes	2	4	53455437	OS02G0562300 PROTEIN (PTHR31713:SF96)	calmodulin binding | nucleus
SORBI_3008G123100	Calmodulin-binding protein	""	LIN	CC;MF	TG	2	5.560818e-09	0.463757	6.19	55	yes	2	8	54583991	CALMODULIN-BINDING PROTEIN 60 G (PTHR31713:SF98)	calmodulin binding | nucleus
SORBI_3003G266100	Symplekin C-terminal domain-containing protein	repeat-associated domain	CTL	CC	TG	1	3.368183e-09	0.632211	6.13	2	yes	1	3	60293465	SYMPLEKIN (PTHR15245:SF39)	mRNA cleavage and polyadenylation specificity factor complex
SORBI_3003G427100	Uncharacterized protein	""	CTL	CC	TG	1	5.274155e-09	0.73035	6.13	50	yes	2	3	73053364	PRE-MRNA 3' END PROCESSING PROTEIN WDR33 (PTHR22836:SF0)	mRNA cleavage and polyadenylation specificity factor complex | nucleus
SORBI_3006G190000	Fe2OG dioxygenase domain-containing protein	repeat-associated domain	LIN	BP	FA	2	2.240513e-17	0.692529	6.1	2	yes	1	6	54415461	PROTEIN DOWNY MILDEW RESISTANCE 6 (PTHR47990:SF70)	defense response to oomycetes
SORBI_3001G032400	Protein kinase domain-containing protein	metabolic enzyme	LIN	BP;CC;MF	FA;TG	4	2.487071e-13	0.770387	6.1	71	yes	7	1	2465532	LECTIN-LIKE RECEPTOR KINASE 7 (PTHR27007:SF400)	ATP binding | defense response to oomycetes | endomembrane system | membrane | nucleotide binding | plasma membrane | protein kinase activity
SORBI_3001G526300	RRM domain-containing protein	metabolic enzyme	LIN	BP;CC;MF	PC	1	2.711048e-11	1	5.74	35	yes	3	1	79038519	FIZZY-RELATED PROTEIN HOMOLOG (PTHR19918:SF1)	RNA binding | anaphase-promoting complex | anaphase-promoting complex-dependent catabolic process
SORBI_3006G210400	Methionine aminopeptidase	metabolic enzyme	CTL	MF	TG	7	5.298874e-11	0.508484	5.72	2	yes	1	6	56000156	METHIONINE AMINOPEPTIDASE 1B, CHLOROPLASTIC (PTHR43330:SF1)	metalloaminopeptidase activity
SORBI_3010G140600	BolA-like protein	""	CTL	BP	TG	2	7.38504e-11	0.985733	5.72	4	yes	1	10	27920444	PROTEIN BOLA4, CHLOROPLASTIC_MITOCHONDRIAL (PTHR46230:SF4)	iron-sulfur cluster assembly
SORBI_3002G092300	Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog	""	CTL	BP	TG	1	4.402201e-10	1	5.72	4	yes	1	2	9593114	CYTOSOLIC IRON-SULFUR PROTEIN ASSEMBLY PROTEIN CIAO1-RELATED (PTHR19920:SF0)	iron-sulfur cluster assembly
SORBI_3002G073200	Uncharacterized protein	""	CTL	CC;MF	TG	2	4.54345e-09	0.83841	5.72	49	yes	2	2	7519722	XAA-PRO AMINOPEPTIDASE 1 (PTHR43763:SF6)	cytoplasm | metalloaminopeptidase activity
SORBI_3004G205000	Cytosolic Fe-S cluster assembly factor NBP35	""	CTL	BP;CC;MF	TG	1	5.311382e-09	0.635547	5.72	49	yes	4	4	55640128	CYTOSOLIC FE-S CLUSTER ASSEMBLY FACTOR NUBP2 (PTHR23264:SF19)	cytoplasm | cytosol | iron-sulfur cluster assembly | iron-sulfur cluster binding
SORBI_3009G050500	Scaffold protein Nfu_NifU N-terminal domain-containing protein	repeat-associated domain	CTL	BP;MF	TG	1	6.848356e-09	0.502988	5.72	4	yes	2	9	5026769	NFU1 IRON-SULFUR CLUSTER SCAFFOLD HOMOLOG, MITOCHONDRIAL (PTHR11178:SF1)	iron-sulfur cluster assembly | iron-sulfur cluster binding
SORBI_3006G183900	Cytochrome P450	""	LIN	CC;MF	FA;MGDG;PG;SQDG	5	3.384554e-18	1	5.71	43	yes	2	6	53885761	CYTOCHROME P450, FAMILY 87, SUBFAMILY A, POLYPEPTIDE 2 (PTHR24286:SF11)	iron ion binding | membrane
SORBI_3001G164800	TF-B3 domain-containing protein	repeat-associated domain	LIN	CC;MF	Cer	2	5.662353e-11	1	5.47	2	yes	2	1	13620959	B3 DOMAIN-CONTAINING PROTEIN OS03G0622200 (PTHR31391:SF70)	DNA binding | nucleus
SORBI_3001G165000	TF-B3 domain-containing protein	repeat-associated domain	LIN	CC;MF	Cer	2	5.662353e-11	0.850742	5.47	2	yes	2	1	13669398	B3 DOMAIN-CONTAINING PROTEIN OS03G0621600-RELATED (PTHR31920:SF135)	DNA binding | nucleus
SORBI_3001G165100	TF-B3 domain-containing protein	repeat-associated domain	LIN	CC;MF	Cer	2	5.662353e-11	0.880777	5.47	2	yes	2	1	13703857	B3 DOMAIN-CONTAINING PROTEIN OS03G0621600-RELATED (PTHR31920:SF135)	DNA binding | nucleus
SORBI_3001G165200	TF-B3 domain-containing protein	repeat-associated domain	LIN	CC;MF	Cer	2	5.662353e-11	0.893042	5.47	2	yes	2	1	13708662	B3 DOMAIN-CONTAINING PROTEIN OS03G0621600-RELATED (PTHR31920:SF135)	DNA binding | nucleus
SORBI_3001G165301	TF-B3 domain-containing protein	repeat-associated domain	LIN	CC;MF	Cer	2	5.662353e-11	0.590081	5.47	2	yes	2	1	13722101	B3 DOMAIN-CONTAINING PROTEIN OS03G0621600-RELATED (PTHR31920:SF111)	DNA binding | nucleus
SORBI_3001G165401	TF-B3 domain-containing protein	repeat-associated domain	LIN	CC;MF	Cer	2	5.662353e-11	0.558221	5.47	2	yes	2	1	13728990	B3 DOMAIN-CONTAINING PROTEIN OS03G0621600-RELATED (PTHR31920:SF111)	DNA binding | nucleus
SORBI_3010G130000	Vta1_callose synthase N-terminal domain-containing protein	metabolic enzyme	LIN	CC	SQDG	1	5.314511e-11	0.516889	5.37	21	yes	2	10	17558022	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN VTA1 HOMOLOG (PTHR46009:SF1)	cytoplasm | endosome membrane
SORBI_3010G107000	1-phosphatidylinositol-3-phosphate 5-kinase	metabolic enzyme	LIN	CC;MF	SQDG;TG	5	1.346217e-10	0.96599	5.37	45	yes	3	10	10348180	1-PHOSPHATIDYLINOSITOL-3-PHOSPHATE 5-KINASE (PTHR45748:SF1)	ATP binding | endosome membrane | nucleotide binding
SORBI_3001G118300	Glycolipid transfer protein domain-containing protein	LIPID enzyme/transport	LIN	BP;CC	TG	2	1.234148e-09	0.592148	5.31	55	yes	3	1	9224730	ACD11 HOMOLOG PROTEIN (PTHR10219:SF28)	cytoplasm | nucleus | phospholipid transport
SORBI_3010G134801	CCHC-type domain-containing protein	repeat-associated domain	CTL;LIN	BP;CC;MF	MGDG;SQDG;TG	3	3.193903e-12	1	5.24	49	yes	7	10	19930750	OS11G0296500 PROTEIN (PTHR23002:SF89)	cytoplasm | mRNA binding | nucleic acid binding | positive regulation of cytoplasmic translation | single-stranded RNA binding | translation regulator activity | zinc ion binding
SORBI_3010G140550	CCHC-type domain-containing protein	repeat-associated domain	LIN	BP;CC;MF	SQDG	1	5.034469e-11	0.976119	5.24	21	yes	5	10	27225026	OS11G0296500 PROTEIN (PTHR23002:SF89)	cytoplasm | mRNA binding | nucleic acid binding | positive regulation of cytoplasmic translation | zinc ion binding
SORBI_3010G152250	CCHC-type domain-containing protein	repeat-associated domain	LIN	BP;CC;MF	SQDG	1	6.268769e-11	0.559322	5.24	21	yes	5	10	44126217	OS11G0296500 PROTEIN (PTHR23002:SF89)	cytoplasm | mRNA binding | nucleic acid binding | positive regulation of cytoplasmic translation | zinc ion binding
