GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_SNP	Best_SNP_Position	Best_P_Value	N_Phenotypes	Phenotypes	All_SNPs	N_SNPs	P_Values
SORBI_3002G363800	S phase cyclin A-associated protein in the endoplasmic reticulum N-terminal domain-containing protein	S PHASE CYCLIN A-ASSOCIATED PROTEIN IN THE ENDOPLASMIC RETICULUM (PTHR31434:SF2)					2	72488503	72495847	SNP_72508884	72508884	1.19E-09	4	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:2)	SNP_72508884	1	6.1e-09; 1.8e-09; 1.6e-09; 1.2e-09
SORBI_3002G363901	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein	NDR1_HIN1-LIKE PROTEIN 6 (PTHR31852:SF1)			defense response to other organism(GO:0098542)	membrane(GO:0016020)	2	72497301	72498136	SNP_72508884	72508884	1.19E-09	4	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:2)	SNP_72508884	1	6.1e-09; 1.8e-09; 1.6e-09; 1.2e-09
SORBI_3002G364000	Uncharacterized protein	MYOSIN HEAVY CHAIN-LIKE PROTEIN (PTHR36390:SF1)	actin or actin-binding cytoskeletal protein(PC00041)				2	72498413	72501729	SNP_72508884	72508884	1.19E-09	4	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:2)	SNP_72508884	1	6.1e-09; 1.8e-09; 1.6e-09; 1.2e-09
SORBI_3002G364100	Small ribosomal subunit protein eS1	SMALL RIBOSOMAL SUBUNIT PROTEIN ES1 (PTHR11830:SF0)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	cytoplasm(GO:0005737);cytosol(GO:0005829);ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)	2	72504820	72507275	SNP_72508884	72508884	1.19E-09	4	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:2)	SNP_72508884	1	6.1e-09; 1.8e-09; 1.6e-09; 1.2e-09
SORBI_3002G364301	Small ribosomal subunit protein eS1	SMALL RIBOSOMAL SUBUNIT PROTEIN ES1 (PTHR11830:SF0)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	cytoplasm(GO:0005737);cytosol(GO:0005829);ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)	2	72508158	72513413	SNP_72508884	72508884	1.19E-09	4	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:2)	SNP_72508884	1	6.1e-09; 1.8e-09; 1.6e-09; 1.2e-09
SORBI_3002G364500	Small ribosomal subunit protein eS1	SMALL RIBOSOMAL SUBUNIT PROTEIN ES1 (PTHR11830:SF0)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	cytoplasm(GO:0005737);cytosol(GO:0005829);ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)	2	72518513	72520687	SNP_72508884	72508884	1.19E-09	4	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:2)	SNP_72508884	1	6.1e-09; 1.8e-09; 1.6e-09; 1.2e-09
SORBI_3002G364600	Small ribosomal subunit protein eS1	SMALL RIBOSOMAL SUBUNIT PROTEIN ES1 (PTHR11830:SF0)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	cytoplasm(GO:0005737);cytosol(GO:0005829);ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)	2	72524465	72527225	SNP_72508884	72508884	1.19E-09	4	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:2)	SNP_72508884	1	6.1e-09; 1.8e-09; 1.6e-09; 1.2e-09
SORBI_3002G364700	C2H2-type domain-containing protein	OS07G0598800 PROTEIN (PTHR46326:SF11)		zinc ion binding(GO:0008270)			2	72531472	72534249	SNP_72508884	72508884	1.19E-09	4	TG(16:0_16:0_18:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2); TG(16:0_18:1_20:2)	SNP_72508884	1	6.1e-09; 1.8e-09; 1.6e-09; 1.2e-09
SORBI_3001G259400	Protein TIFY	PROTEIN TIFY (PTHR33077:SF64)			response to wounding(GO:0009611);regulation of defense response(GO:0031347);regulation of jasmonic acid mediated signaling pathway(GO:2000022)	nucleus(GO:0005634)	1	31205564	31206743	SNP_31200666	31200666	1.38E-09	4	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:0); TG(18:0_18:2_18:2)	SNP_31200666	1	2.5e-09; 1.4e-09; 6.7e-09; 6.6e-09
SORBI_3001G317800	Glutathione S-transferase	GLUTATHIONE TRANSFERASE (PTHR11260:SF749)	transferase(PC00220)	glutathione transferase activity(GO:0004364);transferase activity(GO:0016740)	glutathione metabolic process(GO:0006749)	cytoplasm(GO:0005737);cytosol(GO:0005829)	1	60599425	60601837	SNP_60615436	60615436	1.39E-09	4	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_60615436	1	1.4e-09; 7.2e-09; 3.2e-09; 3.6e-09
SORBI_3001G317900	Glutathione S-transferase	GLUTATHIONE TRANSFERASE (PTHR11260:SF749)	transferase(PC00220)	glutathione transferase activity(GO:0004364);transferase activity(GO:0016740)	glutathione metabolic process(GO:0006749)	cytoplasm(GO:0005737);cytosol(GO:0005829)	1	60621797	60622662	SNP_60615436	60615436	1.39E-09	4	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_60615436	1	1.4e-09; 7.2e-09; 3.2e-09; 3.6e-09
SORBI_3006G047500	AB hydrolase-1 domain-containing protein	ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN (PTHR42886:SF42)		phospholipase activity(GO:0004620);lysophosphatidic acid acyltransferase activity(GO:0042171);carboxylic ester hydrolase activity(GO:0052689)	phosphatidic acid biosynthetic process(GO:0006654);lipid homeostasis(GO:0055088)		6	32863629	32868565	SNP_32888008	32888008	1.44E-09	4	TG(16:0_16:0_20:1); TG(16:0_18:1_20:0); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_32888008	1	6.3e-09; 1.4e-09; 5.0e-09; 6.9e-09
SORBI_3007G086032	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	cytoplasm(GO:0005737)	7	11145529	11147454	SNP_11127203	11127203	1.86E-09	4	TG(16:0_16:0_18:2); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:0_18:1_18:2)	SNP_11127203; SNP_11159778; SNP_11126083	3	5.8e-09; 5.9e-09; 1.9e-09; 2.4e-09
SORBI_3008G096050	Aminotransferase-like plant mobile domain-containing protein	OS03G0100275 PROTEIN (PTHR33026:SF7)					8	45321511	45323853	SNP_45319679	45319679	2.16E-09	4	PC(16:1_16:1); TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1)	SNP_45319679; SNP_45343401	2	3.5e-09; 2.2e-09; 3.8e-09; 5.1e-09
SORBI_3001G306500	Uncharacterized protein	EXPANSIN-B9 (PTHR31692:SF7)			cell wall organization(GO:0071555)	extracellular region(GO:0005576)	1	59117709	59119251	SNP_59118688	59118688	2.24E-09	4	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_59118688	1	2.2e-09; 5.8e-09; 3.2e-09; 5.1e-09
SORBI_3001G306600	Red chlorophyll catabolite reductase	OS10G0389300 PROTEIN (PTHR34685:SF1)	reductase(PC00198)	red chlorophyll catabolite reductase activity(GO:0051743)	chlorophyll catabolic process(GO:0015996)	chloroplast(GO:0009507)	1	59131387	59137186	SNP_59118688	59118688	2.24E-09	4	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_59118688	1	2.2e-09; 5.8e-09; 3.2e-09; 5.1e-09
SORBI_3001G306700	Pentacotripeptide-repeat region of PRORP domain-containing protein	PENTATRICOPEPTIDE REPEAT PROTEIN (AFU_ORTHOLOGUE AFUA_8G04250) (PTHR47930:SF2)					1	59139709	59141965	SNP_59118688	59118688	2.24E-09	4	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_59118688	1	2.2e-09; 5.8e-09; 3.2e-09; 5.1e-09
SORBI_3001G306800	Trichome birefringence-like N-terminal domain-containing protein	PROTEIN TRICHOME BIREFRINGENCE-LIKE 12 (PTHR32285:SF23)		O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)		Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794)	1	59141966	59153062	SNP_59118688	59118688	2.24E-09	4	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_59118688	1	2.2e-09; 5.8e-09; 3.2e-09; 5.1e-09
SORBI_3005G106600	Protein kinase domain-containing protein	MITOGEN-ACTIVATED PROTEIN KINASE 14 (PTHR24055:SF379)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);MAP kinase activity(GO:0004707);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	MAPK cascade(GO:0000165);intracellular signal transduction(GO:0035556)	nucleus(GO:0005634);cytoplasm(GO:0005737)	5	20000011	20011951	SNP_20032646	20032646	2.66E-09	4	TG(16:0_16:0_20:1); TG(16:0_18:1_18:1); TG(16:0_18:1_20:1); TG(18:0_18:2_18:2)	SNP_20032646	1	4.0e-09; 2.7e-09; 5.1e-09; 6.8e-09
SORBI_3005G146533	CASP-like protein	CASP-LIKE PROTEIN (PTHR33573:SF63)				plasma membrane(GO:0005886)	5	61359556	61363324	SNP_61386894	61386894	2.71E-09	4	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:1_18:1_18:1)	SNP_61386894	1	2.7e-09; 7.2e-09; 5.2e-09; 7.6e-09
SORBI_3005G146666	CASP-like protein	CASP-LIKE PROTEIN (PTHR33573:SF63)				plasma membrane(GO:0005886)	5	61376754	61380936	SNP_61386894	61386894	2.71E-09	4	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:1_18:1_18:1)	SNP_61386894	1	2.7e-09; 7.2e-09; 5.2e-09; 7.6e-09
SORBI_3005G146800	SCP domain-containing protein	SCP DOMAIN-CONTAINING PROTEIN (PTHR10334:SF377)	defense/immunity protein(PC00090)			extracellular space(GO:0005615)	5	61390033	61391273	SNP_61386894	61386894	2.71E-09	4	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:1_18:1_18:1)	SNP_61386894	1	2.7e-09; 7.2e-09; 5.2e-09; 7.6e-09
SORBI_3005G146900	CASP-like protein	CASP-LIKE PROTEIN (PTHR33573:SF63)				plasma membrane(GO:0005886)	5	61405049	61407636	SNP_61386894	61386894	2.71E-09	4	TG(16:0_16:0_18:1); TG(16:0_16:0_20:1); TG(16:0_18:0_18:2); TG(16:1_18:1_18:1)	SNP_61386894	1	2.7e-09; 7.2e-09; 5.2e-09; 7.6e-09
SORBI_3010G168700	GDSL esterase_lipase	OS06G0560700 PROTEIN (PTHR45650:SF2)	lipase(PC00143)	"hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788)"	lipid metabolic process(GO:0006629);lipid catabolic process(GO:0016042)	extracellular region(GO:0005576)	10	49763374	49767077	SNP_49758225	49758225	3.11E-09	4	TG(12:0_12:0_18:1); TG(12:0_14:0_18:1); TG(12:0_16:0_18:2); TG(14:0_14:0_16:1)	SNP_49758225	1	7.3e-09; 8.2e-09; 3.1e-09; 8.2e-09
SORBI_3001G273700	P-loop containing nucleoside triphosphate hydrolase superfamily protein	P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASES SUPERFAMILY PROTEIN (PTHR10887:SF525)	RNA helicase(PC00032)	nucleotide binding(GO:0000166);RNA binding(GO:0003723);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)		chromosome(GO:0005694)	1	53007424	53018136	SNP_53033728	53033728	4.24E-12	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_53033728	1	1.1e-11; 4.2e-12; 5.7e-09
SORBI_3001G273800	Cytochrome b561 domain-containing protein	OS10G0118800 PROTEIN (PTHR10106:SF42)	reductase(PC00198)	oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872)		membrane(GO:0016020)	1	53018395	53023304	SNP_53033728	53033728	4.24E-12	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_53033728	1	1.1e-11; 4.2e-12; 5.7e-09
SORBI_3001G273875	Uncharacterized protein						1	53041593	53052779	SNP_53033728	53033728	4.24E-12	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_53033728	1	1.1e-11; 4.2e-12; 5.7e-09
SORBI_3001G273950	Uncharacterized protein						1	53057561	53058240	SNP_53033728	53033728	4.24E-12	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_53033728	1	1.1e-11; 4.2e-12; 5.7e-09
SORBI_3007G152101	RING-type E3 ubiquitin transferase	RING-TYPE DOMAIN-CONTAINING PROTEIN (PTHR15710:SF190)	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	protein ubiquitination(GO:0016567)	cytoplasm(GO:0005737)	7	58442446	58445894	SNP_58462531	58462531	2.62E-11	3	TG(18:1_20:0_22:1); TG(18:1_20:1_22:1); TG(18:2_22:0_22:3)	SNP_58462531	1	2.6e-11; 3.4e-09; 5.5e-09
SORBI_3007G152200	RING-type domain-containing protein	RING-TYPE DOMAIN-CONTAINING PROTEIN (PTHR15710:SF190)	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	protein polyubiquitination(GO:0000209);protein ubiquitination(GO:0016567)	cytoplasm(GO:0005737)	7	58464447	58464953	SNP_58462531	58462531	2.62E-11	3	TG(18:1_20:0_22:1); TG(18:1_20:1_22:1); TG(18:2_22:0_22:3)	SNP_58462531	1	2.6e-11; 3.4e-09; 5.5e-09
SORBI_3007G152300	Homeobox domain-containing protein	HOMEOBOX-LEUCINE ZIPPER PROTEIN HOX27 (PTHR45714:SF22)		"DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);sequence-specific DNA binding(GO:0043565)"	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634)	7	58474408	58476809	SNP_58462531	58462531	2.62E-11	3	TG(18:1_20:0_22:1); TG(18:1_20:1_22:1); TG(18:2_22:0_22:3)	SNP_58462531	1	2.6e-11; 3.4e-09; 5.5e-09
SORBI_3004G229200	Phi-1-like phosphate-induced protein	PROTEIN EXORDIUM-RELATED (PTHR31279:SF54)				apoplast(GO:0048046)	4	57912384	57914071	SNP_57914557	57914557	2.64E-11	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_57914557	1	2.6e-11; 9.5e-11; 8.0e-09
SORBI_3004G229300	Phi-1-like phosphate-induced protein	OS02G0756800 PROTEIN (PTHR31279:SF72)				apoplast(GO:0048046)	4	57920055	57921332	SNP_57914557	57914557	2.64E-11	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_57914557	1	2.6e-11; 9.5e-11; 8.0e-09
SORBI_3004G229400	Uncharacterized protein	OS02G0756600 PROTEIN (PTHR31279:SF11)				apoplast(GO:0048046)	4	57929578	57930924	SNP_57914557	57914557	2.64E-11	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_57914557	1	2.6e-11; 9.5e-11; 8.0e-09
SORBI_3002G386700	GOLD domain-containing protein	OS07G0632700 PROTEIN (PTHR22811:SF129)	vesicle coat protein(PC00235)		intracellular protein transport(GO:0006886);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);Golgi organization(GO:0007030)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum-Golgi intermediate compartment(GO:0005793);Golgi apparatus(GO:0005794);membrane(GO:0016020);COPII-coated ER to Golgi transport vesicle(GO:0030134)	2	74099462	74102262	SNP_74122694	74122694	4.24E-11	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_74122694	1	2.0e-09; 2.0e-10; 4.2e-11
SORBI_3002G386800	Protein kinase domain-containing protein	SERINE_THREONINE-PROTEIN KINASE VIK (PTHR44329:SF289)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	signal transduction(GO:0007165)	cytoplasm(GO:0005737)	2	74102304	74106835	SNP_74122694	74122694	4.24E-11	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_74122694	1	2.0e-09; 2.0e-10; 4.2e-11
SORBI_3002G386900	TRUD domain-containing protein	PSEUDOURIDINE SYNTHASE FAMILY PROTEIN (PTHR13326:SF8)		RNA binding(GO:0003723);pseudouridine synthase activity(GO:0009982);isomerase activity(GO:0016853)	pseudouridine synthesis(GO:0001522);tRNA processing(GO:0008033);RNA modification(GO:0009451)	nucleus(GO:0005634)	2	74123525	74132380	SNP_74122694	74122694	4.24E-11	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_74122694	1	2.0e-09; 2.0e-10; 4.2e-11
SORBI_3002G387000	Coenzyme Q-binding protein COQ10 START domain-containing protein	OS07G0633000 PROTEIN (PTHR34133:SF8)				nucleus(GO:0005634)	2	74134498	74136597	SNP_74122694	74122694	4.24E-11	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_74122694	1	2.0e-09; 2.0e-10; 4.2e-11
SORBI_3002G387100	X8 domain-containing protein	X8 DOMAIN-CONTAINING PROTEIN (PTHR31044:SF127)				plasma membrane(GO:0005886);plasmodesma(GO:0009506);side of membrane(GO:0098552)	2	74136008	74139147	SNP_74122694	74122694	4.24E-11	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_74122694	1	2.0e-09; 2.0e-10; 4.2e-11
SORBI_3002G387200	Arginine_serine-rich splicing factor SCL25B transcript I	OS07G0633200 PROTEIN (PTHR23147:SF283)	RNA splicing factor(PC00148)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)	"regulation of alternative mRNA splicing, via spliceosome(GO:0000381)"	nuclear speck(GO:0016607)	2	74142514	74145880	SNP_74122694	74122694	4.24E-11	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_74122694	1	2.0e-09; 2.0e-10; 4.2e-11
SORBI_3002G387300	Large ribosomal subunit protein mL54	LARGE RIBOSOMAL SUBUNIT PROTEIN ML54 (PTHR28595:SF1)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)		mitochondrion(GO:0005739);mitochondrial large ribosomal subunit(GO:0005762);ribosome(GO:0005840);ribonucleoprotein complex(GO:1990904)	2	74146216	74149107	SNP_74122694	74122694	4.24E-11	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_74122694	1	2.0e-09; 2.0e-10; 4.2e-11
SORBI_3002G164960	Uncharacterized protein						2	51442110	51443380	SNP_51450019	51450019	1.07E-10	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_51450019	1	3.0e-10; 1.1e-10; 7.1e-09
SORBI_3002G165020	Starch branching enzyme IIb						2	51463545	51466005	SNP_51450019	51450019	1.07E-10	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_51450019	1	3.0e-10; 1.1e-10; 7.1e-09
SORBI_3001G229401	Uncharacterized protein						1	22097401	22098377	SNP_22112154	22112154	1.17E-10	3	TG(12:0_16:0_18:2); TG(12:0_18:1_18:1); TG(12:0_18:1_18:2)	SNP_22112154; SNP_22112157	2	6.9e-09; 1.2e-10; 4.0e-09
SORBI_3001G125800	Lipoxygenase	LINOLEATE 9S-LIPOXYGENASE 5 (PTHR11771:SF112)	oxygenase(PC00177)	"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213)"	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633);response to wounding(GO:0009611);oxylipin biosynthetic process(GO:0031408);lipid oxidation(GO:0034440);response to other organism(GO:0051707)		1	9902653	9909771	SNP_9926426	9926426	1.18E-10	3	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3)	SNP_9926426	1	1.2e-10; 5.2e-09; 9.5e-10
SORBI_3001G125900	Lipoxygenase	LINOLEATE 9S-LIPOXYGENASE 3-RELATED (PTHR11771:SF49)	oxygenase(PC00177)	"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213);linoleate 9S-lipoxygenase activity(GO:1990136)"	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633);response to wounding(GO:0009611);oxylipin biosynthetic process(GO:0031408);lipid oxidation(GO:0034440);response to other organism(GO:0051707)		1	9916344	9921119	SNP_9926426	9926426	1.18E-10	3	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3)	SNP_9926426	1	1.2e-10; 5.2e-09; 9.5e-10
SORBI_3001G126000	Uncharacterized protein						1	9921516	9923403	SNP_9926426	9926426	1.18E-10	3	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3)	SNP_9926426	1	1.2e-10; 5.2e-09; 9.5e-10
SORBI_3001G126100	F-box domain-containing protein	LD22649P (PTHR20932:SF8)					1	9929171	9932579	SNP_9926426	9926426	1.18E-10	3	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3)	SNP_9926426	1	1.2e-10; 5.2e-09; 9.5e-10
SORBI_3001G126200	N-acetyltransferase domain-containing protein	N-ALPHA-ACETYLTRANSFERASE 20 (PTHR45910:SF1)	acetyltransferase(PC00038)	"protein-N-terminal amino-acid acetyltransferase activity(GO:0004596);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)"	regulation of actin cytoskeleton organization(GO:0032956)	NatB complex(GO:0031416)	1	9932840	9935364	SNP_9926426	9926426	1.18E-10	3	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3)	SNP_9926426	1	1.2e-10; 5.2e-09; 9.5e-10
SORBI_3001G126300	"Adenylosuccinate synthetase 2, chloroplastic"	ADENYLOSUCCINATE SYNTHETASE (PTHR11846:SF0)	ligase(PC00142)	nucleotide binding(GO:0000166);magnesium ion binding(GO:0000287);adenylosuccinate synthase activity(GO:0004019);GTP binding(GO:0005525);ligase activity(GO:0016874);metal ion binding(GO:0046872)	purine nucleotide biosynthetic process(GO:0006164);'de novo' AMP biosynthetic process(GO:0044208);IMP metabolic process(GO:0046040)	cytoplasm(GO:0005737);chloroplast(GO:0009507)	1	9936038	9939441	SNP_9926426	9926426	1.18E-10	3	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3)	SNP_9926426	1	1.2e-10; 5.2e-09; 9.5e-10
SORBI_3001G126400	ATP-dependent RNA helicase	ATP-DEPENDENT RNA HELICASE (PTHR24031:SF771)	RNA helicase(PC00032)	nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000463)"	nucleolus(GO:0005730)	1	9941318	9944719	SNP_9926426	9926426	1.18E-10	3	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3)	SNP_9926426	1	1.2e-10; 5.2e-09; 9.5e-10
SORBI_3001G126500	DUF4217 domain-containing protein			helicase activity(GO:0004386);hydrolase activity(GO:0016787)			1	9944990	9945889	SNP_9926426	9926426	1.18E-10	3	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3)	SNP_9926426	1	1.2e-10; 5.2e-09; 9.5e-10
SORBI_3001G126600	Pescadillo homolog	PESCADILLO HOMOLOG (PTHR12221:SF6)	RNA metabolism protein(PC00031)	RNA binding(GO:0003723);ribonucleoprotein complex binding(GO:0043021)	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000463);maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000466);rRNA processing(GO:0006364);ribosome biogenesis(GO:0042254);ribosomal large subunit biogenesis(GO:0042273)"	"nucleus(GO:0005634);nucleoplasm(GO:0005654);nucleolus(GO:0005730);preribosome, large subunit precursor(GO:0030687);PeBoW complex(GO:0070545)"	1	9946331	9952986	SNP_9926426	9926426	1.18E-10	3	TG(10:0_10:0_10:0); TG(10:0_16:1_18:1); TG(12:0_14:0_18:3)	SNP_9926426	1	1.2e-10; 5.2e-09; 9.5e-10
SORBI_3010G147833	Uncharacterized protein	"RABCONNECTIN-3B, ISOFORM A (PTHR44099:SF4)"				cytoplasm(GO:0005737)	10	42331511	42374634	SNP_42395280	42395280	1.79E-10	3	"9,12,13,TriHODE; Oxo fatty acid (18:3); trans-EKODE-(E)-Ib"	SNP_42395280	1	8.2e-10; 1.8e-10; 3.6e-10
