GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_SNP	Best_SNP_Position	Best_P_Value	N_Phenotypes	Phenotypes	All_SNPs	N_SNPs	P_Values
SORBI_3010G153466	SNF2 N-terminal domain-containing protein			nucleotide binding(GO:0000166);DNA binding(GO:0003677);helicase activity(GO:0004386);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887)		nucleus(GO:0005634)	10	44593519	44603097	SNP_44603793	44603793	2.93E-11	2	MGDG(16:0_18:1); SQDG(16:0_18:1)	SNP_44603793; SNP_44616246	2	4.2e-09; 2.9e-11
SORBI_3010G153532	Uncharacterized protein						10	44602117	44603499	SNP_44603793	44603793	2.93E-11	2	MGDG(16:0_18:1); SQDG(16:0_18:1)	SNP_44603793; SNP_44616246	2	4.2e-09; 2.9e-11
SORBI_3007G179750	Ig-like domain-containing protein	CYTOCHROME P450 78A9 (PTHR47946:SF23)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)"	system development(GO:0048731)		7	61276500	61279595	SNP_61302331	61302331	3.04E-11	2	TG(14:0_14:0_16:1); TG(14:0_16:0_18:1)	SNP_61302331	1	4.0e-10; 3.0e-11
SORBI_3003G082100	SHSP domain-containing protein	16.9 KDA CLASS I HEAT SHOCK PROTEIN 1 (PTHR11527:SF351)	chaperone(PC00072)	unfolded protein binding(GO:0051082)	protein folding(GO:0006457);response to heat(GO:0009408);response to salt stress(GO:0009651);response to hydrogen peroxide(GO:0042542);protein complex oligomerization(GO:0051259)		3	7045568	7046335	SNP_7070107	7070107	3.08E-11	2	FA(22:1); TG(14:0_18:3_18:3)	SNP_7070107; SNP_7067148	2	1.8e-09; 3.1e-11
SORBI_3008G082150	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	cytoplasm(GO:0005737)	8	14968415	14970352	SNP_14944704	14944704	3.15E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; AEG(o-15:2_15:0)"	SNP_14944704; SNP_14969658	2	3.1e-11; 2.6e-09
SORBI_3007G181100	Protein DETOXIFICATION	PROTEIN DETOXIFICATION (PTHR11206:SF144)	transporter(PC00227)	antiporter activity(GO:0015297);transmembrane transporter activity(GO:0022857);xenobiotic transmembrane transporter activity(GO:0042910)	transmembrane transport(GO:0055085);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)	membrane(GO:0016020)	7	61437164	61442361	SNP_61463031	61463031	3.37E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_61463031	1	3.7e-09; 3.4e-11
SORBI_3007G181300	Aminotransferase-like plant mobile domain-containing protein						7	61464709	61466596	SNP_61463031	61463031	3.37E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_61463031	1	3.7e-09; 3.4e-11
SORBI_3007G181400	TraB domain-containing protein	TRAB FAMILY PROTEIN (PTHR21530:SF0)					7	61469424	61471664	SNP_61463031	61463031	3.37E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_61463031	1	3.7e-09; 3.4e-11
SORBI_3007G181500	AP2_ERF domain-containing protein	DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 1D (PTHR31839:SF11)		DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	7	61478933	61480345	SNP_61463031	61463031	3.37E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_61463031	1	3.7e-09; 3.4e-11
SORBI_3007G181600	Enoyl reductase (ER) domain-containing protein	SORBITOL DEHYDROGENASE (PTHR43161:SF9)	dehydrogenase(PC00092)	"zinc ion binding(GO:0008270);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);metal ion binding(GO:0046872)"		cytosol(GO:0005829)	7	61481623	61484493	SNP_61463031	61463031	3.37E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_61463031	1	3.7e-09; 3.4e-11
SORBI_3010G110901	Uncharacterized protein						10	11158343	11159200	SNP_11170504	11170504	3.39E-11	2	MGDG(16:0_18:1); SQDG(16:0_18:1)	SNP_11170504	1	4.8e-09; 3.4e-11
SORBI_3010G111000	Uncharacterized protein						10	11164619	11165444	SNP_11170504	11170504	3.39E-11	2	MGDG(16:0_18:1); SQDG(16:0_18:1)	SNP_11170504	1	4.8e-09; 3.4e-11
SORBI_3003G036800	Uncharacterized protein	ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 59 (PTHR44489:SF8)					3	3386008	3390065	SNP_3412405	3412405	3.57E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_3412405; SNP_3410016	2	6.2e-09; 3.6e-11
SORBI_3003G036900	Tyrosine-protein kinase ephrin type A_B receptor-like domain-containing protein	EPHRIN TYPE-B RECEPTOR (PTHR31513:SF1)	transmembrane signal receptor(PC00197)				3	3391787	3402643	SNP_3412405	3412405	3.57E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_3412405; SNP_3410016	2	6.2e-09; 3.6e-11
SORBI_3003G036950	Uncharacterized protein						3	3414839	3416670	SNP_3412405	3412405	3.57E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_3412405; SNP_3410016	2	6.2e-09; 3.6e-11
SORBI_3006G244700	"6,7-dimethyl-8-ribityllumazine synthase"	"6,7-DIMETHYL-8-RIBITYLLUMAZINE SYNTHASE (PTHR21058:SF0)"	transferase(PC00220)	"6,7-dimethyl-8-ribityllumazine synthase activity(GO:0000906);transferase activity(GO:0016740)"	riboflavin biosynthetic process(GO:0009231)	cytoplasm(GO:0005737);riboflavin synthase complex(GO:0009349)	6	58440446	58445699	SNP_58457321	58457321	3.69E-11	2	FA(22:1); PC(18:2_20:4)	SNP_58457321; SNP_58450387	2	3.7e-11; 5.5e-09
SORBI_3006G244800	Protein TIFY	PROTEIN TIFY 3A-RELATED (PTHR33077:SF61)			response to wounding(GO:0009611);regulation of defense response(GO:0031347);regulation of jasmonic acid mediated signaling pathway(GO:2000022)	nucleus(GO:0005634)	6	58463788	58467690	SNP_58457321	58457321	3.69E-11	2	FA(22:1); PC(18:2_20:4)	SNP_58457321; SNP_58487275	2	3.7e-11; 5.9e-10
SORBI_3006G244900	Uncharacterized protein	"PROTEIN FATTY ACID EXPORT 2, CHLOROPLASTIC (PTHR12668:SF37)"		fatty acid transmembrane transporter activity(GO:0015245)	fatty acid transport(GO:0015908)	chloroplast inner membrane(GO:0009706);membrane(GO:0016020)	6	58469597	58472783	SNP_58457321	58457321	3.69E-11	2	FA(22:1); PC(18:2_20:4)	SNP_58457321; SNP_58487275	2	3.7e-11; 5.9e-10
SORBI_3006G245000	Uncharacterized protein						6	58475309	58475527	SNP_58457321	58457321	3.69E-11	2	FA(22:1); PC(18:2_20:4)	SNP_58457321; SNP_58487275	2	3.7e-11; 5.9e-10
SORBI_3006G245100	Vacuolar cation_proton exchanger (Fragment)	VACUOLAR CATION_PROTON EXCHANGER 3 (PTHR31503:SF53)	transporter(PC00227)	monoatomic cation transmembrane transporter activity(GO:0008324);antiporter activity(GO:0015297);calcium:proton antiporter activity(GO:0015369)	monoatomic ion transport(GO:0006811);monoatomic cation transport(GO:0006812);calcium ion transport(GO:0006816);intracellular calcium ion homeostasis(GO:0006874);transmembrane transport(GO:0055085);calcium ion transmembrane transport(GO:0070588);proton transmembrane transport(GO:1902600)	vacuolar membrane(GO:0005774);plant-type vacuole membrane(GO:0009705);membrane(GO:0016020)	6	58476028	58479580	SNP_58457321	58457321	3.69E-11	2	FA(22:1); PC(18:2_20:4)	SNP_58457321; SNP_58487275	2	3.7e-11; 5.9e-10
SORBI_3006G245200	F-box domain-containing protein	RECEPTOR-LIKE KINASE-LIKE (PTHR35546:SF17)					6	58481412	58483311	SNP_58457321	58457321	3.69E-11	2	FA(22:1); PC(18:2_20:4)	SNP_58457321; SNP_58487275	2	3.7e-11; 5.9e-10
SORBI_3004G052600	Uncharacterized protein						4	4265149	4267044	SNP_4249225	4249225	3.81E-11	2	"13-Keto-9Z,11E-octadecadienoic acid; 13S-HOTrE"	SNP_4249225	1	3.8e-11; 3.8e-11
SORBI_3001G512300	Uncharacterized protein	MITOCHONDRIAL OUTER MEMBRANE PROTEIN PORIN 4 (PTHR11743:SF27)	voltage-gated ion channel(PC00241)	voltage-gated monoatomic anion channel activity(GO:0008308);porin activity(GO:0015288)	monoatomic ion transport(GO:0006811);response to bacterium(GO:0009617);transmembrane transport(GO:0055085);monoatomic anion transmembrane transport(GO:0098656)	mitochondrion(GO:0005739);mitochondrial outer membrane(GO:0005741);membrane(GO:0016020);pore complex(GO:0046930)	1	78006104	78009551	SNP_78033790	78033790	4.21E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_78033790; SNP_78000821	2	4.2e-11; 7.2e-10
SORBI_3001G512400	CSC1-like protein	EXPRESSED PROTEIN (PTHR13018:SF114)		calcium-activated cation channel activity(GO:0005227)	monoatomic ion transmembrane transport(GO:0034220);monoatomic cation transmembrane transport(GO:0098655)	plasma membrane(GO:0005886);membrane(GO:0016020)	1	78011687	78014384	SNP_78033790	78033790	4.21E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_78033790; SNP_78000821	2	4.2e-11; 7.2e-10
SORBI_3001G512500	"Protein CHAPERONE-LIKE PROTEIN OF POR1, chloroplastic"	OS03G0137300 PROTEIN (PTHR33372:SF10)				chloroplast membrane(GO:0031969)	1	78019551	78022956	SNP_78033790	78033790	4.21E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_78033790; SNP_78000821	2	4.2e-11; 7.2e-10
SORBI_3001G512600	protein-serine_threonine phosphatase	PROTEIN PHOSPHATASE 2C 28-RELATED (PTHR47992:SF237)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	regulation of intracellular signal transduction(GO:1902531)	membrane(GO:0016020)	1	78023368	78027507	SNP_78033790	78033790	4.21E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_78033790; SNP_78000821	2	4.2e-11; 7.2e-10
SORBI_3001G467000	ADP-ribosylation factor-like protein 8B	ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 8 (PTHR45732:SF7)		nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525);metal ion binding(GO:0046872)	chromosome segregation(GO:0007059);protein transport(GO:0015031);defense response to virus(GO:0051607)	lysosomal membrane(GO:0005765);spindle(GO:0005819);late endosome membrane(GO:0031902)	1	74020366	74024411	SNP_74038916	74038916	4.35E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_74038916	1	5.8e-09; 4.4e-11
SORBI_3001G467100	SURF1-like protein	SURFEIT LOCUS PROTEIN 1 (PTHR23427:SF2)	chaperone(PC00072)			mitochondrial inner membrane(GO:0005743);membrane(GO:0016020)	1	74024412	74030757	SNP_74038916	74038916	4.35E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_74038916	1	5.8e-09; 4.4e-11
SORBI_3001G467150	Uncharacterized protein						1	74026941	74027491	SNP_74038916	74038916	4.35E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_74038916	1	5.8e-09; 4.4e-11
SORBI_3001G467200	Uncharacterized protein	PROTEIN NPGR1 (PTHR44102:SF4)					1	74033170	74037753	SNP_74038916	74038916	4.35E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_74038916	1	5.8e-09; 4.4e-11
SORBI_3001G467300	Small ribosomal subunit protein eS1	SMALL RIBOSOMAL SUBUNIT PROTEIN ES1 (PTHR11830:SF0)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	cytoplasm(GO:0005737);cytosol(GO:0005829);ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)	1	74039439	74042123	SNP_74038916	74038916	4.35E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_74038916	1	5.8e-09; 4.4e-11
SORBI_3001G467400	Cysteine-rich transmembrane CYSTM domain-containing protein	CYSTM DOMAIN-CONTAINING PROTEIN (PTHR31568:SF21)				plasma membrane(GO:0005886)	1	74047761	74048812	SNP_74038916	74038916	4.35E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_74038916	1	5.8e-09; 4.4e-11
SORBI_3001G467500	DUF4228 domain-containing protein	EXPRESSED PROTEIN (PTHR33413:SF1)					1	74049849	74052252	SNP_74038916	74038916	4.35E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_74038916	1	5.8e-09; 4.4e-11
SORBI_3001G467600	Heptahelical transmembrane protein 4	"HAEMOLYSIN-III RELATED FAMILY PROTEIN, EXPRESSED (PTHR20855:SF113)"	G-protein coupled receptor(PC00021)	signaling receptor activity(GO:0038023);metal ion binding(GO:0046872)	response to hormone(GO:0009725);response to sucrose(GO:0009744)	membrane(GO:0016020)	1	74059460	74061191	SNP_74038916	74038916	4.35E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_74038916	1	5.8e-09; 4.4e-11
SORBI_3010G221600	HIT domain-containing protein	HISTIDINE TRIAD NUCLEOTIDE-BINDING 2 (PTHR23089:SF51)	nucleotide phosphatase(PC00173)	catalytic activity(GO:0003824);adenylylsulfatase activity(GO:0047627)	sulfur compound metabolic process(GO:0006790);purine ribonucleotide metabolic process(GO:0009150)	cytoplasm(GO:0005737)	10	56425400	56428107	SNP_56440428	56440428	4.49E-11	2	FA(22:1); PC(18:2_20:4)	SNP_56440428; SNP_56451240	2	4.5e-11; 5.9e-10
SORBI_3010G221700	Uncharacterized protein						10	56429222	56429585	SNP_56440428	56440428	4.49E-11	2	FA(22:1); PC(18:2_20:4)	SNP_56440428; SNP_56451240	2	4.5e-11; 5.9e-10
SORBI_3010G221800	Phosphoglycerate kinase	"PHOSPHOGLYCERATE KINASE 3, CYTOSOLIC (PTHR11406:SF27)"	carbohydrate kinase(PC00065)	nucleotide binding(GO:0000166);phosphoglycerate kinase activity(GO:0004618);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);ADP binding(GO:0043531)	gluconeogenesis(GO:0006094);glycolytic process(GO:0006096)	cytosol(GO:0005829)	10	56433551	56437233	SNP_56440428	56440428	4.49E-11	2	FA(22:1); PC(18:2_20:4)	SNP_56440428; SNP_56451240	2	4.5e-11; 5.9e-10
SORBI_3001G470200	CASP-like protein 2U2	CASP-LIKE PROTEIN OS03G0196400 (PTHR11615:SF344)	dehydrogenase(PC00092)			plasma membrane(GO:0005886)	1	74312826	74317732	SNP_74288594	74288594	4.63E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; PC(18:2_20:4)"	SNP_74288594; SNP_74324035	2	4.6e-11; 6.0e-10
SORBI_3010G152850	Uncharacterized protein						10	44505356	44508261	SNP_44527382	44527382	4.65E-11	2	MGDG(16:0_18:1); SQDG(16:0_18:1)	SNP_44527382; SNP_44483497	2	3.8e-09; 4.7e-11
SORBI_3010G152900	Fibronectin type III-like domain-containing protein	GLYCOSYL HYDROLASE FAMILY 3 C TERMINAL DOMAIN CONTAINING PROTEIN (PTHR42721:SF46)	glucosidase(PC00108)	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);xylan 1,4-beta-xylosidase activity(GO:0009044);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);alpha-L-arabinofuranosidase activity(GO:0046556)"	carbohydrate metabolic process(GO:0005975);arabinan catabolic process(GO:0031222);xylan catabolic process(GO:0045493)		10	44512062	44515190	SNP_44527382	44527382	4.65E-11	2	MGDG(16:0_18:1); SQDG(16:0_18:1)	SNP_44527382; SNP_44508427	2	5.6e-09; 4.7e-11
SORBI_3010G153000	Uncharacterized protein	TROPOMYOSIN (PTHR38353:SF2)	actin binding motor protein(PC00040)				10	44516453	44523115	SNP_44527382	44527382	4.65E-11	2	MGDG(16:0_18:1); SQDG(16:0_18:1)	SNP_44527382; SNP_44508427	2	5.6e-09; 4.7e-11
SORBI_3010G153100	Endoplasmic reticulum transmembrane protein	ENDOPLASMIC RETICULUM TRANSMEMBRANE PROTEIN (PTHR12701:SF18)	membrane traffic protein(PC00150)		intracellular protein transport(GO:0006886);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192);protein localization to endoplasmic reticulum exit site(GO:0070973)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789);membrane(GO:0016020)	10	44529015	44538215	SNP_44527382	44527382	4.65E-11	2	MGDG(16:0_18:1); SQDG(16:0_18:1)	SNP_44527382; SNP_44508427	2	5.6e-09; 4.7e-11
SORBI_3006G027700	Amidase domain-containing protein						6	5696252	5696955	SNP_5703865	5703865	4.73E-11	2	MGDG(16:0_18:1); SQDG(16:0_18:1)	SNP_5703865	1	4.1e-10; 4.7e-11
SORBI_3006G027800							6	5722778	5726428	SNP_5703865	5703865	4.73E-11	2	MGDG(16:0_18:1); SQDG(16:0_18:1)	SNP_5703865	1	4.1e-10; 4.7e-11
SORBI_3010G116650	Uncharacterized protein						10	12718960	12719888	SNP_12734225	12734225	4.88E-11	2	MGDG(16:0_18:1); SQDG(16:0_18:1)	SNP_12734225	1	4.6e-09; 4.9e-11
SORBI_3001G404400	Uncharacterized protein	F14D16.11-RELATED (PTHR47994:SF5)		transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	1	68915238	68917810	SNP_68940586	68940586	4.90E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_68940586	1	2.6e-09; 4.9e-11
SORBI_3001G404500	Gamma-interferon-inducible lysosomal thiol reductase	"GAMMA INTERFERON INDUCIBLE LYSOSOMAL THIOL REDUCTASE FAMILY PROTEIN, EXPRESSED (PTHR13234:SF75)"	reductase(PC00198)	"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor(GO:0016671)"			1	68918056	68921644	SNP_68940586	68940586	4.90E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_68940586	1	2.6e-09; 4.9e-11
SORBI_3001G404600	Rab3 GTPase-activating protein catalytic subunit	RAB3 GTPASE-ACTIVATING PROTEIN CATALYTIC SUBUNIT (PTHR21422:SF9)	GTPase-activating protein(PC00257)	GTPase activator activity(GO:0005096)	positive regulation of autophagosome assembly(GO:2000786)	cytoplasm(GO:0005737)	1	68922089	68932959	SNP_68940586	68940586	4.90E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_68940586	1	2.6e-09; 4.9e-11
SORBI_3001G404700	Protein kinase domain-containing protein	PROTEIN KINASE LIKE PROTEIN (PTHR44329:SF84)	non-receptor serine/threonine protein kinase(PC00167)	protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)	signal transduction(GO:0007165)		1	68941903	68945910	SNP_68940586	68940586	4.90E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_68940586	1	2.6e-09; 4.9e-11
SORBI_3001G404800	CHCH domain-containing protein	NADH DEHYDROGENASE [UBIQUINONE] 1 ALPHA SUBCOMPLEX SUBUNIT 8 (PTHR13344:SF0)	oxidoreductase(PC00176)		"mitochondrial electron transport, NADH to ubiquinone(GO:0006120)"	mitochondrion(GO:0005739);respiratory chain complex I(GO:0045271)	1	68947634	68951155	SNP_68940586	68940586	4.90E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_68940586	1	2.6e-09; 4.9e-11
SORBI_3001G404900	E1 ubiquitin-activating enzyme	E1 UBIQUITIN-ACTIVATING ENZYME (PTHR10953:SF243)	ubiquitin-protein ligase(PC00234)	nucleotide binding(GO:0000166);ubiquitin activating enzyme activity(GO:0004839);ubiquitin-protein transferase activity(GO:0004842);ATP binding(GO:0005524);ubiquitin-like modifier activating enzyme activity(GO:0008641);ligase activity(GO:0016874)	ubiquitin-dependent protein catabolic process(GO:0006511);DNA damage response(GO:0006974);protein ubiquitination(GO:0016567)	nucleus(GO:0005634);cytoplasm(GO:0005737)	1	68953104	68959260	SNP_68940586	68940586	4.90E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_68940586	1	2.6e-09; 4.9e-11
SORBI_3001G404950	Uncharacterized protein						1	68959289	68960352	SNP_68940586	68940586	4.90E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_68940586	1	2.6e-09; 4.9e-11
SORBI_3001G405000	Protein kinase domain-containing protein	OS03G0294800 PROTEIN (PTHR46084:SF42)		protein kinase activity(GO:0004672);ATP binding(GO:0005524)		endomembrane system(GO:0012505)	1	68963636	68966643	SNP_68940586	68940586	4.90E-11	2	"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; FA(22:1)"	SNP_68940586	1	2.6e-09; 4.9e-11
SORBI_3009G153000	Actin	ACTIN-1 (PTHR11937:SF248)	actin and actin related protein(PC00039)	nucleotide binding(GO:0000166);structural constituent of cytoskeleton(GO:0005200);ATP binding(GO:0005524);hydrolase activity(GO:0016787)	cytoskeleton organization(GO:0007010);root hair elongation(GO:0048767)	nucleus(GO:0005634);cytoskeleton(GO:0005856)	9	50933121	50936646	SNP_50957090	50957090	4.94E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_50957090	1	1.6e-09; 4.9e-11
SORBI_3009G153100	RING-type E3 ubiquitin transferase	RING-TYPE E3 UBIQUITIN TRANSFERASE (PTHR45798:SF100)		zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	protein ubiquitination(GO:0016567)	membrane(GO:0016020)	9	50938921	50939577	SNP_50957090	50957090	4.94E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_50957090	1	1.6e-09; 4.9e-11
SORBI_3009G153200	U-box domain-containing protein	U-BOX DOMAIN-CONTAINING PROTEIN (PTHR22849:SF163)		ubiquitin-protein transferase activity(GO:0004842);transferase activity(GO:0016740);ubiquitin protein ligase activity(GO:0061630)	protein ubiquitination(GO:0016567)		9	50944346	50947868	SNP_50957090	50957090	4.94E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_50957090	1	1.6e-09; 4.9e-11
SORBI_3009G153300	Btz domain-containing protein						9	50954197	50956185	SNP_50957090	50957090	4.94E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_50957090	1	1.6e-09; 4.9e-11
SORBI_3009G153333	Reverse transcriptase zinc-binding domain-containing protein	OS03G0794050 PROTEIN (PTHR47746:SF85)					9	50962224	50964906	SNP_50957090	50957090	4.94E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_50957090	1	1.6e-09; 4.9e-11
SORBI_3009G153366	Uncharacterized protein						9	50967847	50971465	SNP_50957090	50957090	4.94E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_50957090	1	1.6e-09; 4.9e-11
SORBI_3009G153400	Dof zinc finger protein	DOF ZINC FINGER PROTEIN (PTHR31992:SF321)		DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	9	50971939	50975263	SNP_50957090	50957090	4.94E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_50957090	1	1.6e-09; 4.9e-11
SORBI_3009G153500	PGG domain-containing protein	ANKYRIN REPEAT FAMILY PROTEIN (PTHR24121:SF21)				membrane(GO:0016020)	9	50978661	50981253	SNP_50957090	50957090	4.94E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_50957090	1	1.6e-09; 4.9e-11
SORBI_3009G085051	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	cytoplasm(GO:0005737)	9	14241689	14243545	SNP_14227457	14227457	5.14E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_14227457	1	2.8e-10; 5.1e-11
SORBI_3003G201900	Splicing factor YJU2	SPLICING FACTOR YJU2 (PTHR12111:SF1)	RNA splicing factor(PC00148)	first spliceosomal transesterification activity(GO:0000384);metal ion binding(GO:0046872)	"generation of catalytic spliceosome for first transesterification step(GO:0000349);mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);RNA splicing(GO:0008380);mRNA cis splicing, via spliceosome(GO:0045292)"	nucleus(GO:0005634);spliceosomal complex(GO:0005681);U2-type catalytic step 1 spliceosome(GO:0071006)	3	53157958	53162720	SNP_53153418	53153418	5.15E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_53153418	1	3.6e-09; 5.2e-11
SORBI_3003G202000	Auxin responsive protein	AUXIN RESPONSIVE PROTEIN (PTHR31374:SF212)			response to auxin(GO:0009733)		3	53168281	53169183	SNP_53153418	53153418	5.15E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_53153418	1	3.6e-09; 5.2e-11
SORBI_3003G202100	Protein arginine methyltransferase NDUFAF7	"PROTEIN ARGININE METHYLTRANSFERASE NDUFAF7, MITOCHONDRIAL (PTHR12049:SF7)"		methyltransferase activity(GO:0008168);transferase activity(GO:0016740);protein-arginine omega-N symmetric methyltransferase activity(GO:0035243)	methylation(GO:0032259);mitochondrial respiratory chain complex I assembly(GO:0032981)	mitochondrion(GO:0005739)	3	53175259	53179402	SNP_53153418	53153418	5.15E-11	2	PC(18:1_20:4); PC(18:2_20:4)	SNP_53153418	1	3.6e-09; 5.2e-11
SORBI_3006G219700	RIN4 pathogenic type III effector avirulence factor Avr cleavage site domain-containing protein	PROTEIN NOI4 (PTHR33159:SF93)				plasma membrane(GO:0005886)	6	56695999	56696898	SNP_56713480	56713480	5.19E-11	2	FA(22:1); PC(18:2_20:4)	SNP_56713480	1	5.2e-11; 1.0e-09
SORBI_3006G219801							6	56699699	56709275	SNP_56713480	56713480	5.19E-11	2	FA(22:1); PC(18:2_20:4)	SNP_56713480	1	5.2e-11; 1.0e-09
SORBI_3006G219900	DUF6598 domain-containing protein	OS08G0141000 PROTEIN (PTHR33065:SF177)					6	56710912	56714129	SNP_56713480	56713480	5.19E-11	2	FA(22:1); PC(18:2_20:4)	SNP_56713480	1	5.2e-11; 1.0e-09
