condition,layer,GeneID,trait,max_r2,best_p
CTL,individual,SORBI_3007G090403,TG(18:0_18:2_18:2),0.948018,3.701391e-10
CTL,individual,SORBI_3007G090403,TG(18:1_18:2_18:2),0.948018,3.677873e-09
CTL,individual,SORBI_3007G090406,TG(16:0_16:0_20:1),0.451768,1.861479e-10
CTL,individual,SORBI_3007G090406,TG(16:0_18:0_18:2),0.451768,2.56959e-09
CTL,individual,SORBI_3007G090406,TG(16:0_18:1_18:1),0.451768,2.076814e-10
CTL,individual,SORBI_3007G090406,TG(16:0_18:1_20:0),0.451768,4.425639e-10
CTL,individual,SORBI_3007G090406,TG(16:0_18:1_20:1),0.451768,6.578916e-10
CTL,individual,SORBI_3007G090406,TG(16:0_18:1_20:2),0.451768,7.334544e-09
CTL,individual,SORBI_3007G090406,TG(16:1_18:1_18:1),0.451768,5.608073e-09
CTL,individual,SORBI_3007G090406,TG(18:0_18:2_18:2),0.451768,3.701391e-10
CTL,individual,SORBI_3007G090406,TG(18:1_18:2_18:2),0.451768,3.677873e-09
CTL,individual,SORBI_3007G090412,TG(16:0_16:0_20:1),0.97036,1.861479e-10
CTL,individual,SORBI_3007G090412,TG(16:0_18:0_18:2),0.97036,2.56959e-09
CTL,individual,SORBI_3007G090412,TG(16:0_18:1_18:1),0.97036,2.076814e-10
CTL,individual,SORBI_3007G090412,TG(16:0_18:1_20:0),0.97036,4.425639e-10
CTL,individual,SORBI_3007G090412,TG(16:0_18:1_20:1),0.97036,6.578916e-10
CTL,individual,SORBI_3007G090412,TG(16:0_18:1_20:2),0.97036,7.334544e-09
CTL,individual,SORBI_3007G090412,TG(16:1_18:1_18:1),0.97036,5.608073e-09
CTL,individual,SORBI_3007G090412,TG(18:0_18:2_18:2),0.97036,3.701391e-10
CTL,individual,SORBI_3007G090412,TG(18:1_18:2_18:2),0.97036,3.677873e-09
CTL,individual,SORBI_3007G090415,TG(16:0_16:0_20:1),0.97036,1.861479e-10
CTL,individual,SORBI_3007G090415,TG(16:0_18:0_18:2),0.97036,2.56959e-09
CTL,individual,SORBI_3007G090415,TG(16:0_18:1_18:1),0.97036,2.076814e-10
CTL,individual,SORBI_3007G090415,TG(16:0_18:1_20:0),0.97036,4.425639e-10
CTL,individual,SORBI_3007G090415,TG(16:0_18:1_20:1),0.97036,6.578916e-10
CTL,individual,SORBI_3007G090415,TG(16:0_18:1_20:2),0.97036,7.334544e-09
CTL,individual,SORBI_3007G090415,TG(16:1_18:1_18:1),0.97036,5.608073e-09
CTL,individual,SORBI_3007G090415,TG(18:0_18:2_18:2),0.97036,3.701391e-10
CTL,individual,SORBI_3007G090415,TG(18:1_18:2_18:2),0.97036,3.677873e-09
CTL,individual,SORBI_3007G090418,TG(16:0_16:0_20:1),0.949601,1.861479e-10
CTL,individual,SORBI_3007G090418,TG(16:0_18:0_18:2),0.949601,2.56959e-09
CTL,individual,SORBI_3007G090418,TG(16:0_18:1_18:1),0.949601,2.076814e-10
CTL,individual,SORBI_3007G090418,TG(16:0_18:1_20:0),0.949601,4.425639e-10
CTL,individual,SORBI_3007G090418,TG(16:0_18:1_20:1),0.949601,6.578916e-10
CTL,individual,SORBI_3007G090418,TG(16:0_18:1_20:2),0.949601,7.334544e-09
CTL,individual,SORBI_3007G090418,TG(16:1_18:1_18:1),0.949601,5.608073e-09
CTL,individual,SORBI_3007G090418,TG(18:0_18:2_18:2),0.949601,3.701391e-10
CTL,individual,SORBI_3007G090418,TG(18:1_18:2_18:2),0.949601,3.677873e-09
CTL,individual,SORBI_3007G090421,TG(16:0_16:0_20:1),0.97036,1.861479e-10
CTL,individual,SORBI_3007G090421,TG(16:0_18:0_18:2),0.97036,2.56959e-09
CTL,individual,SORBI_3007G090421,TG(16:0_18:1_18:1),0.97036,2.076814e-10
CTL,individual,SORBI_3007G090421,TG(16:0_18:1_20:0),0.97036,4.425639e-10
CTL,individual,SORBI_3007G090421,TG(16:0_18:1_20:1),0.97036,6.578916e-10
CTL,individual,SORBI_3007G090421,TG(16:0_18:1_20:2),0.97036,7.334544e-09
CTL,individual,SORBI_3007G090421,TG(16:1_18:1_18:1),0.97036,5.608073e-09
CTL,individual,SORBI_3007G090421,TG(18:0_18:2_18:2),0.97036,3.701391e-10
CTL,individual,SORBI_3007G090421,TG(18:1_18:2_18:2),0.97036,3.677873e-09
CTL,individual,SORBI_3007G090424,TG(16:0_16:0_20:1),0.97036,1.861479e-10
CTL,individual,SORBI_3007G090424,TG(16:0_18:0_18:2),0.97036,2.56959e-09
CTL,individual,SORBI_3007G090424,TG(16:0_18:1_18:1),0.97036,2.076814e-10
CTL,individual,SORBI_3007G090424,TG(16:0_18:1_20:0),0.97036,4.425639e-10
CTL,individual,SORBI_3007G090424,TG(16:0_18:1_20:1),0.97036,6.578916e-10
CTL,individual,SORBI_3007G090424,TG(16:0_18:1_20:2),0.97036,7.334544e-09
CTL,individual,SORBI_3007G090424,TG(16:1_18:1_18:1),0.97036,5.608073e-09
CTL,individual,SORBI_3007G090424,TG(18:0_18:2_18:2),0.97036,3.701391e-10
CTL,individual,SORBI_3007G090424,TG(18:1_18:2_18:2),0.97036,3.677873e-09
CTL,individual,SORBI_3007G090537,TG(16:0_16:0_20:1),0.659214,1.124333e-09
CTL,individual,SORBI_3007G090537,TG(16:0_18:1_18:1),0.659214,2.425993e-09
CTL,individual,SORBI_3007G090537,TG(16:0_18:1_20:1),0.659214,1.542746e-09
CTL,individual,SORBI_3007G090537,TG(16:0_18:1_20:2),0.659214,2.018629e-09
CTL,individual,SORBI_3007G090537,TG(18:0_18:2_18:2),0.659214,3.033456e-09
CTL,individual,SORBI_3007G090600,TG(16:0_16:0_20:1),0.704368,1.124333e-09
CTL,individual,SORBI_3007G090600,TG(16:0_18:1_18:1),0.704368,2.425993e-09
CTL,individual,SORBI_3007G090600,TG(16:0_18:1_20:1),0.704368,1.542746e-09
CTL,individual,SORBI_3007G090600,TG(16:0_18:1_20:2),0.704368,2.018629e-09
CTL,individual,SORBI_3007G090600,TG(18:0_18:2_18:2),0.704368,3.033456e-09
CTL,individual,SORBI_3007G090701,TG(16:0_16:0_20:1),0.635279,1.124333e-09
CTL,individual,SORBI_3007G090701,TG(16:0_18:1_18:1),0.635279,2.425993e-09
CTL,individual,SORBI_3007G090701,TG(16:0_18:1_20:1),0.635279,1.542746e-09
CTL,individual,SORBI_3007G090701,TG(16:0_18:1_20:2),0.635279,2.018629e-09
CTL,individual,SORBI_3007G090701,TG(18:0_18:2_18:2),0.635279,3.033456e-09
CTL,individual,SORBI_3007G096900,TG(16:0_18:1_20:0),0.724467,2.273023e-09
CTL,individual,SORBI_3007G096900,TG(16:0_18:1_20:1),0.724467,5.110086e-09
CTL,individual,SORBI_3007G096900,TG(16:0_18:1_20:2),0.724467,7.019844e-09
CTL,individual,SORBI_3007G096900,TG(18:2_22:0_22:3),0.885933,5.403135e-10
CTL,individual,SORBI_3007G097000,TG(16:0_18:1_20:0),0.681763,2.273023e-09
CTL,individual,SORBI_3007G097000,TG(16:0_18:1_20:1),0.681763,5.110086e-09
CTL,individual,SORBI_3007G097000,TG(16:0_18:1_20:2),0.681763,7.019844e-09
CTL,individual,SORBI_3007G097000,TG(18:2_22:0_22:3),0.741427,5.403135e-10
CTL,individual,SORBI_3007G099133,TG(16:0_16:0_18:1),0.96682,6.753945e-09
CTL,individual,SORBI_3007G099133,TG(16:0_16:0_20:1),0.96682,3.699201e-11
CTL,individual,SORBI_3007G099133,TG(16:0_18:0_18:2),0.96682,4.632333e-09
CTL,individual,SORBI_3007G099133,TG(16:0_18:1_18:1),0.96682,5.98337e-11
CTL,individual,SORBI_3007G099133,TG(16:0_18:1_20:0),0.96682,6.58859e-09
CTL,individual,SORBI_3007G099133,TG(16:0_18:1_20:1),0.96682,1.896369e-09
CTL,individual,SORBI_3007G099133,TG(16:1_18:1_18:1),0.96682,3.202575e-09
CTL,individual,SORBI_3007G099133,TG(18:0_18:2_18:2),0.96682,1.194173e-09
CTL,individual,SORBI_3007G099400,TG(18:1_20:1_22:1),0.870624,9.831385e-11
CTL,individual,SORBI_3007G099400,TG(18:2_22:0_22:3),0.870624,1.438554e-11
CTL,individual,SORBI_3007G099500,TG(18:1_20:1_22:1),0.855365,9.831385e-11
CTL,individual,SORBI_3007G099500,TG(18:2_22:0_22:3),0.855365,1.438554e-11
CTL,individual,SORBI_3007G100800,TG(16:0_16:0_20:1),0.633902,4.9312e-09
CTL,individual,SORBI_3007G100800,TG(16:0_18:1_18:1),0.633902,2.379155e-09
CTL,individual,SORBI_3007G101500,TG(16:0_16:0_18:1),0.844111,5.471235e-10
CTL,individual,SORBI_3007G101500,TG(16:0_16:0_20:1),0.844111,1.588241e-11
CTL,individual,SORBI_3007G101500,TG(16:0_18:0_18:2),0.844111,1.345658e-10
CTL,individual,SORBI_3007G101500,TG(16:0_18:1_18:1),0.844111,1.777013e-11
CTL,individual,SORBI_3007G101500,TG(16:0_18:1_18:2),0.844111,5.488802e-10
CTL,individual,SORBI_3007G101500,TG(16:0_18:1_20:0),0.844111,4.833673e-10
CTL,individual,SORBI_3007G101500,TG(16:0_18:1_20:1),0.844111,4.996562e-11
CTL,individual,SORBI_3007G101500,TG(16:1_18:1_18:1),0.844111,7.033721e-11
CTL,individual,SORBI_3007G101500,TG(18:0_18:2_18:2),0.844111,4.875882e-11
CTL,individual,SORBI_3007G101600,TG(16:0_16:0_18:1),0.571181,5.471235e-10
CTL,individual,SORBI_3007G101600,TG(16:0_16:0_20:1),0.571181,1.588241e-11
CTL,individual,SORBI_3007G101600,TG(16:0_18:0_18:2),0.571181,1.345658e-10
CTL,individual,SORBI_3007G101600,TG(16:0_18:1_18:1),0.571181,1.777013e-11
CTL,individual,SORBI_3007G101600,TG(16:0_18:1_18:2),0.571181,5.488802e-10
CTL,individual,SORBI_3007G101600,TG(16:0_18:1_20:0),0.571181,4.833673e-10
CTL,individual,SORBI_3007G101600,TG(16:0_18:1_20:1),0.571181,4.996562e-11
CTL,individual,SORBI_3007G101600,TG(16:1_18:1_18:1),0.571181,7.033721e-11
CTL,individual,SORBI_3007G101600,TG(18:0_18:2_18:2),0.571181,4.875882e-11
CTL,individual,SORBI_3007G103000,TG(16:0_16:0_18:1),0.622464,6.153919e-09
CTL,individual,SORBI_3007G103000,TG(16:0_16:0_20:1),0.622464,1.179853e-10
CTL,individual,SORBI_3007G103000,TG(16:0_18:0_18:2),0.622464,1.727176e-09
CTL,individual,SORBI_3007G103000,TG(16:0_18:1_18:1),0.622464,5.972523e-11
CTL,individual,SORBI_3007G103000,TG(16:0_18:1_20:1),0.622464,6.764111e-10
CTL,individual,SORBI_3007G103000,TG(16:1_18:1_18:1),0.622464,1.691658e-09
CTL,individual,SORBI_3007G103000,TG(18:0_18:2_18:2),0.622464,3.709394e-10
CTL,individual,SORBI_3007G103100,TG(16:0_16:0_18:1),0.625364,6.153919e-09
CTL,individual,SORBI_3007G103100,TG(16:0_16:0_20:1),0.625364,1.179853e-10
CTL,individual,SORBI_3007G103100,TG(16:0_18:0_18:2),0.625364,1.727176e-09
CTL,individual,SORBI_3007G103100,TG(16:0_18:1_18:1),0.625364,5.972523e-11
CTL,individual,SORBI_3007G103100,TG(16:0_18:1_20:1),0.625364,6.764111e-10
CTL,individual,SORBI_3007G103100,TG(16:1_18:1_18:1),0.625364,1.691658e-09
CTL,individual,SORBI_3007G103100,TG(18:0_18:2_18:2),0.625364,3.709394e-10
CTL,individual,SORBI_3007G103300,TG(16:0_16:0_18:1),0.573738,6.153919e-09
CTL,individual,SORBI_3007G103300,TG(16:0_16:0_20:1),0.573738,1.179853e-10
CTL,individual,SORBI_3007G103300,TG(16:0_18:0_18:2),0.573738,1.727176e-09
CTL,individual,SORBI_3007G103300,TG(16:0_18:1_18:1),0.573738,5.972523e-11
CTL,individual,SORBI_3007G103300,TG(16:0_18:1_20:1),0.573738,6.764111e-10
CTL,individual,SORBI_3007G103300,TG(16:1_18:1_18:1),0.573738,1.691658e-09
CTL,individual,SORBI_3007G103300,TG(18:0_18:2_18:2),0.573738,3.709394e-10
CTL,individual,SORBI_3007G103350,TG(16:0_16:0_20:1),0.532832,5.911121e-10
CTL,individual,SORBI_3007G103350,TG(16:0_18:0_18:2),0.532832,2.574435e-09
CTL,individual,SORBI_3007G103350,TG(16:0_18:1_18:1),0.532832,2.569663e-09
CTL,individual,SORBI_3007G103350,TG(16:0_18:1_20:0),0.532832,5.068772e-11
CTL,individual,SORBI_3007G103350,TG(16:0_18:1_20:1),0.532832,3.806578e-10
CTL,individual,SORBI_3007G103350,TG(16:0_18:1_20:2),0.532832,3.721093e-09
CTL,individual,SORBI_3007G103350,TG(18:0_18:2_18:2),0.532832,1.032224e-09
CTL,individual,SORBI_3007G103400,gibberellic acid,0.846302,4.153763e-09
CTL,individual,SORBI_3007G103600,TG(16:0_18:0_18:2),0.941846,1.297326e-09
CTL,individual,SORBI_3007G103600,TG(16:0_18:1_20:1),0.941846,1.294017e-10
CTL,individual,SORBI_3007G103600,TG(16:0_18:1_20:2),0.941846,3.750703e-09
CTL,individual,SORBI_3007G103600,TG(18:0_18:2_18:2),0.941846,2.727629e-10
CTL,individual,SORBI_3007G103732,TG(16:0_18:1_20:0),0.97044,2.927088e-09
CTL,individual,SORBI_3007G109301,TG(18:2_22:0_22:3),0.974529,4.158159e-09
CTL,individual,SORBI_3007G109400,TG(18:2_22:0_22:3),0.968367,4.158159e-09
CTL,individual,SORBI_3007G109700,TG(18:2_22:0_22:3),0.974529,4.158159e-09
CTL,individual,SORBI_3007G109800,TG(18:2_22:0_22:3),0.968389,4.158159e-09
CTL,individual,SORBI_3007G110333,TG(16:0_16:0_20:1),0.949833,7.677409e-11
CTL,individual,SORBI_3007G110333,TG(16:0_18:0_18:2),0.949833,7.295435e-09
CTL,individual,SORBI_3007G110333,TG(16:0_18:1_18:1),0.949833,1.160679e-10
CTL,individual,SORBI_3007G110333,TG(16:0_18:1_20:1),0.949833,3.626541e-09
CTL,individual,SORBI_3007G110333,TG(16:1_18:1_18:1),0.949833,6.391724e-09
CTL,individual,SORBI_3007G110333,TG(18:0_18:2_18:2),0.949833,1.677765e-09
CTL,individual,SORBI_3007G110400,TG(16:0_16:0_18:1),0.95867,3.058745e-09
CTL,individual,SORBI_3007G110400,TG(16:0_16:0_20:1),0.95867,1.182775e-11
CTL,individual,SORBI_3007G110400,TG(16:0_18:0_18:2),0.95867,2.016437e-09
CTL,individual,SORBI_3007G110400,TG(16:0_18:1_18:1),0.95867,2.381956e-11
CTL,individual,SORBI_3007G110400,TG(16:0_18:1_20:0),0.95867,6.130683e-09
CTL,individual,SORBI_3007G110400,TG(16:0_18:1_20:1),0.95867,7.354254e-10
CTL,individual,SORBI_3007G110400,TG(16:1_18:1_18:1),0.95867,1.720556e-09
CTL,individual,SORBI_3007G110400,TG(18:0_18:2_18:2),0.95867,6.60314e-10
CTL,individual,SORBI_3007G110500,TG(16:0_16:0_18:1),0.89362,3.058745e-09
CTL,individual,SORBI_3007G110500,TG(16:0_16:0_20:1),0.89362,1.182775e-11
CTL,individual,SORBI_3007G110500,TG(16:0_18:0_18:2),0.89362,2.016437e-09
CTL,individual,SORBI_3007G110500,TG(16:0_18:1_18:1),0.89362,2.381956e-11
CTL,individual,SORBI_3007G110500,TG(16:0_18:1_20:0),0.89362,6.130683e-09
CTL,individual,SORBI_3007G110500,TG(16:0_18:1_20:1),0.89362,7.354254e-10
CTL,individual,SORBI_3007G110500,TG(16:1_18:1_18:1),0.89362,1.720556e-09
CTL,individual,SORBI_3007G110500,TG(18:0_18:2_18:2),0.89362,6.60314e-10
CTL,individual,SORBI_3007G110700,TG(16:0_16:0_18:1),0.95867,3.058745e-09
CTL,individual,SORBI_3007G110700,TG(16:0_16:0_20:1),0.95867,1.182775e-11
CTL,individual,SORBI_3007G110700,TG(16:0_18:0_18:2),0.95867,2.016437e-09
CTL,individual,SORBI_3007G110700,TG(16:0_18:1_18:1),0.95867,2.381956e-11
CTL,individual,SORBI_3007G110700,TG(16:0_18:1_20:0),0.95867,6.130683e-09
CTL,individual,SORBI_3007G110700,TG(16:0_18:1_20:1),0.95867,7.354254e-10
CTL,individual,SORBI_3007G110700,TG(16:1_18:1_18:1),0.95867,1.720556e-09
CTL,individual,SORBI_3007G110700,TG(18:0_18:2_18:2),0.95867,6.60314e-10
CTL,individual,SORBI_3007G111800,TG(16:0_16:0_18:1),0.662813,8.108223e-12
CTL,individual,SORBI_3007G111800,TG(16:0_16:0_20:1),0.692593,1.799445e-13
CTL,individual,SORBI_3007G111800,TG(16:0_18:0_18:2),0.692593,7.724017e-13
CTL,individual,SORBI_3007G111800,TG(16:0_18:1_18:1),0.692593,3.3913e-13
CTL,individual,SORBI_3007G111800,TG(16:0_18:1_18:2),0.662813,3.836282e-12
CTL,individual,SORBI_3007G111800,TG(16:0_18:1_20:0),0.692593,1.832203e-11
CTL,individual,SORBI_3007G111800,TG(16:0_18:1_20:1),0.692593,1.178955e-12
CTL,individual,SORBI_3007G111800,TG(16:0_18:1_20:2),0.663844,1.133295e-11
CTL,individual,SORBI_3007G111800,TG(16:1_18:1_18:1),0.692593,1.53757e-12
CTL,individual,SORBI_3007G111800,TG(18:0_18:2_18:2),0.692593,6.128759e-13
CTL,individual,SORBI_3007G111800,TG(18:1_18:2_18:2),0.662813,1.815953e-09
CTL,individual,SORBI_3007G111901,TG(16:0_16:0_18:1),0.667916,8.108223e-12
CTL,individual,SORBI_3007G111901,TG(16:0_16:0_20:1),0.699153,1.799445e-13
CTL,individual,SORBI_3007G111901,TG(16:0_18:0_18:2),0.699153,7.724017e-13
CTL,individual,SORBI_3007G111901,TG(16:0_18:1_18:1),0.699153,3.3913e-13
CTL,individual,SORBI_3007G111901,TG(16:0_18:1_18:2),0.667916,3.836282e-12
CTL,individual,SORBI_3007G111901,TG(16:0_18:1_20:0),0.699153,1.832203e-11
CTL,individual,SORBI_3007G111901,TG(16:0_18:1_20:1),0.699153,1.178955e-12
CTL,individual,SORBI_3007G111901,TG(16:0_18:1_20:2),0.667916,1.133295e-11
CTL,individual,SORBI_3007G111901,TG(16:1_18:1_18:1),0.699153,1.53757e-12
CTL,individual,SORBI_3007G111901,TG(18:0_18:2_18:2),0.699153,6.128759e-13
CTL,individual,SORBI_3007G111901,TG(18:1_18:2_18:2),0.667916,1.815953e-09
CTL,individual,SORBI_3007G112000,TG(16:0_16:0_18:1),0.656473,8.108223e-12
CTL,individual,SORBI_3007G112000,TG(16:0_16:0_20:1),0.6675,1.799445e-13
CTL,individual,SORBI_3007G112000,TG(16:0_18:0_18:2),0.6675,7.724017e-13
CTL,individual,SORBI_3007G112000,TG(16:0_18:1_18:1),0.6675,3.3913e-13
CTL,individual,SORBI_3007G112000,TG(16:0_18:1_18:2),0.656473,3.836282e-12
CTL,individual,SORBI_3007G112000,TG(16:0_18:1_20:0),0.6675,1.832203e-11
CTL,individual,SORBI_3007G112000,TG(16:0_18:1_20:1),0.6675,1.178955e-12
CTL,individual,SORBI_3007G112000,TG(16:0_18:1_20:2),0.656473,1.133295e-11
CTL,individual,SORBI_3007G112000,TG(16:1_18:1_18:1),0.6675,1.53757e-12
CTL,individual,SORBI_3007G112000,TG(18:0_18:2_18:2),0.6675,6.128759e-13
CTL,individual,SORBI_3007G112000,TG(18:1_18:2_18:2),0.656473,1.815953e-09
CTL,individual,SORBI_3007G112100,TG(16:0_16:0_18:1),0.662813,8.108223e-12
CTL,individual,SORBI_3007G112100,TG(16:0_16:0_20:1),0.662813,1.799445e-13
CTL,individual,SORBI_3007G112100,TG(16:0_18:0_18:2),0.662813,7.724017e-13
CTL,individual,SORBI_3007G112100,TG(16:0_18:1_18:1),0.662813,3.3913e-13
CTL,individual,SORBI_3007G112100,TG(16:0_18:1_18:2),0.662813,3.836282e-12
CTL,individual,SORBI_3007G112100,TG(16:0_18:1_20:0),0.662813,1.832203e-11
CTL,individual,SORBI_3007G112100,TG(16:0_18:1_20:1),0.662813,1.178955e-12
CTL,individual,SORBI_3007G112100,TG(16:0_18:1_20:2),0.662813,1.133295e-11
CTL,individual,SORBI_3007G112100,TG(16:1_18:1_18:1),0.662813,1.53757e-12
CTL,individual,SORBI_3007G112100,TG(18:0_18:2_18:2),0.662813,6.128759e-13
CTL,individual,SORBI_3007G112100,TG(18:1_18:2_18:2),0.662813,1.815953e-09
CTL,individual,SORBI_3007G112200,TG(16:0_16:0_18:1),0.66926,8.108223e-12
CTL,individual,SORBI_3007G112200,TG(16:0_16:0_20:1),0.66926,1.799445e-13
CTL,individual,SORBI_3007G112200,TG(16:0_18:0_18:2),0.66926,7.724017e-13
CTL,individual,SORBI_3007G112200,TG(16:0_18:1_18:1),0.66926,3.3913e-13
CTL,individual,SORBI_3007G112200,TG(16:0_18:1_18:2),0.66926,3.836282e-12
CTL,individual,SORBI_3007G112200,TG(16:0_18:1_20:0),0.66926,1.832203e-11
CTL,individual,SORBI_3007G112200,TG(16:0_18:1_20:1),0.66926,1.178955e-12
CTL,individual,SORBI_3007G112200,TG(16:0_18:1_20:2),0.66926,1.133295e-11
CTL,individual,SORBI_3007G112200,TG(16:1_18:1_18:1),0.66926,1.53757e-12
CTL,individual,SORBI_3007G112200,TG(18:0_18:2_18:2),0.66926,6.128759e-13
CTL,individual,SORBI_3007G112200,TG(18:1_18:2_18:2),0.66926,1.815953e-09
CTL,individual,SORBI_3007G112400,TG(16:0_16:0_18:1),0.860308,1.731969e-09
CTL,individual,SORBI_3007G112400,TG(16:1_18:1_18:1),0.860308,2.711906e-09
CTL,individual,SORBI_3007G112900,TG(16:0_16:0_18:1),0.94986,1.580896e-09
CTL,individual,SORBI_3007G112900,TG(16:0_16:0_20:1),0.94986,4.068937e-11
CTL,individual,SORBI_3007G112900,TG(16:0_18:0_18:2),0.94986,2.425873e-10
CTL,individual,SORBI_3007G112900,TG(16:0_18:1_18:1),0.94986,8.344152e-11
CTL,individual,SORBI_3007G112900,TG(16:0_18:1_18:2),0.595156,2.196292e-09
CTL,individual,SORBI_3007G112900,TG(16:0_18:1_20:0),0.94986,1.346868e-09
CTL,individual,SORBI_3007G112900,TG(16:0_18:1_20:1),0.94986,1.795941e-10
CTL,individual,SORBI_3007G112900,TG(16:0_18:1_20:2),0.595156,7.48109e-10
CTL,individual,SORBI_3007G112900,TG(16:1_18:1_18:1),0.94986,8.387298e-10
CTL,individual,SORBI_3007G112900,TG(18:0_18:2_18:2),0.94986,1.897086e-10
CTL,individual,SORBI_3007G113101,TG(16:0_16:0_18:1),0.930777,1.580896e-09
CTL,individual,SORBI_3007G113101,TG(16:0_16:0_20:1),0.930777,4.068937e-11
CTL,individual,SORBI_3007G113101,TG(16:0_18:0_18:2),0.930777,2.425873e-10
CTL,individual,SORBI_3007G113101,TG(16:0_18:1_18:1),0.930777,8.344152e-11
CTL,individual,SORBI_3007G113101,TG(16:0_18:1_18:2),0.563171,2.196292e-09
CTL,individual,SORBI_3007G113101,TG(16:0_18:1_20:0),0.930777,1.346868e-09
CTL,individual,SORBI_3007G113101,TG(16:0_18:1_20:1),0.930777,1.795941e-10
CTL,individual,SORBI_3007G113101,TG(16:0_18:1_20:2),0.563171,7.48109e-10
CTL,individual,SORBI_3007G113101,TG(16:1_18:1_18:1),0.930777,8.387298e-10
CTL,individual,SORBI_3007G113101,TG(18:0_18:2_18:2),0.930777,1.897086e-10
CTL,individual,SORBI_3007G113200,TG(16:0_16:0_18:1),0.94983,1.580896e-09
CTL,individual,SORBI_3007G113200,TG(16:0_16:0_20:1),0.94983,4.068937e-11
CTL,individual,SORBI_3007G113200,TG(16:0_18:0_18:2),0.94983,2.425873e-10
CTL,individual,SORBI_3007G113200,TG(16:0_18:1_18:1),0.94983,8.344152e-11
CTL,individual,SORBI_3007G113200,TG(16:0_18:1_18:2),0.594428,2.196292e-09
CTL,individual,SORBI_3007G113200,TG(16:0_18:1_20:0),0.94983,1.346868e-09
CTL,individual,SORBI_3007G113200,TG(16:0_18:1_20:1),0.94983,1.795941e-10
CTL,individual,SORBI_3007G113200,TG(16:0_18:1_20:2),0.594428,7.48109e-10
CTL,individual,SORBI_3007G113200,TG(16:1_18:1_18:1),0.94983,8.387298e-10
CTL,individual,SORBI_3007G113200,TG(18:0_18:2_18:2),0.94983,1.897086e-10
CTL,individual,SORBI_3007G113900,TG(16:0_18:0_18:2),0.871228,1.02847e-12
CTL,individual,SORBI_3007G113900,TG(16:0_18:1_20:1),0.871228,2.859644e-14
CTL,individual,SORBI_3007G113900,TG(16:0_18:1_20:2),0.871228,1.861866e-13
CTL,individual,SORBI_3007G113900,TG(18:0_18:2_18:2),0.871228,5.763863e-12
CTL,individual,SORBI_3007G114200,gibberellic acid,0.79634,6.098675e-09
CTL,individual,SORBI_3007G114401,TG(16:0_16:0_20:1),0.519503,4.563417e-09
CTL,individual,SORBI_3007G114401,TG(16:0_18:1_18:1),0.519503,2.770104e-09
CTL,individual,SORBI_3007G114401,TG(16:0_18:1_20:1),0.519503,3.477059e-09
CTL,individual,SORBI_3007G114401,TG(16:1_18:1_18:1),0.519503,4.184874e-09
CTL,individual,SORBI_3007G114401,TG(18:0_18:2_18:2),0.519503,1.925817e-09
CTL,individual,SORBI_3007G121950,TG(12:0_18:1_18:2),0.483905,2.269017e-09
CTL,individual,SORBI_3007G122000,TG(12:0_18:1_18:2),0.811676,5.244274e-10
CTL,individual,SORBI_3007G140050,TG(18:1_20:1_22:1),0.717989,7.347585e-09
CTL,individual,SORBI_3007G140050,TG(18:2_22:0_22:3),0.717989,1.937606e-09
CTL,individual,SORBI_3007G192600,.alpha.-Ionone,0.574378,7.545169e-10
CTL,individual,SORBI_3007G192700,.alpha.-Ionone,0.600754,7.545169e-10
CTL,individual,SORBI_3007G193600,.alpha.-Ionone,0.987748,7.545169e-10
CTL,individual,SORBI_3007G193700,.alpha.-Ionone,0.894832,7.545169e-10
CTL,individual,SORBI_3007G193800,.alpha.-Ionone,0.894832,7.545169e-10
CTL,individual,SORBI_3007G193900,.alpha.-Ionone,0.894832,7.545169e-10
CTL,individual,SORBI_3007G194000,.alpha.-Ionone,0.894832,7.545169e-10
CTL,individual,SORBI_3007G194100,.alpha.-Ionone,1,7.545169e-10
CTL,individual,SORBI_3008G003300,TG(16:0_18:1_18:1),0.51202,2.103137e-09
CTL,individual,SORBI_3008G004500,TG(16:0_18:1_18:1),0.456622,2.103137e-09
CTL,individual,SORBI_3008G004600,TG(16:0_18:1_18:1),0.42538,2.416201e-09
CTL,individual,SORBI_3008G004700,TG(16:0_18:1_18:1),0.424526,2.416201e-09
CTL,individual,SORBI_3008G004800,TG(16:0_18:1_18:1),0.570772,2.103137e-09
CTL,individual,SORBI_3008G004900,TG(16:0_18:1_18:1),0.551723,2.103137e-09
CTL,individual,SORBI_3008G005100,TG(16:0_18:1_18:1),0.711557,2.103137e-09
CTL,individual,SORBI_3008G005200,TG(16:0_18:1_18:1),0.596333,2.103137e-09
CTL,individual,SORBI_3008G005300,TG(16:0_18:1_18:1),0.705525,2.103137e-09
CTL,individual,SORBI_3008G005400,TG(16:0_18:1_18:1),1,2.103137e-09
CTL,individual,SORBI_3008G005600,TG(16:0_18:1_18:1),0.44082,2.103137e-09
CTL,individual,SORBI_3008G005700,TG(16:0_18:1_18:1),0.882086,2.103137e-09
CTL,individual,SORBI_3008G005800,TG(16:0_18:1_18:1),0.711557,2.103137e-09
CTL,individual,SORBI_3008G012200,TG(10:0_10:0_10:0),1,1.271972e-09
CTL,individual,SORBI_3008G016900,TG(16:0_18:1_18:1),1,6.556622e-09
CTL,individual,SORBI_3008G017100,TG(16:0_18:1_18:1),0.49503,6.556622e-09
CTL,individual,SORBI_3008G019000,TG(16:0_18:1_18:1),1,6.556622e-09
