GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	GO_CC	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes
SORBI_3004G009600	Brahma1	ATP-DEPENDENT HELICASE BRM (PTHR10799:SF978)	DNA helicase(PC00011)	DNA binding(GO:0003677);chromatin binding(GO:0003682);ATP binding(GO:0005524);hydrolase activity(GO:0016787);nucleosome array spacer activity(GO:0140750)	regulation of DNA-templated transcription(GO:0006355);heterochromatin formation(GO:0031507);positive regulation of transcription by RNA polymerase II(GO:0045944)	chromatin(GO:0000785);nucleus(GO:0005634)	4	820003	829151	4.92621e-15	14	0.851073	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3004G009900	WAT1-related protein	WAT1-RELATED PROTEIN (PTHR31218:SF256)	""	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)	4	835429	839338	4.92621e-15	8	0.736353	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3004G010000	Carboxypeptidase	SERINE CARBOXYPEPTIDASE-LIKE 48 (PTHR11802:SF259)	serine protease(PC00203)	carboxypeptidase activity(GO:0004180);serine-type carboxypeptidase activity(GO:0004185);peptidase activity(GO:0008233);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	vacuole(GO:0005773)	4	839658	844286	4.92621e-15	13	1	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3004G010050	CCHC-type domain-containing protein	OS02G0303350 PROTEIN (PTHR33075:SF7)	""	nucleic acid binding(GO:0003676);zinc ion binding(GO:0008270)	""	""	4	846504	850030	4.92621e-15	11	0.771492	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3004G010151	Uncharacterized protein	""	""	""	""	""	4	855256	858711	4.92621e-15	11	0.734545	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3004G010200	Protein Lines C-terminal domain-containing protein	PROTEIN LINES HOMOLOG 1 (PTHR16057:SF1)	""	""	""	""	4	859361	865297	4.92621e-15	11	0.753816	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3004G010300							4	866843	869960	4.92621e-15	11	0.83415	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3004G010600							4	878232	882377	4.92621e-15	11	0.754926	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3004G010800							4	909090	914020	4.92621e-15	8	0.787305	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3004G010900							4	914635	919385	4.92621e-15	8	0.739658	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3010G213400							10	55632324	55634334	5.788243e-15	2	0.408061	1	FA
SORBI_3010G214150	Uncharacterized protein	""	""	""	""	""	10	55717741	55718406	5.788243e-15	16	1	1	FA
SORBI_3010G214200	F-box domain-containing protein	F-BOX PROTEIN AFR (PTHR24414:SF31)	non-motor actin binding protein(PC00165)	""	red, far-red light phototransduction(GO:0009585)	""	10	55719173	55720354	5.788243e-15	16	0.965663	1	FA
SORBI_3010G214300	Uncharacterized protein	""	""	""	""	""	10	55733861	55734766	5.788243e-15	16	1	1	FA
SORBI_3010G214400	Uncharacterized protein	""	""	""	""	""	10	55737595	55739273	5.788243e-15	12	0.541577	1	FA
SORBI_3010G214700	Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein	(R)-MANDELONITRILE LYASE-LIKE (PTHR45968:SF2)	""	oxidoreductase activity, acting on CH-OH group of donors(GO:0016614);flavin adenine dinucleotide binding(GO:0050660)	""	""	10	55759115	55762856	5.788243e-15	16	0.525187	1	FA
SORBI_3010G214800	CASP-like protein 2C1	CASP-LIKE PROTEIN 2C2 (PTHR11615:SF241)	dehydrogenase(PC00092)	""	""	plasma membrane(GO:0005886)	10	55772570	55777022	5.788243e-15	16	0.692157	1	FA
SORBI_3010G214900	4-coumarate--CoA ligase	AMP-BINDING DOMAIN-CONTAINING PROTEIN-RELATED (PTHR24096:SF149)	ligase(PC00142)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);4-coumarate-CoA ligase activity(GO:0016207);CoA-ligase activity(GO:0016405);ligase activity(GO:0016874);trans-cinnamate-CoA ligase activity(GO:0106290)	phenylpropanoid metabolic process(GO:0009698);lignin biosynthetic process(GO:0009809);response to aluminum ion(GO:0010044)	""	10	55777184	55784716	5.788243e-15	17	0.724635	1	FA
SORBI_3010G214950	BRX domain-containing protein	""	""	""	""	""	10	55780234	55780675	5.788243e-15	17	0.692157	1	FA
SORBI_3006G188600	Uncharacterized protein	FRINGE GLYCOSYLTRANSFERASE (PTHR10811:SF5)	glycosyltransferase(PC00111)	acetylglucosaminyltransferase activity(GO:0008375)	""	""	6	54279223	54282049	9.4337e-15	24	0.702741	1	FA
SORBI_3010G213900	Protein kinase domain-containing protein	OS06G0654600 PROTEIN (PTHR27001:SF178)	""	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	signal transduction(GO:0007165)	plasma membrane(GO:0005886)	10	55680090	55682020	1.237227e-14	8	0.426119	1	FA
SORBI_3003G323800	Uncharacterized protein	""	""	""	""	""	3	65047365	65047613	1.277574e-14	1	0.416487	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3003G323900	Uncharacterized protein	""	""	""	""	""	3	65047984	65053585	1.277574e-14	1	0.427724	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3003G324400	AP 37 protein	OS01G0797600 PROTEIN (PTHR31677:SF168)	DNA-binding transcription factor(PC00218)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355);response to cold(GO:0009409);response to water deprivation(GO:0009414);response to wounding(GO:0009611);response to insect(GO:0009625);response to salt stress(GO:0009651);response to ethylene(GO:0009723);response to auxin(GO:0009733);response to cytokinin(GO:0009735);response to abscisic acid(GO:0009737);response to salicylic acid(GO:0009751);response to jasmonic acid(GO:0009753);lateral root formation(GO:0010311);regulation of salicylic acid metabolic process(GO:0010337);regulation of ethylene biosynthetic process(GO:0010364);regulation of hydrogen peroxide biosynthetic process(GO:0010728);negative regulation of DNA-templated transcription(GO:0045892);response to herbivore(GO:0080027);regulation of seed growth(GO:0080113);regulation of jasmonic acid biosynthetic process(GO:0080141);regulation of defense response to insect(GO:2000068)	nucleus(GO:0005634)	3	65109839	65110908	1.277574e-14	1	0.423484	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3003G324500	AP2_ERF domain-containing protein	ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR 12 (PTHR31677:SF202)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)	3	65120997	65121530	1.277574e-14	1	0.597865	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3003G324600	Transcription factor MYC_MYB N-terminal domain-containing protein	GB|AAF34833.1 (PTHR47375:SF1)	""	""	""	""	3	65124588	65129402	1.277574e-14	1	0.712582	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3005G119100							5	52009210	52014439	1.538159e-14	6	0.678256	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3005G119250							5	52014638	52020560	1.538159e-14	6	0.707137	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3005G119700	Uncharacterized protein	""	""	""	""	""	5	52139720	52141407	1.538159e-14	6	0.669791	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3005G119800	Uncharacterized protein	""	""	""	""	""	5	52149550	52151626	1.538159e-14	6	0.70341	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3005G119900	FAD-binding PCMH-type domain-containing protein	OS11G0495950 PROTEIN (PTHR32448:SF29)	""	oxidoreductase activity(GO:0016491);flavin adenine dinucleotide binding(GO:0050660);FAD binding(GO:0071949)	""	""	5	52195863	52197992	1.538159e-14	6	0.712426	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3005G119950	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	cytoplasm(GO:0005737)	5	52212969	52214548	1.538159e-14	6	1	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3005G120101	Uncharacterized protein	""	""	""	""	""	5	52222435	52224713	1.538159e-14	6	0.839312	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3005G120201	No apical meristem-associated C-terminal domain-containing protein	OS02G0603500 PROTEIN (PTHR45125:SF28)	""	""	""	""	5	52228586	52229500	1.538159e-14	6	0.6471	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3005G120301	CCHC-type domain-containing protein	OS11G0296500 PROTEIN (PTHR23002:SF89)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);single-stranded RNA binding(GO:0003727);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);translation regulator activity(GO:0045182)	positive regulation of cytoplasmic translation(GO:2000767)	cytoplasm(GO:0005737)	5	52409640	52411563	1.538159e-14	6	0.784574	3	FA; Sum_FA_over_SQDG_log10safe; Sum_SQDG_over_FA_log10safe
SORBI_3004G026200							4	2080961	2084839	1.732264e-14	1	0.435445	1	FA
SORBI_3004G026300							4	2086390	2088752	1.732264e-14	1	0.458545	1	FA
SORBI_3004G027600							4	2227826	2232512	1.732264e-14	3	0.767863	1	FA
SORBI_3004G027800							4	2235985	2242049	1.732264e-14	3	0.77108	1	FA
SORBI_3004G027900							4	2242302	2247493	1.732264e-14	3	0.77108	1	FA
SORBI_3004G028000	PRA1 family protein	PRA1 FAMILY PROTEIN H (PTHR19317:SF1)	membrane traffic protein(PC00150)	""	vesicle-mediated transport(GO:0016192)	endoplasmic reticulum(GO:0005783);Golgi apparatus(GO:0005794);membrane(GO:0016020)	4	2253210	2257904	1.732264e-14	3	0.729038	1	FA
SORBI_3004G028100	Uncharacterized protein	OS09G0108400 PROTEIN (PTHR37761:SF2)	""	""	""	""	4	2258150	2261738	1.732264e-14	3	0.73995	1	FA
SORBI_3004G028400	DM2 domain-containing protein	OS02G0130000 PROTEIN (PTHR13844:SF67)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	""	""	nucleus(GO:0005634)	4	2267899	2269984	1.732264e-14	3	0.804677	1	FA
SORBI_3004G028500	glutaminase	PYRIDOXAL 5'-PHOSPHATE SYNTHASE SUBUNIT SNO1-RELATED (PTHR31559:SF0)	lyase(PC00144)	glutaminase activity(GO:0004359);hydrolase activity(GO:0016787);lyase activity(GO:0016829)	pyridoxine metabolic process(GO:0008614);vitamin B6 biosynthetic process(GO:0042819);pyridoxal phosphate biosynthetic process(GO:0042823)	cytosol(GO:0005829);glutaminase complex(GO:1903600)	4	2271073	2274190	1.732264e-14	3	0.648051	1	FA
SORBI_3004G028600	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR48055:SF54)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	""	membrane(GO:0016020)	4	2276730	2279670	1.732264e-14	3	0.893991	1	FA
SORBI_3004G028700	Polygalacturonase	PECTIN LYASE-LIKE SUPERFAMILY PROTEIN (PTHR31375:SF29)	""	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);polygalacturonase activity(GO:0004650);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975);cell wall organization(GO:0071555)	""	4	2279703	2284345	1.732264e-14	3	1	1	FA
SORBI_3004G028800	RING-type domain-containing protein	S-RIBONUCLEASE BINDING PROTEIN SBP1-RELATED (PTHR42647:SF9)	""	ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	""	""	4	2285658	2289379	1.732264e-14	3	0.637035	1	FA
SORBI_3004G029400	Glycoside hydrolase family 3 N-terminal domain-containing protein	GLYCOSIDE HYDROLASE FAMILY 3 N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR30620:SF93)	glucosidase(PC00108)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-glucosidase activity(GO:0008422);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975);glucan catabolic process(GO:0009251)	""	4	2341762	2355701	1.732264e-14	3	0.632628	1	FA
SORBI_3004G029900	Metal transporter	METAL TRANSPORTER NRAT1 (PTHR11706:SF48)	secondary carrier transporter(PC00258)	aluminum ion transmembrane transporter activity(GO:0015083);metal ion transmembrane transporter activity(GO:0046873)	manganese ion transport(GO:0006828);intracellular iron ion homeostasis(GO:0006879);response to aluminum ion(GO:0010044);aluminum cation transport(GO:0015690);metal ion transport(GO:0030001);intracellular manganese ion homeostasis(GO:0030026);iron ion transmembrane transport(GO:0034755);aluminum ion transmembrane transport(GO:1902602)	plasma membrane(GO:0005886);membrane(GO:0016020)	4	2394975	2398600	1.732264e-14	3	1	1	FA
SORBI_3003G086300	Cation efflux protein cytoplasmic domain-containing protein	METAL TOLERANCE PROTEIN 9 (PTHR43840:SF2)	transporter(PC00227)	monoatomic cation transmembrane transporter activity(GO:0008324)	monoatomic ion transport(GO:0006811);monoatomic cation transport(GO:0006812);transmembrane transport(GO:0055085);monoatomic cation transmembrane transport(GO:0098655)	vacuolar membrane(GO:0005774);membrane(GO:0016020)	3	7462786	7470186	2.0091e-14	3	0.524194	2	FA; Sum_FA_over_DGDG_log10safe
SORBI_3003G086400	Uncharacterized protein	40S RIBOSOMAL PROTEIN (PTHR36331:SF1)	ribosomal protein(PC00202)	""	""	""	3	7470183	7472249	2.0091e-14	4	0.750063	2	FA; Sum_FA_over_DGDG_log10safe
SORBI_3003G088100	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27002:SF113)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	signal transduction(GO:0007165)	plasma membrane(GO:0005886)	3	7656003	7660536	2.0091e-14	9	0.583145	2	FA; Sum_FA_over_DGDG_log10safe
SORBI_3003G378400	Probable magnesium transporter	MAGNESIUM TRANSPORTER-RELATED (PTHR12570:SF91)	secondary carrier transporter(PC00258)	magnesium ion transmembrane transporter activity(GO:0015095)	monoatomic ion transport(GO:0006811);magnesium ion transport(GO:0015693);magnesium ion transmembrane transport(GO:1903830)	early endosome(GO:0005769);plasma membrane(GO:0005886);membrane(GO:0016020)	3	69243651	69248624	2.866655e-14	16	1	2	FA; Sum_PA_over_FA_log10safe
SORBI_3003G378500	DUF679 domain membrane protein 2	OS01G0882400 PROTEIN (PTHR31621:SF37)	""	""	endomembrane system organization(GO:0010256)	cytoplasm(GO:0005737);membrane(GO:0016020)	3	69248625	69249725	2.866655e-14	16	1	2	FA; Sum_PA_over_FA_log10safe
SORBI_3001G168800	NPH3 domain-containing protein	BTB_POZ DOMAIN-CONTAINING PROTEIN NPY2 (PTHR32370:SF4)	""	""	protein ubiquitination(GO:0016567)	""	1	14055607	14061496	2.978268e-14	7	0.538135	2	FA; Sum_FA_over_SQDG_log10safe
SORBI_3001G168900	MobA-like NTP transferase domain-containing protein	TRANSLATION INITIATION FACTOR EIF-2B SUBUNIT GAMMA (PTHR45989:SF1)	translation initiation factor(PC00224)	translation initiation factor activity(GO:0003743);guanyl-nucleotide exchange factor activity(GO:0005085)	cytoplasmic translational initiation(GO:0002183);translation(GO:0006412);translational initiation(GO:0006413)	cytoplasm(GO:0005737);cytosol(GO:0005829);eukaryotic translation initiation factor 2B complex(GO:0005851)	1	14063764	14071149	2.978268e-14	7	0.52893	2	FA; Sum_FA_over_SQDG_log10safe
SORBI_3001G169100	Major facilitator superfamily (MFS) profile domain-containing protein	ANION TRANSPORTER 5-RELATED (PTHR11662:SF282)	secondary carrier transporter(PC00258)	phosphate transmembrane transporter activity(GO:0005315);transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	endomembrane system(GO:0012505)	1	14072526	14076753	2.978268e-14	7	0.596258	2	FA; Sum_FA_over_SQDG_log10safe
SORBI_3001G170900	Uncharacterized protein	""	""	""	""	""	1	14284183	14285689	2.978268e-14	5	0.42941	2	FA; Sum_FA_over_SQDG_log10safe
SORBI_3001G171001	WIYLD domain-containing protein	""	""	""	""	""	1	14291474	14293116	2.978268e-14	7	1	2	FA; Sum_FA_over_SQDG_log10safe
SORBI_3001G171100	WIYLD domain-containing protein	WIYLD DOMAIN-CONTAINING PROTEIN (PTHR34271:SF5)	histone modifying enzyme(PC00261)	""	""	""	1	14296056	14298902	2.978268e-14	7	1	2	FA; Sum_FA_over_SQDG_log10safe
SORBI_3001G171200	WIYLD domain-containing protein	NUCLEOLAR HISTONE METHYLTRANSFERASE-RELATED PROTEIN (PTHR34271:SF1)	histone modifying enzyme(PC00261)	""	""	""	1	14300999	14304990	2.978268e-14	7	0.8002	2	FA; Sum_FA_over_SQDG_log10safe
SORBI_3001G171300	UDP-glucose 6-dehydrogenase	UDP-GLUCOSE 6-DEHYDROGENASE 2 (PTHR11374:SF44)	dehydrogenase(PC00092)	UDP-glucose 6-dehydrogenase activity(GO:0003979);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);NAD binding(GO:0051287)	UDP-glucuronate biosynthetic process(GO:0006065)	""	1	14314210	14315949	2.978268e-14	7	0.68933	2	FA; Sum_FA_over_SQDG_log10safe
SORBI_3001G171500	Presenilin	PRESENILIN HOMOLOG (PTHR10202:SF13)	aspartic protease(PC00053)	endopeptidase activity(GO:0004175);aspartic-type endopeptidase activity(GO:0004190);peptidase activity(GO:0008233);hydrolase activity(GO:0016787);aspartic endopeptidase activity, intramembrane cleaving(GO:0042500)	proteolysis(GO:0006508);membrane protein ectodomain proteolysis(GO:0006509);Notch signaling pathway(GO:0007219);protein processing(GO:0016485)	Golgi membrane(GO:0000139);endoplasmic reticulum membrane(GO:0005789);membrane(GO:0016020);gamma-secretase complex(GO:0070765)	1	14323209	14324579	2.978268e-14	7	0.780594	2	FA; Sum_FA_over_SQDG_log10safe
SORBI_3001G171600	Pentacotripeptide-repeat region of PRORP domain-containing protein	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN (PTHR47932:SF39)	""	mRNA binding(GO:0003729)	""	""	1	14326546	14330781	2.978268e-14	7	0.798309	2	FA; Sum_FA_over_SQDG_log10safe
SORBI_3007G210801	JmjC domain-containing protein	OS08G0508500 PROTEIN (PTHR12461:SF96)	protein modifying enzyme(PC00260)	oxidoreductase activity(GO:0016491);2-oxoglutarate-dependent dioxygenase activity(GO:0016706);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213)	""	nucleus(GO:0005634)	7	63967943	63972832	6.043383e-14	1	1	1	FA
SORBI_3007G212300	RRM domain-containing protein	RNA BINDING (RRM_RBD_RNP MOTIFS) FAMILY PROTEIN (PTHR14738:SF32)	""	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);poly(A) binding(GO:0008143)	regulation of mRNA stability(GO:0043488)	nucleus(GO:0005634);cytoplasm(GO:0005737)	7	64106677	64115261	6.043383e-14	1	0.459499	1	FA
SORBI_3006G218200	PIR2-like helical domain-containing protein	PIR2-LIKE HELICAL DOMAIN-CONTAINING PROTEIN (PTHR33120:SF44)	""	""	""	""	6	56548232	56551684	7.046525e-14	1	0.444964	1	FA
SORBI_3006G219200	Ubiquitin-like domain-containing protein	OS04G0619900 PROTEIN (PTHR12329:SF17)	chaperone(PC00072)	adenyl-nucleotide exchange factor activity(GO:0000774);protein-folding chaperone binding(GO:0051087)	protein stabilization(GO:0050821)	cytoplasm(GO:0005737)	6	56632684	56637583	7.046525e-14	4	0.726859	1	FA
SORBI_3006G219300	Uncharacterized protein	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN LETHAL(2)03659 (PTHR24223:SF456)	ATP-binding cassette (ABC) transporter(PC00003)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ABC-type xenobiotic transporter activity(GO:0008559);ATP hydrolysis activity(GO:0016887);ATPase-coupled transmembrane transporter activity(GO:0042626);ABC-type transporter activity(GO:0140359);(+)-abscisic acid D-glucopyranosyl ester transmembrane transporter activity(GO:1902417)	xenobiotic transport(GO:0042908);transmembrane transport(GO:0055085);(+)-abscisic acid D-glucopyranosyl ester transmembrane transport(GO:1902418)	vacuolar membrane(GO:0005774);membrane(GO:0016020)	6	56642614	56655858	7.046525e-14	4	1	1	FA
SORBI_3006G219900	DUF6598 domain-containing protein	OS08G0141000 PROTEIN (PTHR33065:SF177)	""	""	""	""	6	56710912	56714129	7.046525e-14	4	1	1	FA
SORBI_3010G214100	D-3-phosphoglycerate dehydrogenase	D-3-PHOSPHOGLYCERATE DEHYDROGENASE 2, CHLOROPLASTIC (PTHR42938:SF46)	dehydrogenase(PC00092)	phosphoglycerate dehydrogenase activity(GO:0004617);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);NAD binding(GO:0051287)	L-serine biosynthetic process(GO:0006564);amino acid biosynthetic process(GO:0008652)	chloroplast(GO:0009507);plastid(GO:0009536);chloroplast stroma(GO:0009570)	10	55704057	55708160	7.344024e-14	2	0.587879	1	FA
SORBI_3001G098500	CBS domain-containing protein	CBS DOMAIN-CONTAINING PROTEIN (PTHR43080:SF2)	""	""	""	""	1	7558468	7564084	7.419754e-14	24	0.568179	1	FA
SORBI_3001G099100	Endoglucanase	ENDOGLUCANASE 10 (PTHR22298:SF171)	""	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);cellulase activity(GO:0008810);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	polysaccharide catabolic process(GO:0000272);carbohydrate metabolic process(GO:0005975);cellulose catabolic process(GO:0030245)	""	1	7586240	7589894	7.419754e-14	24	0.824056	1	FA
SORBI_3001G099400	Uncharacterized protein	OS04G0660900 PROTEIN (PTHR11654:SF156)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)	1	7605662	7608670	7.419754e-14	24	0.668946	1	FA
SORBI_3001G099500							1	7615986	7618270	7.419754e-14	24	0.45408	1	FA
SORBI_3001G099600							1	7619705	7621923	7.419754e-14	24	0.550292	1	FA
SORBI_3001G099800							1	7634252	7637528	7.419754e-14	24	0.828838	1	FA
SORBI_3001G100000							1	7649330	7655068	7.419754e-14	24	0.785835	1	FA
SORBI_3001G100200							1	7659849	7664017	7.419754e-14	24	0.84466	1	FA
SORBI_3001G100400							1	7663795	7667164	7.419754e-14	24	0.915561	1	FA
SORBI_3001G100300							1	7664369	7665337	7.419754e-14	24	0.844198	1	FA
SORBI_3001G100501	Uncharacterized protein	EXPRESSED PROTEIN (PTHR33983:SF9)	""	""	""	""	1	7668026	7669562	7.419754e-14	24	0.852268	1	FA
SORBI_3001G100600	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR33983:SF20)	""	""	""	""	1	7670177	7672170	7.419754e-14	24	0.852268	1	FA
SORBI_3001G100650	Uncharacterized protein	OS03G0733900 PROTEIN (PTHR33832:SF13)	protease inhibitor(PC00191)	""	""	""	1	7672535	7673352	7.419754e-14	24	0.707303	1	FA
SORBI_3001G100800	Folate transporter 1	MITOCHONDRIAL FOLATE TRANSPORTER_CARRIER (PTHR45683:SF3)	transporter(PC00227)	nucleotide transmembrane transporter activity(GO:0015215);FAD transmembrane transporter activity(GO:0015230)	nucleotide transport(GO:0006862);FAD transmembrane transport(GO:0035350);transmembrane transport(GO:0055085);nucleotide transmembrane transport(GO:1901679)	membrane(GO:0016020)	1	7678812	7683322	7.419754e-14	24	0.980729	1	FA
SORBI_3001G100900	Uncharacterized protein	PROTEASE DO-LIKE 14 (PTHR18868:SF51)	""	""	""	""	1	7684582	7694636	7.419754e-14	24	0.97127	1	FA
SORBI_3001G101000	Uncharacterized protein	PROTEASE DO-LIKE 14 (PTHR18868:SF51)	""	""	""	""	1	7713783	7721813	7.419754e-14	24	0.852268	1	FA
SORBI_3001G101100	Folate transporter 1, chloroplastic	MITOCHONDRIAL FOLATE TRANSPORTER_CARRIER (PTHR45683:SF3)	transporter(PC00227)	nucleotide transmembrane transporter activity(GO:0015215)	nucleotide transport(GO:0006862);transmembrane transport(GO:0055085);nucleotide transmembrane transport(GO:1901679)	membrane(GO:0016020)	1	7725812	7731037	7.419754e-14	24	0.852268	1	FA
SORBI_3001G101200	Uncharacterized protein	EXPRESSED PROTEIN (PTHR33832:SF9)	protease inhibitor(PC00191)	""	""	""	1	7733394	7734128	7.419754e-14	24	0.805244	1	FA
SORBI_3001G101300	Bowman-Birk serine protease inhibitors family domain-containing protein	OS03G0733900 PROTEIN (PTHR33832:SF13)	protease inhibitor(PC00191)	""	""	""	1	7736496	7736851	7.419754e-14	24	0.870754	1	FA
SORBI_3001G101400	Bowman-Birk serine protease inhibitors family domain-containing protein	EXPRESSED PROTEIN (PTHR33832:SF27)	protease inhibitor(PC00191)	""	""	""	1	7737358	7738896	7.419754e-14	25	0.852268	13	FA; Sum_DG_over_AEG_log10safe; Sum_DG_over_DGDG_log10safe; Sum_DG_over_GalCer_log10safe; Sum_DG_over_LPC_log10safe; Sum_DG_over_LPE_log10safe; Sum_DG_over_MG_log10safe; Sum_DG_over_MGDG_log10safe; Sum_DG_over_PC_log10safe; Sum_DG_over_PE_log10safe; Sum_DG_over_PG_log10safe; Sum_DG_over_SQDG_log10safe; Sum_DG_over_TG_log10safe
SORBI_3001G101650	Uncharacterized protein	""	""	""	""	""	1	7768852	7769786	7.419754e-14	30	0.856523	15	FA; Sum_DG_over_AEG_log10safe; Sum_DG_over_DGDG_log10safe; Sum_DG_over_GalCer_log10safe; Sum_DG_over_LPC_log10safe; Sum_DG_over_LPE_log10safe; Sum_DG_over_MG_log10safe; Sum_DG_over_MGDG_log10safe; Sum_DG_over_PC_log10safe; Sum_DG_over_PE_log10safe; Sum_DG_over_PG_log10safe; Sum_DG_over_PS_log10safe; Sum_DG_over_SQDG_log10safe; Sum_DG_over_TG_log10safe; Sum_GalCer_over_PE_log10safe
