GeneID	GeneName	Flag	Conditions	Ontologies	Classes	Max_recurrence	Best_GWAS_p	Max_r2	Max_fold	Max_intervals	Specific	N_terms	Chr	Start	Family	Terms
SORBI_3005G110520	Uncharacterized protein		CTL	BP	AEG/PE	12	3.260375e-11	0.975	3.8	6	yes	2	5	34049347		CTL:AEG:transmembrane transport; CTL:PE:transmembrane transport
SORBI_3005G110535	DNA replication licensing factor MCM2		CTL	MF	DG/DGDG/FA/GalCer/MG/MGDG/SQDG	12	3.260375e-11	0.798	4.1	8	yes	7	5	34221950	DNA REPLICATION LICENSING FACTOR MCM2 (PTHR11630:SF44)	CTL:DG:zinc ion binding; CTL:DGDG:zinc ion binding; CTL:FA:zinc ion binding; CTL:GalCer:zinc ion binding; CTL:MG:zinc ion binding; CTL:MGDG:zinc ion binding; CTL:SQDG:zinc ion binding
SORBI_3005G110541	Probable bifunctional methylthioribulose-1-phosphate dehydratase_enolase-phosphatase E1		CTL	MF	DG/DGDG/FA/GalCer/MG/MGDG/SQDG	12	3.260375e-11	0.876	4.1	8	yes	7	5	34315299	METHYLTHIORIBULOSE-1-PHOSPHATE DEHYDRATASE (PTHR10640:SF7)	CTL:DG:zinc ion binding; CTL:DGDG:zinc ion binding; CTL:FA:zinc ion binding; CTL:GalCer:zinc ion binding; CTL:MG:zinc ion binding; CTL:MGDG:zinc ion binding; CTL:SQDG:zinc ion binding
SORBI_3003G406800	MADS-box domain-containing protein		LIN	BP	SQDG	11	2.698367e-17	1.0	5.6	4	yes	1	3	71436261	MADS-BOX TRANSCRIPTION FACTOR 51 (PTHR11945:SF732)	LIN:SQDG:positive regulation of transcription by RNA polymerase II
SORBI_3007G071200	K Homology domain-containing protein		CTL	MF	TG	10	4.30794e-13	0.58	2.2	25	yes	2	7	7882997	RNA-BINDING KH DOMAIN-CONTAINING PROTEIN (PTHR10288:SF137)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding
SORBI_3007G071400	Pentacotripeptide-repeat region of PRORP domain-containing protein		CTL	MF	TG	10	4.30794e-13	1.0	2.2	23	yes	1	7	7898300	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN MITOCHONDRIAL (PTHR47934:SF25)	CTL:TG:mRNA binding
SORBI_3001G223100	Uncharacterized protein		CTL/LIN	MF	TG	10	7.079967e-11	0.88	2.0	20	yes	2	1	21333976	PROTEIN NRT1_ PTR FAMILY 5.2-RELATED (PTHR11654:SF453)	CTL:TG:transmembrane transporter activity; LIN:TG:transmembrane transporter activity
SORBI_3001G222900	RRM domain-containing protein		CTL	MF	TG	10	7.079967e-11	0.682	1.8	25	yes	1	1	21314169	RNA-BINDING REGION RNP-1 DOMAIN-CONTAINING PROTEIN (PTHR48035:SF2)	CTL:TG:nucleic acid binding
SORBI_3001G224200	RRM domain-containing protein		CTL	MF	TG	10	1.811671e-10	0.537	1.8	25	yes	1	1	21473979	NUCLEOLIN 2 (PTHR23236:SF30)	CTL:TG:nucleic acid binding
SORBI_3001G356500	RRM domain-containing protein		CTL	MF	TG	9	1.182781e-12	0.633	2.2	25	yes	2	1	64574729	POLYPYRIMIDINE TRACT-BINDING PROTEIN HOMOLOG 1 (PTHR15592:SF14)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding
SORBI_3001G356600	K Homology domain-containing protein		CTL	MF	TG	9	1.182781e-12	0.519	2.2	25	yes	2	1	64587598	RNA-BINDING KH DOMAIN-CONTAINING PROTEIN (PTHR10288:SF243)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding
SORBI_3001G357200	RRM domain-containing protein		CTL	MF	TG	9	1.182781e-12	0.779	2.2	25	yes	2	1	64709044	RRM DOMAIN-CONTAINING PROTEIN (PTHR48025:SF1)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding
SORBI_3001G357650	Helicase ATP-binding domain-containing protein		CTL	MF	TG	9	1.182781e-12	0.532	2.0	14	yes	1	1	64735979		CTL:TG:transmembrane transporter activity
SORBI_3001G259600	Protein TIFY		LIN	BP	AEG	9	1.626147e-12	0.848	34.5	2	single locus	3	1	31327155	PROTEIN TIFY (PTHR33077:SF121)	LIN:AEG:regulation of defense response; LIN:AEG:regulation of jasmonic acid mediated signaling pathway; LIN:AEG:response to wounding
SORBI_3001G259400	Protein TIFY		LIN	BP	AEG	9	1.45935e-11	0.702	34.5	2	single locus	3	1	31205564	PROTEIN TIFY (PTHR33077:SF64)	LIN:AEG:regulation of defense response; LIN:AEG:regulation of jasmonic acid mediated signaling pathway; LIN:AEG:response to wounding
SORBI_3006G208800	YTH domain-containing family protein		CTL	MF	TG	7	5.298874e-11	0.432	2.2	23	yes	1	6	55865933	YTH DOMAIN-CONTAINING FAMILY PROTEIN (PTHR12357:SF86)	CTL:TG:mRNA binding
SORBI_3006G184400	Protein DETOXIFICATION		LIN	BP/MF	FA/SQDG	6	3.384554e-18	1.0	3.4	22	yes	4	6	53957362	PROTEIN DETOXIFICATION (PTHR11206:SF343)	LIN:FA:transmembrane transport; LIN:FA:transmembrane transporter activity; LIN:SQDG:transmembrane transporter activity
SORBI_3006G194400	Cyclin-like domain-containing protein		LIN	BP	SQDG	6	2.240513e-17	0.918	5.6	4	yes	1	6	54760888	CYCLIN-T1-3 (PTHR10026:SF157)	LIN:SQDG:positive regulation of transcription by RNA polymerase II
SORBI_3006G190950	DNA2_NAM7 helicase-like C-terminal domain-containing protein		LIN	MF	SQDG	6	2.240513e-17	1.0	5.3	3	yes	1	6	54542436	OS04G0582000 PROTEIN (PTHR10887:SF461)	LIN:SQDG:helicase activity
SORBI_3006G191000	Helicase ATP-binding domain-containing protein		LIN	MF	SQDG	6	2.240513e-17	1.0	5.3	3	yes	1	6	54550904	OS04G0582000 PROTEIN (PTHR10887:SF461)	LIN:SQDG:helicase activity
SORBI_3006G191200	Helicase ATP-binding domain-containing protein		LIN	MF	SQDG	6	2.240513e-17	1.0	5.3	3	yes	1	6	54564733	OS04G0582000 PROTEIN (PTHR10887:SF461)	LIN:SQDG:helicase activity
SORBI_3006G195500	DNA replication ATP-dependent helicase_nuclease		LIN	MF	SQDG	6	2.240513e-17	0.642	5.3	3	yes	1	6	54837756	DNA REPLICATION ATP-DEPENDENT HELICASE_NUCLEASE DNA2 (PTHR10887:SF433)	LIN:SQDG:helicase activity
SORBI_3006G277100	WAT1-related protein		CTL	MF	TG	6	2.544716e-10	0.533	2.0	14	yes	1	6	60797371	WAT1-RELATED PROTEIN (PTHR31218:SF412)	CTL:TG:transmembrane transporter activity
SORBI_3004G045000	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein		LIN	BP	FA	5	1.598385e-11	0.857	8.6	1	single locus	2	4	3699722	OS02G0154975 PROTEIN (PTHR27000:SF756)	LIN:FA:detection of stimulus
SORBI_3004G045100	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein		LIN	BP	FA	5	1.598385e-11	0.888	8.6	1	single locus	2	4	3705318	LEUCINE-RICH REPEAT-CONTAINING N-TERMINAL PLANT-TYPE DOMAIN-CONTAINING PROTEIN (PTHR27000:SF752)	LIN:FA:detection of stimulus
SORBI_3003G389800	Uncharacterized protein		CTL/LIN	BP/MF	FA/TG	4	1.702729e-17	1.0	2.2	22	yes	4	3	70105217	CMP-SIALIC ACID TRANSPORTER 3 (PTHR10231:SF86)	CTL:TG:transmembrane transporter activity; LIN:FA:transmembrane transport; LIN:FA:transmembrane transporter activity
SORBI_3004G183900	Cyclin N-terminal domain-containing protein		LIN	BP	PC	4	2.053025e-10	0.608	2.8	11	yes	1	4	53732648	OS02G0600266 PROTEIN (PTHR10177:SF456)	LIN:PC:cell division
SORBI_3001G041700	BRCT domain-containing protein		LIN	BP	SQDG	4	1.127564e-09	0.77	5.6	4	yes	1	1	3099655	TP53-BINDING PROTEIN 1 (PTHR15321:SF3)	LIN:SQDG:positive regulation of transcription by RNA polymerase II
SORBI_3008G081500	Uncharacterized protein		LIN	BP/MF	FA/TG	3	4.496153e-33	0.956	2.2	22	yes	4	8	14583578	MAJOR FACILITATOR SUPERFAMILY (MFS) PROFILE DOMAIN-CONTAINING PROTEIN (PTHR11654:SF377)	LIN:FA:transmembrane transport; LIN:FA:transmembrane transporter activity; LIN:TG:transmembrane transporter activity
SORBI_3008G098300	ubiquitinyl hydrolase 1		CTL	BP/MF	PC	3	6.939107e-17	1.0	7.4	4	yes	2	8	46691128	UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 48 (PTHR24006:SF722)	CTL:PC:peptidase activity; CTL:PC:proteolysis
SORBI_3004G009900	WAT1-related protein		LIN	BP/MF	FA/SQDG	3	4.92621e-15	0.736	3.4	22	yes	4	4	835429	WAT1-RELATED PROTEIN (PTHR31218:SF256)	LIN:FA:transmembrane transport; LIN:FA:transmembrane transporter activity; LIN:SQDG:transmembrane transporter activity
SORBI_3004G009600	Brahma1		LIN	BP	SQDG	3	4.92621e-15	0.851	5.6	4	yes	1	4	820003	ATP-DEPENDENT HELICASE BRM (PTHR10799:SF978)	LIN:SQDG:positive regulation of transcription by RNA polymerase II
SORBI_3002G227200	J domain-containing protein		LIN	MF	PA	3	1.814447e-14	0.95	7.1	4	yes	1	2	61920746	DNAJ HEAT SHOCK N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR21454:SF47)	LIN:PA:iron ion binding
SORBI_3001G099400	Uncharacterized protein		LIN	BP/MF	FA	3	7.419754e-14	0.669	2.2	22	yes	3	1	7605662	OS04G0660900 PROTEIN (PTHR11654:SF156)	LIN:FA:transmembrane transport; LIN:FA:transmembrane transporter activity
SORBI_3001G031600	Uncharacterized protein		LIN	BP	TG	3	9.303456e-14	0.842	13.8	3	yes	1	1	2400643	CALMODULIN-BINDING PROTEIN 60 A (PTHR31713:SF14)	LIN:TG:regulation of salicylic acid biosynthetic process
SORBI_3001G028400	Transmembrane protein 184A		LIN	BP/MF	FA/SQDG	3	9.303456e-14	0.973	3.4	22	yes	4	1	2238553	IP17403P (PTHR23423:SF17)	LIN:FA:transmembrane transport; LIN:FA:transmembrane transporter activity; LIN:SQDG:transmembrane transporter activity
SORBI_3001G028500	SPX domain-containing protein		LIN	BP	SQDG	3	9.303456e-14	1.0	17.4	2	single locus	1	1	2241769	SPX DOMAIN-CONTAINING PROTEIN 4 (PTHR45978:SF7)	LIN:SQDG:cellular response to phosphate starvation
SORBI_3001G030500	Uncharacterized protein		LIN	MF	TG	3	9.303456e-14	0.811	5.6	3	yes	2	1	2360333	DIMBOA UDP-GLUCOSYLTRANSFERASE BX8 (PTHR11926:SF1400)	LIN:TG:quercetin 3-O-glucosyltransferase activity; LIN:TG:quercetin 7-O-glucosyltransferase activity
SORBI_3001G030600	Glycosyltransferase		LIN	MF	TG	3	9.303456e-14	0.776	5.6	3	yes	2	1	2365663	DIMBOA UDP-GLUCOSYLTRANSFERASE BX8 (PTHR11926:SF1400)	LIN:TG:quercetin 3-O-glucosyltransferase activity; LIN:TG:quercetin 7-O-glucosyltransferase activity
SORBI_3001G028100	RNA helicase		LIN	MF	SQDG	3	9.303456e-14	0.873	5.3	3	yes	1	1	2178240	DEAD-BOX ATP-DEPENDENT RNA HELICASE 3, CHLOROPLASTIC (PTHR24031:SF756)	LIN:SQDG:helicase activity
SORBI_3001G028200	RNA helicase		LIN	MF	SQDG	3	9.303456e-14	1.0	5.3	3	yes	1	1	2186952	LOW QUALITY PROTEIN: DEXH-BOX ATP-DEPENDENT RNA HELICASE DEXH12-LIKE (PTHR12131:SF12)	LIN:SQDG:helicase activity
SORBI_3006G244000	STAS domain-containing protein		LIN	MF	TG	3	1.258093e-13	1.0	1.9	20	yes	1	6	58398656	SULFATE TRANSPORTER 3.3-RELATED (PTHR11814:SF93)	LIN:TG:transmembrane transporter activity
SORBI_3010G147250	poly(A)-specific ribonuclease		LIN	MF	SQDG	3	7.295295e-13	0.894	13.5	20	yes	2	10	42208651	POLY(A)-SPECIFIC RIBONUCLEASE (PTHR10797:SF78)	LIN:SQDG:nucleic acid binding; LIN:SQDG:poly(A)-specific ribonuclease activity
SORBI_3010G147300	Poly(A)-specific ribonuclease		LIN	MF	SQDG	3	7.295295e-13	1.0	13.5	20	yes	2	10	42217039		LIN:SQDG:nucleic acid binding; LIN:SQDG:poly(A)-specific ribonuclease activity
SORBI_3010G147350	poly(A)-specific ribonuclease		LIN	MF	SQDG	3	7.295295e-13	0.962	13.5	20	yes	2	10	42220358		LIN:SQDG:nucleic acid binding; LIN:SQDG:poly(A)-specific ribonuclease activity
SORBI_3010G126100	Peptidase A1 domain-containing protein		CTL/LIN	BP/MF	PC/SQDG	3	5.483313e-12	1.0	21.3	5	yes	4	10	15775962	ASPARTIC PROTEINASE 3-RELATED (PTHR47965:SF12)	CTL:PC:aspartic-type endopeptidase activity; CTL:PC:peptidase activity; CTL:PC:proteolysis; LIN:SQDG:aspartic-type endopeptidase activity
SORBI_3004G311000	WAT1-related protein		LIN	BP/MF	FA/TG	3	7.949792e-12	0.826	2.2	22	yes	4	4	64749515	WAT1-RELATED PROTEIN (PTHR31218:SF21)	LIN:FA:transmembrane transport; LIN:FA:transmembrane transporter activity; LIN:TG:transmembrane transporter activity
SORBI_3010G134500	Exonuclease domain-containing protein		CTL/LIN	MF	SQDG/TG	3	1.277089e-11	1.0	2.3	25	yes	2	10	19639341	3'-5' EXORIBONUCLEASE 1-RELATED (PTHR23044:SF61)	CTL:TG:nucleic acid binding; LIN:SQDG:nucleic acid binding
SORBI_3001G211500	DNA ligase		LIN	BP	PC	3	2.66193e-11	0.835	2.8	11	yes	1	1	19467549	DNA LIGASE 1 (PTHR45674:SF4)	LIN:PC:cell division
SORBI_3003G106600	EXPERA domain-containing protein		LIN	BP/MF	PC	3	6.188695e-11	1.0	13.6	1	single locus	4	3	9654270	EXPERA DOMAIN-CONTAINING PROTEIN (PTHR14207:SF2)	LIN:PC:C-8 sterol isomerase activity; LIN:PC:cholestenol delta-isomerase activity; LIN:PC:steroid Delta-isomerase activity; LIN:PC:sterol metabolic process
SORBI_3001G126400	ATP-dependent RNA helicase		CTL	MF	TG	3	1.177076e-10	0.615	1.8	25	yes	1	1	9941318	ATP-DEPENDENT RNA HELICASE (PTHR24031:SF771)	CTL:TG:nucleic acid binding
SORBI_3010G108500	CCT domain-containing protein		LIN	MF	SQDG	3	1.346217e-10	0.628	1.7	29	yes	1	10	10798048	ZINC FINGER PROTEIN CONSTANS-LIKE 6 (PTHR31874:SF1)	LIN:SQDG:zinc ion binding
SORBI_3004G181600	Uncharacterized protein		LIN	BP	TG	3	2.367795e-10	0.492	13.8	3	yes	1	4	53444527	OS02G0562300 PROTEIN (PTHR31713:SF96)	LIN:TG:regulation of salicylic acid biosynthetic process
SORBI_3003G373100	CRAL-TRIO domain-containing protein		LIN	BP	PC	3	4.786142e-10	0.789	2.8	11	yes	1	3	68853929	CELLULAR RETINALDEHYDE-BINDING_TRIPLE FUNCTION DOMAIN-CONTAINING PROTEIN (PTHR45932:SF17)	LIN:PC:cell division
SORBI_3003G375200	Spindle assembly checkpoint component MAD1		LIN	BP	PC	3	4.786142e-10	0.584	2.8	11	yes	1	3	68999883	MITOTIC SPINDLE ASSEMBLY CHECKPOINT PROTEIN MAD1 (PTHR23168:SF0)	LIN:PC:cell division
SORBI_3010G126400	Peptidase A1 domain-containing protein		CTL	BP/MF	PC	3	7.169849e-10	0.837	21.3	4	yes	3	10	15823053	ASPARTYL PROTEASE AED1 (PTHR13683:SF885)	CTL:PC:aspartic-type endopeptidase activity; CTL:PC:peptidase activity; CTL:PC:proteolysis
SORBI_3010G141400	Toprim domain-containing protein		LIN	BP	SQDG	3	1.155804e-09	0.962	33.4	3	yes	1	10	34395148		LIN:SQDG:DNA topological change
SORBI_3001G022500	Lysine--tRNA ligase		CTL	MF	TG	2	2.282694e-15	0.969	2.2	25	yes	2	1	1814461	LYSINE--TRNA LIGASE, CHLOROPLASTIC_MITOCHONDRIAL (PTHR42918:SF15)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding
SORBI_3001G022600	Uncharacterized protein		CTL	MF	TG	2	2.282694e-15	0.969	2.2	25	yes	2	1	1823402	GLYCINE-RICH RNA-BINDING PROTEIN RZ1A (PTHR48028:SF2)	CTL:TG:mRNA binding; CTL:TG:nucleic acid binding
SORBI_3002G085400	Uncharacterized protein		LIN	MF	TG	2	4.251319e-15	0.658	5.6	3	yes	2	2	9076789	UDP-GLYCOSYLTRANSFERASE 76C1 (PTHR11926:SF950)	LIN:TG:quercetin 3-O-glucosyltransferase activity; LIN:TG:quercetin 7-O-glucosyltransferase activity
SORBI_3002G085700	Glycosyltransferase		LIN	MF	TG	2	4.251319e-15	1.0	5.6	3	yes	2	2	9099466	UDP-GLYCOSYLTRANSFERASE 76C1 (PTHR11926:SF968)	LIN:TG:quercetin 3-O-glucosyltransferase activity; LIN:TG:quercetin 7-O-glucosyltransferase activity
SORBI_3002G085800	UDP-glycosyltransferases domain-containing protein		LIN	MF	TG	2	4.251319e-15	0.854	5.6	3	yes	2	2	9133860	UDP-GLYCOSYLTRANSFERASES DOMAIN-CONTAINING PROTEIN (PTHR11926:SF1376)	LIN:TG:quercetin 3-O-glucosyltransferase activity; LIN:TG:quercetin 7-O-glucosyltransferase activity
SORBI_3003G086300	Cation efflux protein cytoplasmic domain-containing protein		LIN	BP	FA	2	2.0091e-14	0.524	1.7	22	yes	1	3	7462786	METAL TOLERANCE PROTEIN 9 (PTHR43840:SF2)	LIN:FA:transmembrane transport
SORBI_3006G219300	Uncharacterized protein		LIN	BP	FA	2	7.046525e-14	1.0	1.7	22	yes	1	6	56642614	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN LETHAL(2)03659 (PTHR24223:SF456)	LIN:FA:transmembrane transport
SORBI_3010G123500	Uncharacterized protein		LIN	MF	SQDG	2	6.232295e-13	1.0	1.7	29	yes	1	10	14532267	OS06G0298200 PROTEIN (PTHR31717:SF134)	LIN:SQDG:zinc ion binding
SORBI_3002G101300	Uncharacterized protein		LIN	MF	PC	2	1.231704e-12	1.0	9.3	4	yes	1	2	11454493	D-ISOMER SPECIFIC 2-HYDROXYACID DEHYDROGENASE FAMILY PROTEIN (PTHR42938:SF25)	LIN:PC:phosphoglycerate dehydrogenase activity
SORBI_3003G388000	Cdc23 domain-containing protein		LIN	BP	PC	2	1.905507e-12	1.0	9.4	11	yes	2	3	69942445	CELL DIVISION CYCLE PROTEIN 27 HOMOLOG (PTHR12558:SF13)	LIN:PC:anaphase-promoting complex-dependent catabolic process; LIN:PC:cell division
SORBI_3010G116000	C2H2-type domain-containing protein		LIN	MF	SQDG	2	8.19336e-12	1.0	1.7	29	yes	1	10	12388806	OS01G0512700 PROTEIN (PTHR46353:SF7)	LIN:SQDG:zinc ion binding
SORBI_3001G259300	Protein TIFY		LIN	BP	AEG	2	1.45935e-11	0.882	34.5	2	single locus	3	1	31035454	PROTEIN TIFY (PTHR33077:SF73)	LIN:AEG:regulation of defense response; LIN:AEG:regulation of jasmonic acid mediated signaling pathway; LIN:AEG:response to wounding
SORBI_3010G116600	FHA domain-containing protein		LIN	MF	SQDG	2	1.459576e-11	0.499	2.2	18	yes	1	10	12685085	KANADAPTIN (PTHR23308:SF66)	LIN:SQDG:mRNA binding
SORBI_3010G153300	ATP-dependent RNA helicase		LIN	MF	SQDG	2	2.932491e-11	0.494	2.3	20	yes	1	10	44566748	DEAD-BOX ATP-DEPENDENT RNA HELICASE 31 (PTHR24031:SF715)	LIN:SQDG:nucleic acid binding
SORBI_3010G153600	DYW domain-containing protein		LIN	MF	SQDG	2	2.932491e-11	0.534	1.7	29	yes	1	10	44645471	OS04G0118700 PROTEIN (PTHR24015:SF1892)	LIN:SQDG:zinc ion binding
SORBI_3001G512300	Uncharacterized protein		LIN	BP	FA	2	4.20874e-11	1.0	1.7	22	yes	1	1	78006104	MITOCHONDRIAL OUTER MEMBRANE PROTEIN PORIN 4 (PTHR11743:SF27)	LIN:FA:transmembrane transport
SORBI_3003G076200	Uncharacterized protein		LIN	BP/MF	FA	2	9.137469e-11	0.609	2.2	22	yes	3	3	6491632	SOLUTE CARRIER FAMILY 15 MEMBER 4 (PTHR11654:SF509)	LIN:FA:transmembrane transport; LIN:FA:transmembrane transporter activity
SORBI_3010G143900	Glycosyltransferase		LIN	MF	SQDG	2	1.088706e-10	0.991	10.3	2	single locus	1	10	38788008	OS06G0470000 PROTEIN (PTHR20961:SF19)	LIN:SQDG:pentosyltransferase activity
SORBI_3010G144400	Glycosyltransferase		LIN	MF	SQDG	2	1.088706e-10	0.981	10.3	2	single locus	1	10	38889320	ALPHA-1,3-ARABINOSYLTRANSFERASE XAT3 (PTHR20961:SF97)	LIN:SQDG:pentosyltransferase activity
SORBI_3004G019800	Protein DETOXIFICATION		LIN	BP/MF	FA	2	1.312638e-10	0.611	2.2	22	yes	3	4	1569868	PROTEIN DETOXIFICATION 46, CHLOROPLASTIC (PTHR42893:SF9)	LIN:FA:transmembrane transport; LIN:FA:transmembrane transporter activity
SORBI_3008G103200	Prolyl endopeptidase		CTL	BP/MF	PC	2	1.98562e-10	0.943	7.4	4	yes	2	8	48953521	PROLYL ENDOPEPTIDASE (PTHR42881:SF2)	CTL:PC:peptidase activity; CTL:PC:proteolysis
SORBI_3004G181700	Calmodulin-binding protein		LIN	BP	TG	2	2.428531e-10	0.483	13.8	3	yes	1	4	53455437	OS02G0562300 PROTEIN (PTHR31713:SF96)	LIN:TG:regulation of salicylic acid biosynthetic process
SORBI_3003G206600	Btz domain-containing protein		CTL	MF	TG	2	3.521525e-10	0.914	2.2	23	yes	1	3	53720276	PROTEIN MLN51 HOMOLOG (PTHR46837:SF5)	CTL:TG:mRNA binding
SORBI_3010G175900	Uncharacterized protein		LIN	MF	TG	2	4.29235e-10	0.79	1.9	20	yes	1	10	51332954	PROTEIN NRT1_ PTR FAMILY 4.6 (PTHR11654:SF98)	LIN:TG:transmembrane transporter activity
SORBI_3010G141001	C-terminal associated domain-containing protein		LIN	BP	SQDG	2	6.119557e-10	0.922	33.4	3	yes	1	10	33907792		LIN:SQDG:DNA topological change
SORBI_3008G063300	Exonuclease domain-containing protein		CTL	MF	TG	2	9.43796e-10	0.514	1.8	25	yes	1	8	6812526	SMALL RNA DEGRADING NUCLEASE 5 (PTHR12801:SF157)	CTL:TG:nucleic acid binding
SORBI_3009G099000	Uncharacterized protein		CTL	MF	TG	2	2.519973e-09	0.886	2.0	14	yes	1	9	38258489	MAJOR FACILITATOR SUPERFAMILY (MFS) PROFILE DOMAIN-CONTAINING PROTEIN (PTHR11654:SF598)	CTL:TG:transmembrane transporter activity
SORBI_3001G021800	WH1 domain-containing protein		CTL	MF	TG	1	3.492585e-15	1.0	2.2	23	yes	1	1	1787545	WH1 DOMAIN-CONTAINING PROTEIN (PTHR16290:SF26)	CTL:TG:mRNA binding
SORBI_3004G260500	Uncharacterized protein		LIN	MF	TG	1	1.243758e-12	0.418	1.9	20	yes	1	4	60573602	PROTEIN NRT1_ PTR FAMILY 7.1 (PTHR11654:SF331)	LIN:TG:transmembrane transporter activity
SORBI_3008G091300	Helicase and polymerase-containing protein TEBICHI		LIN	MF	SQDG	1	2.452894e-11	0.409	2.3	20	yes	1	8	37877921	DNA POLYMERASE THETA (PTHR10133:SF62)	LIN:SQDG:nucleic acid binding
SORBI_3010G146800	RNA polymerase II subunit B1 CTD phosphatase RPAP2 homolog		LIN	MF	SQDG	1	4.397667e-11	0.856	1.7	29	yes	1	10	41914699		LIN:SQDG:zinc ion binding
SORBI_3010G129100	Peptidase A1 domain-containing protein		LIN	MF	SQDG	1	5.314511e-11	0.516	6.1	5	yes	1	10	17330325	PEPTIDASE A1 DOMAIN-CONTAINING PROTEIN (PTHR13683:SF790)	LIN:SQDG:aspartic-type endopeptidase activity
SORBI_3003G106300	EXPERA domain-containing protein		LIN	BP/MF	PC	1	6.188695e-11	0.953	13.6	1	single locus	4	3	9635439	3-BETA-HYDROXYSTEROID-DELTA(8)DELTA(7)-ISOMERASE-RELATED (PTHR14207:SF6)	LIN:PC:C-8 sterol isomerase activity; LIN:PC:cholestenol delta-isomerase activity; LIN:PC:steroid Delta-isomerase activity; LIN:PC:sterol metabolic process
SORBI_3003G106400	EXPERA domain-containing protein		LIN	BP/MF	PC	1	6.188695e-11	0.953	13.6	1	single locus	4	3	9642081	3-BETA-HYDROXYSTEROID-DELTA(8)DELTA(7)-ISOMERASE-RELATED (PTHR14207:SF6)	LIN:PC:C-8 sterol isomerase activity; LIN:PC:cholestenol delta-isomerase activity; LIN:PC:steroid Delta-isomerase activity; LIN:PC:sterol metabolic process
SORBI_3003G106800	EXPERA domain-containing protein		LIN	BP/MF	PC	1	6.188695e-11	1.0	13.6	1	single locus	4	3	9663902	EXPERA DOMAIN-CONTAINING PROTEIN (PTHR14207:SF2)	LIN:PC:C-8 sterol isomerase activity; LIN:PC:cholestenol delta-isomerase activity; LIN:PC:steroid Delta-isomerase activity; LIN:PC:sterol metabolic process
SORBI_3003G107600	EXPERA domain-containing protein		LIN	BP/MF	PC	1	6.188695e-11	1.0	13.6	1	single locus	4	3	9729680	3-BETA-HYDROXYSTEROID-DELTA(8),DELTA(7)-ISOMERASE (PTHR14207:SF0)	LIN:PC:C-8 sterol isomerase activity; LIN:PC:cholestenol delta-isomerase activity; LIN:PC:steroid Delta-isomerase activity; LIN:PC:sterol metabolic process
SORBI_3010G152300	Glycosyltransferase		LIN	MF	SQDG	1	6.268769e-11	0.587	10.3	2	single locus	1	10	44208442	GLYCOSYLTRANSFERASE FAMILY 61 PROTEIN (PTHR20961:SF162)	LIN:SQDG:pentosyltransferase activity
SORBI_3010G152400	Glycosyltransferase		LIN	MF	SQDG	1	6.268769e-11	0.756	10.3	2	single locus	1	10	44214509	GLYCOSYLTRANSFERASE-RELATED (PTHR20961:SF5)	LIN:SQDG:pentosyltransferase activity
SORBI_3010G138200	DFDF domain-containing protein		LIN	MF	SQDG	1	8.718445e-11	0.983	2.2	18	yes	1	10	22435196	TRAILER HITCH, ISOFORM H (PTHR13586:SF0)	LIN:SQDG:mRNA binding
SORBI_3009G087300	TF-B3 domain-containing protein		LIN	BP	PC	1	8.911286e-11	0.881	2.8	11	yes	1	9	14845233	MITOTIC SPINDLE ASSEMBLY CHECKPOINT PROTEIN MAD1 (PTHR23168:SF0)	LIN:PC:cell division
SORBI_3010G127600	Peptidase A1 domain-containing protein		CTL/LIN	BP/MF	PC/SQDG	1	9.595744e-11	0.573	21.3	5	yes	3	10	16167470	PEPTIDASE A1 DOMAIN-CONTAINING PROTEIN (PTHR13683:SF808)	CTL:PC:aspartic-type endopeptidase activity; CTL:PC:proteolysis; LIN:SQDG:aspartic-type endopeptidase activity
SORBI_3010G126700	Peptidase A1 domain-containing protein		LIN	MF	SQDG	1	9.595744e-11	0.506	6.1	5	yes	1	10	16019354	ASPARTIC PROTEINASE NEPENTHESIN-2 (PTHR13683:SF638)	LIN:SQDG:aspartic-type endopeptidase activity
SORBI_3005G088500	WAT1-related protein		CTL	BP	AEG	1	1.000254e-10	0.853	3.4	6	yes	1	5	12638268	WAT1-RELATED PROTEIN (PTHR31218:SF233)	CTL:AEG:transmembrane transport
SORBI_3010G145800	K Homology domain-containing protein		LIN	MF	SQDG	1	1.610997e-10	1.0	2.3	20	yes	2	10	41279629	RNA-BINDING KH DOMAIN-CONTAINING PROTEIN RCF3 (PTHR10288:SF134)	LIN:SQDG:mRNA binding; LIN:SQDG:nucleic acid binding
SORBI_3002G322800	WAT1-related protein		CTL	MF	TG	1	2.838561e-10	0.856	2.0	14	yes	1	2	69400274	WAT1-RELATED PROTEIN (PTHR31218:SF37)	CTL:TG:transmembrane transporter activity
