"Condition","Theme","GeneID","GeneName","Family_SubFamily","Protein_class","GO_MF","GO_BP","Best_P_Value","Max_N_Phenotypes","TraitLayers"
"CTL","Defense and stress signaling","SORBI_3008G088200","Uncharacterized protein","70 KDA HEAT SHOCK PROTEIN (PTHR19375:SF555)","Hsp70 family chaperone(PC00027)","nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);unfolded protein binding(GO:0051082);ATP-dependent protein folding chaperone(GO:0140662)","protein folding(GO:0006457);response to heat(GO:0009408);protein refolding(GO:0042026)",1.58e-12,17,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3001G474001","Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein","HYDROXYPROLINE-RICH GLYCOPROTEIN FAMILY PROTEIN (PTHR31852:SF150)",NA,NA,"defense response to other organism(GO:0098542)",3.33e-11,17,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3005G048800","Uncharacterized protein","HEAT SHOCK PROTEIN (PTHR46922:SF3)",NA,NA,NA,1.63e-09,17,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3008G126600","Calmodulin-binding protein","PROTEIN, PUTATIVE, EXPRESSED-RELATED (PTHR31713:SF47)",NA,"DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);calmodulin binding(GO:0005516);sequence-specific DNA binding(GO:0043565)","regulation of DNA-templated transcription(GO:0006355);regulation of salicylic acid biosynthetic process(GO:0080142)",5.92e-11,15,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3008G126700","Uncharacterized protein","PROTEIN, PUTATIVE, EXPRESSED-RELATED (PTHR31713:SF84)",NA,"DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);calmodulin binding(GO:0005516);sequence-specific DNA binding(GO:0043565)","regulation of DNA-templated transcription(GO:0006355);regulation of salicylic acid biosynthetic process(GO:0080142)",5.92e-11,15,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3005G212600","NB-ARC domain-containing protein","NB-ARC DOMAIN-CONTAINING PROTEIN (PTHR47186:SF51)",NA,NA,"innate immune response-activating signaling pathway(GO:0002758);defense response(GO:0006952);plant-type hypersensitive response(GO:0009626);defense response to bacterium(GO:0042742)",2.16e-10,15,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3006G060500","HMA domain-containing protein","OS04G0401100 PROTEIN (PTHR47005:SF11)",NA,NA,"regulation of defense response to fungus(GO:1900150)",1.04e-09,14,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3009G204100","Oxidative stress 3","OXIDATIVE STRESS 3 (PTHR33172:SF42)",NA,NA,"response to stress(GO:0006950)",1.83e-09,14,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3010G142900","Oleosin","OS06G0473800 PROTEIN (PTHR33203:SF56)",NA,NA,"post-embryonic development(GO:0009791);seed oilbody biogenesis(GO:0010344);lipid storage(GO:0019915);reproductive structure development(GO:0048608);response to freezing(GO:0050826)",1.03e-09,13,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3001G533000","Uncharacterized protein","CELL WALL INTEGRITY_STRESS RESPONSE COMPONENT-LIKE PROTEIN (PTHR35310:SF1)",NA,NA,NA,1.47e-09,13,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3005G208100","Protein kinase domain-containing protein","CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 8 (PTHR27002:SF915)","transmembrane signal receptor(PC00197)","nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)","immune response(GO:0006955);signal transduction(GO:0007165)",5.86e-13,11,"Individual"
"CTL","Defense and stress signaling","SORBI_3001G205800","Uncharacterized protein","LANC-LIKE PROTEIN 3 (PTHR12736:SF7)",NA,"metal ion binding(GO:0046872)","carbohydrate metabolic process(GO:0005975);regulation of abscisic acid-activated signaling pathway(GO:0009787);peptide modification(GO:0031179)",2.56e-12,11,"Individual"
"CTL","Defense and stress signaling","SORBI_3002G041400","Uncharacterized protein","SUBFAMILY NOT NAMED (PTHR33704:SF5)",NA,NA,"regulation of cellular response to heat(GO:1900034)",7.59e-12,10,"Individual"
"CTL","Defense and stress signaling","SORBI_3002G422300","Ethylene insensitive 3-like DNA-binding domain-containing protein","PROTEIN ETHYLENE-INSENSITIVE 3-LIKE 2 (PTHR33305:SF32)",NA,"DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)","ethylene-activated signaling pathway(GO:0009873);regulation of ethylene-activated signaling pathway(GO:0010104);positive regulation of DNA-templated transcription(GO:0045893);negative regulation of response to salt stress(GO:1901001);regulation of response to wounding(GO:1903034)",2.55e-09,10,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3001G357100","C2H2-type domain-containing protein","C2H2-TYPE DOMAIN-CONTAINING PROTEIN (PTHR45730:SF124)",NA,"zinc ion binding(GO:0008270);metal ion binding(GO:0046872)","negative regulation of abscisic acid-activated signaling pathway(GO:0009788)",1.18e-12,9,"Individual"
"CTL","Defense and stress signaling","SORBI_3001G357200","RRM domain-containing protein","RRM DOMAIN-CONTAINING PROTEIN (PTHR48025:SF1)",NA,"nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)","mRNA processing(GO:0006397);response to cold(GO:0009409);chloroplast rRNA processing(GO:1901259)",1.18e-12,9,"Individual"
"CTL","Defense and stress signaling","SORBI_3001G178100","Inositol-1-monophosphatase","INOSITOL-1-MONOPHOSPHATASE-RELATED (PTHR20854:SF4)","phosphatase(PC00181)","inositol monophosphate 1-phosphatase activity(GO:0008934);L-galactose-1-phosphate phosphatase activity(GO:0010347);hydrolase activity(GO:0016787);metal ion binding(GO:0046872);inositol monophosphate phosphatase activity(GO:0052834)","inositol metabolic process(GO:0006020);inositol biosynthetic process(GO:0006021);signal transduction(GO:0007165);response to cold(GO:0009409);L-ascorbic acid biosynthetic process(GO:0019853);phosphatidylinositol phosphate biosynthetic process(GO:0046854)",2.4e-09,9,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3009G077100","Mediator of RNA polymerase II transcription subunit 32","MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 32 (PTHR35989:SF1)","general transcription factor(PC00259)",NA,"regulation of DNA-templated transcription(GO:0006355);cold acclimation(GO:0009631);leaf senescence(GO:0010150);root development(GO:0048364)",1.96e-10,8,"Individual;SumRatio"
"CTL","Defense and stress signaling","SORBI_3006G158200","Protein kinase domain-containing protein","L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE SIT2 (PTHR27007:SF153)",NA,"nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);transmembrane receptor protein serine/threonine kinase activity(GO:0004675);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);carbohydrate binding(GO:0030246)","defense response to oomycetes(GO:0002229);cell surface receptor protein serine/threonine kinase signaling pathway(GO:0007178);defense response to bacterium(GO:0042742);negative regulation of response to salt stress(GO:1901001)",2.26e-10,8,"Individual;SumRatio"
"CTL","Defense and stress signaling","SORBI_3006G158266","Protein kinase domain-containing protein","OS04G0531500 PROTEIN (PTHR27007:SF57)",NA,"nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);transmembrane receptor protein serine/threonine kinase activity(GO:0004675);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);carbohydrate binding(GO:0030246)","defense response to oomycetes(GO:0002229);cell surface receptor protein serine/threonine kinase signaling pathway(GO:0007178);defense response to bacterium(GO:0042742);negative regulation of response to salt stress(GO:1901001)",2.26e-10,8,"Individual;SumRatio"
"CTL","Defense and stress signaling","SORBI_3005G074400","Protein disulfide-isomerase","PROTEIN DISULFIDE-ISOMERASE A3 (PTHR18929:SF132)","chaperone(PC00072)","protein disulfide isomerase activity(GO:0003756);isomerase activity(GO:0016853)","protein folding(GO:0006457);endosperm development(GO:0009960);protein folding in endoplasmic reticulum(GO:0034975);response to endoplasmic reticulum stress(GO:0034976)",3.9e-09,7,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3006G277500","Peroxidase","PEROXIDASE (PTHR31235:SF373)","peroxidase(PC00180)","peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)","response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)",2.54e-10,6,"Individual"
"CTL","Defense and stress signaling","SORBI_3006G277550","Plant heme peroxidase family profile domain-containing protein",NA,NA,"peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)","response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)",2.54e-10,6,"Individual"
"CTL","Defense and stress signaling","SORBI_3006G277600","Peroxidase","PEROXIDASE (PTHR31235:SF398)","peroxidase(PC00180)","peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)","response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)",2.54e-10,6,"Individual"
"CTL","Defense and stress signaling","SORBI_3006G277700","Peroxidase","PEROXIDASE (PTHR31235:SF219)","peroxidase(PC00180)","peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)","response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)",2.54e-10,6,"Individual"
"CTL","Defense and stress signaling","SORBI_3001G259600","Protein TIFY","PROTEIN TIFY (PTHR33077:SF121)",NA,NA,"response to wounding(GO:0009611);regulation of defense response(GO:0031347);regulation of jasmonic acid mediated signaling pathway(GO:2000022)",1.41e-09,6,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3001G259700","Protein TIFY","PROTEIN TIFY (PTHR33077:SF124)",NA,NA,"response to wounding(GO:0009611);regulation of defense response(GO:0031347);regulation of jasmonic acid mediated signaling pathway(GO:2000022)",1.41e-09,6,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3002G391700","Peroxidase","PEROXIDASE (PTHR31235:SF286)","peroxidase(PC00180)","peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)","response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)",2.79e-09,6,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3002G391800","Peroxidase","PEROXIDASE (PTHR31235:SF286)","peroxidase(PC00180)","peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)","response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)",2.79e-09,6,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3002G391900","Plant heme peroxidase family profile domain-containing protein","OS07G0638600 PROTEIN (PTHR31235:SF163)","peroxidase(PC00180)","peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)","response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)",2.79e-09,6,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3002G392000","Peroxidase","PEROXIDASE (PTHR31235:SF175)","peroxidase(PC00180)","peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)","response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)",2.79e-09,6,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3002G392100","Peroxidase","PEROXIDASE (PTHR31235:SF175)","peroxidase(PC00180)","peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)","response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)",2.79e-09,6,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3009G191000","MATH domain-containing protein","TRAF-LIKE SUPERFAMILY PROTEIN (PTHR47477:SF19)",NA,NA,"innate immune response(GO:0045087);autophagosome organization(GO:1905037)",3.07e-09,6,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3006G279100","Protein kinase domain-containing protein","SERINE_THREONINE-PROTEIN KINASE SAPK5 (PTHR24343:SF521)","non-receptor serine/threonine protein kinase(PC00167)","nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)","abscisic acid-activated signaling pathway(GO:0009738)",3.1e-10,5,"Individual"
"CTL","Defense and stress signaling","SORBI_3002G366900","Protein kinase domain-containing protein","OS07G0602700 PROTEIN (PTHR27000:SF811)","transmembrane signal receptor(PC00197)","nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)","response to cold(GO:0009409);response to water deprivation(GO:0009414);longitudinal axis specification(GO:0009942);radial axis specification(GO:0009945);embryonic meristem development(GO:0048508)",1.33e-09,5,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3010G095500","Uncharacterized protein","STRESS INDUCED PROTEIN (PTHR33168:SF93)",NA,NA,NA,1.43e-09,5,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3001G223550","Leucine-rich repeat-containing N-terminal plant-type domain-containing protein (Fragment)","LEUCINE RICH REPEAT FAMILY PROTEIN (PTHR27004:SF220)",NA,NA,"defense response(GO:0006952);brassinosteroid mediated signaling pathway(GO:0009742);post-embryonic development(GO:0009791);response to other organism(GO:0051707)",3.17e-09,5,"Individual"
"CTL","Defense and stress signaling","SORBI_3003G082100","SHSP domain-containing protein","16.9 KDA CLASS I HEAT SHOCK PROTEIN 1 (PTHR11527:SF351)","chaperone(PC00072)","unfolded protein binding(GO:0051082)","protein folding(GO:0006457);response to heat(GO:0009408);response to salt stress(GO:0009651);response to hydrogen peroxide(GO:0042542);protein complex oligomerization(GO:0051259)",3.81e-09,5,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3003G082200","16.9 kDa class 1 small heat shock protein","16.9 KDA CLASS I HEAT SHOCK PROTEIN 1 (PTHR11527:SF348)","chaperone(PC00072)","unfolded protein binding(GO:0051082)","protein folding(GO:0006457);response to heat(GO:0009408);response to salt stress(GO:0009651);response to hydrogen peroxide(GO:0042542);protein complex oligomerization(GO:0051259)",3.81e-09,5,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3003G082300","SHSP domain-containing protein","17.9 KDA HEAT SHOCK PROTEIN 2 (PTHR11527:SF370)","chaperone(PC00072)","unfolded protein binding(GO:0051082)","protein folding(GO:0006457);response to heat(GO:0009408);response to salt stress(GO:0009651);response to hydrogen peroxide(GO:0042542);protein complex oligomerization(GO:0051259)",3.81e-09,5,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3003G082500","SHSP domain-containing protein","16.6 KDA HEAT SHOCK PROTEIN (PTHR11527:SF389)","chaperone(PC00072)","unfolded protein binding(GO:0051082)","protein folding(GO:0006457);response to heat(GO:0009408);response to salt stress(GO:0009651);response to hydrogen peroxide(GO:0042542);protein complex oligomerization(GO:0051259)",3.81e-09,5,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3002G345600","Knottin scorpion toxin-like domain-containing protein","DRO1 PROTEIN-RELATED (PTHR33147:SF39)","antimicrobial response protein(PC00051)",NA,"defense response(GO:0006952)",4.57e-09,5,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3001G419000","Heat shock protein 70","OS11G0187600 PROTEIN (PTHR19375:SF398)","Hsp70 family chaperone(PC00027)","nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);ATP-dependent protein folding chaperone(GO:0140662)","protein refolding(GO:0042026)",2.13e-10,4,"Individual;SumRatio"
"CTL","Defense and stress signaling","SORBI_3001G419200","Heat shock protein 70","OS11G0187600 PROTEIN (PTHR19375:SF398)","Hsp70 family chaperone(PC00027)","nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);ATP-dependent protein folding chaperone(GO:0140662)","protein refolding(GO:0042026)",2.13e-10,4,"Individual;SumRatio"
"CTL","Defense and stress signaling","SORBI_3001G419300","Heat shock protein 70","OS11G0187600 PROTEIN (PTHR19375:SF398)","Hsp70 family chaperone(PC00027)","nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);ATP-dependent protein folding chaperone(GO:0140662)","protein refolding(GO:0042026)",2.13e-10,4,"Individual;SumRatio"
"CTL","Defense and stress signaling","SORBI_3001G419400","Uncharacterized protein (Fragment)","OS11G0187600 PROTEIN (PTHR19375:SF398)","Hsp70 family chaperone(PC00027)","nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);ATP-dependent protein folding chaperone(GO:0140662)","protein refolding(GO:0042026)",2.13e-10,4,"Individual;SumRatio"
"CTL","Defense and stress signaling","SORBI_3006G006800","rRNA N-glycosylase","RRNA N-GLYCOSYLASE (PTHR33453:SF3)",NA,"hydrolase activity(GO:0016787);rRNA N-glycosylase activity(GO:0030598);toxin activity(GO:0090729)","defense response(GO:0006952);negative regulation of translation(GO:0017148);modulation of process of another organism(GO:0035821)",4.69e-10,4,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3001G129000","Uncharacterized protein","HEAT SHOCK 70 KDA PROTEIN 6 CHLOROPLASTIC (PTHR19375:SF550)","Hsp70 family chaperone(PC00027)","nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);unfolded protein binding(GO:0051082);ATP-dependent protein folding chaperone(GO:0140662)","protein folding(GO:0006457);response to heat(GO:0009408);protein refolding(GO:0042026)",7.29e-10,4,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3006G190700","Antimicrobial peptide 1",NA,NA,NA,"defense response(GO:0006952);negative regulation of growth(GO:0045926)",1.34e-09,4,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3006G190800","BZIP domain-containing protein","ABSCISIC ACID-INSENSITIVE 5-LIKE PROTEIN 5 (PTHR22952:SF485)","basic leucine zipper transcription factor(PC00056)","DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)","regulation of DNA-templated transcription(GO:0006355);abscisic acid-activated signaling pathway(GO:0009738);positive regulation of DNA-templated transcription(GO:0045893)",1.34e-09,4,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3006G190850","Antimicrobial peptide 1",NA,NA,NA,"defense response(GO:0006952);negative regulation of growth(GO:0045926)",1.34e-09,4,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3001G259400","Protein TIFY","PROTEIN TIFY (PTHR33077:SF64)",NA,NA,"response to wounding(GO:0009611);regulation of defense response(GO:0031347);regulation of jasmonic acid mediated signaling pathway(GO:2000022)",1.38e-09,4,"Individual"
"CTL","Defense and stress signaling","SORBI_3005G146800","SCP domain-containing protein","SCP DOMAIN-CONTAINING PROTEIN (PTHR10334:SF377)","defense/immunity protein(PC00090)",NA,NA,2.71e-09,4,"Individual"
"CTL","Defense and stress signaling","SORBI_3002G391501","Plant heme peroxidase family profile domain-containing protein","PLANT HEME PEROXIDASE FAMILY PROFILE DOMAIN-CONTAINING PROTEIN (PTHR31235:SF259)","peroxidase(PC00180)","peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)","response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)",2.79e-09,4,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3009G169000","pyruvate decarboxylase","PYRUVATE DECARBOXYLASE 1 (PTHR43452:SF7)","decarboxylase(PC00089)","magnesium ion binding(GO:0000287);catalytic activity(GO:0003824);pyruvate decarboxylase activity(GO:0004737);lyase activity(GO:0016829);carboxy-lyase activity(GO:0016831);thiamine pyrophosphate binding(GO:0030976);metal ion binding(GO:0046872)","aromatic amino acid family catabolic process to alcohol via Ehrlich pathway(GO:0000949);response to stress(GO:0006950);response to decreased oxygen levels(GO:0036293)",2.99e-09,4,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3001G125800","Lipoxygenase","LINOLEATE 9S-LIPOXYGENASE 5 (PTHR11771:SF112)","oxygenase(PC00177)","oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213)","lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633);response to wounding(GO:0009611);oxylipin biosynthetic process(GO:0031408);lipid oxidation(GO:0034440);response to other organism(GO:0051707)",1.18e-10,3,"Individual"
"CTL","Defense and stress signaling","SORBI_3001G125900","Lipoxygenase","LINOLEATE 9S-LIPOXYGENASE 3-RELATED (PTHR11771:SF49)","oxygenase(PC00177)","oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213);linoleate 9S-lipoxygenase activity(GO:1990136)","lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633);response to wounding(GO:0009611);oxylipin biosynthetic process(GO:0031408);lipid oxidation(GO:0034440);response to other organism(GO:0051707)",1.18e-10,3,"Individual"
"CTL","Defense and stress signaling","SORBI_3005G052100","Zn(2)-C6 fungal-type domain-containing protein","DNAJ HEAT SHOCK N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR44137:SF24)",NA,NA,NA,1.44e-09,3,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3005G052200","Zn(2)-C6 fungal-type domain-containing protein","DNAJ HEAT SHOCK N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR44137:SF24)",NA,NA,NA,1.44e-09,3,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3008G189400","Uncharacterized protein","OS09G0267800 PROTEIN (PTHR47186:SF3)",NA,"nucleotide binding(GO:0000166);ATP binding(GO:0005524);ADP binding(GO:0043531)","innate immune response-activating signaling pathway(GO:0002758);defense response(GO:0006952);plant-type hypersensitive response(GO:0009626);defense response to bacterium(GO:0042742)",1.5e-09,3,"Individual"
"CTL","Defense and stress signaling","SORBI_3004G155000","Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein","OS02G0507900 PROTEIN (PTHR31852:SF290)",NA,NA,"defense response to other organism(GO:0098542)",3.23e-09,3,"Individual"
"CTL","Defense and stress signaling","SORBI_3002G225100","BZIP domain-containing protein","OS09G0456200 PROTEIN (PTHR22952:SF417)","basic leucine zipper transcription factor(PC00056)","DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)","regulation of DNA-templated transcription(GO:0006355);abscisic acid-activated signaling pathway(GO:0009738);positive regulation of DNA-templated transcription(GO:0045893)",3.45e-09,3,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3005G021800","Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein","HARPIN-INDUCED PROTEIN 1 CONTAINING PROTEIN, EXPRESSED (PTHR31852:SF236)",NA,NA,"defense response to other organism(GO:0098542)",3.92e-09,3,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3005G021950","VQ domain-containing protein","OS11G0131100 PROTEIN (PTHR33179:SF64)",NA,"calmodulin binding(GO:0005516)","response to osmotic stress(GO:0006970)",3.92e-09,3,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3003G197600","SKP1-like protein","SKP1-LIKE PROTEIN 14-RELATED (PTHR11165:SF208)","ubiquitin-protein ligase(PC00234)","cullin family protein binding(GO:0097602)","ubiquitin-dependent protein catabolic process(GO:0006511);jasmonic acid mediated signaling pathway(GO:0009867);protein ubiquitination(GO:0016567);SCF-dependent proteasomal ubiquitin-dependent protein catabolic process(GO:0031146)",4.07e-09,3,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3002G386400","RRM domain-containing protein","OS07G0631900 PROTEIN (PTHR48025:SF12)",NA,"nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)","mRNA processing(GO:0006397);response to cold(GO:0009409);chloroplast rRNA processing(GO:1901259)",5.37e-09,3,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3003G325800","Morc S5 domain-containing protein","PROTEIN MICRORCHIDIA 6 (PTHR23336:SF73)",NA,"nuclease activity(GO:0004518);endonuclease activity(GO:0004519);ATP hydrolysis activity(GO:0016887)","DNA repair(GO:0006281);DNA damage response(GO:0006974);regulatory ncRNA-mediated gene silencing(GO:0031047);positive regulation of defense response(GO:0031349);defense response to other organism(GO:0098542)",8.17e-10,2,"Individual"
"CTL","Defense and stress signaling","SORBI_3009G033400","Peroxidase","PEROXIDASE (PTHR31235:SF18)","peroxidase(PC00180)","catalytic activity(GO:0003824);peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)","response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)",1.92e-09,2,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3009G033500","Peroxidase","PEROXIDASE (PTHR31235:SF272)","peroxidase(PC00180)","peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)","response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)",1.92e-09,2,"SumRatio"
"CTL","Defense and stress signaling","SORBI_3007G140200","Lipocalin_cytosolic fatty-acid binding domain-containing protein","APOLIPOPROTEIN D (PTHR10612:SF34)","apolipoprotein(PC00052)",NA,"response to reactive oxygen species(GO:0000302);lipid metabolic process(GO:0006629);response to stress(GO:0006950)",1.94e-09,2,"Individual"
"CTL","Defense and stress signaling","SORBI_3010G103300","MACPF domain-containing protein","OS06G0251100 PROTEIN (PTHR33199:SF7)",NA,NA,"defense response(GO:0006952);plant-type hypersensitive response(GO:0009626);programmed cell death(GO:0012501);regulation of salicylic acid mediated signaling pathway(GO:2000031)",2.41e-09,2,"Individual"
