Ontology	Layer	Condition	Class	Term	GO	Genes	Background	Intervals	Fold	q_gene	q_LD	Overlap_genes
CC	Individual lipid species	LIN	SQDG	endoplasmic reticulum membrane	GO:0005789	5	414	5	1.12	0.755	0.0878	SORBI_3010G112000;SORBI_3010G125500;SORBI_3010G134400;SORBI_3010G147600;SORBI_3010G153100
CC	Individual lipid species	LIN	SQDG	CCR4-NOT complex	GO:0030014	3	28	1	9.96	0.203	0.0979	SORBI_3010G147250;SORBI_3010G147300;SORBI_3010G147350
CC	Individual lipid species	LIN	SQDG	P-body	GO:0000932	2	41	2	4.54	0.332	0.109	SORBI_3010G138200;SORBI_3010G147250
CC	Individual lipid species	LIN	SQDG	chromatin	GO:0000785	2	64	2	2.91	0.458	0.116	SORBI_3010G112100;SORBI_3010G121500
CC	Individual lipid species	LIN	SQDG	cytosolic small ribosomal subunit	GO:0022627	2	76	2	2.45	0.536	0.121	SORBI_3002G144966;SORBI_3010G150575
CC	Individual lipid species	LIN	SQDG	extracellular region	GO:0005576	7	482	6	1.35	0.6	0.121	SORBI_3010G128300;SORBI_3010G128400;SORBI_3010G128700;SORBI_3010G140700;SORBI_3010G156500;SORBI_3010G161600;SORBI_3010G162000
CC	Individual lipid species	LIN	SQDG	chloroplast	GO:0009507	5	476	5	0.98	0.805	0.121	SORBI_3008G080100;SORBI_3010G107601;SORBI_3010G132600;SORBI_3010G147500;SORBI_3010G149200
CC	Individual lipid species	LIN	SQDG	plasma membrane	GO:0005886	11	1174	9	0.87	0.878	0.125	SORBI_3010G112600;SORBI_3010G119300;SORBI_3010G124700;SORBI_3010G124800;SORBI_3010G127200;SORBI_3010G127300;SORBI_3010G130700;SORBI_3010G139100;SORBI_3010G155401;SORBI_3010G158832;SORBI_3010G166800
CC	Individual lipid species	LIN	SQDG	mitochondrial inner membrane	GO:0005743	2	181	2	1.03	0.805	0.236	SORBI_3010G125100;SORBI_3010G131600
CC	Individual lipid species	LIN	SQDG	cytosol	GO:0005829	5	609	4	0.76	0.894	0.237	SORBI_3004G259101;SORBI_3010G114900;SORBI_3010G132100;SORBI_3010G133400;SORBI_3010G134000
CC	Individual lipid species	LIN	SQDG	mitochondrion	GO:0005739	3	382	3	0.73	0.893	0.263	SORBI_3010G113000;SORBI_3010G125100;SORBI_3010G141600
CC	Individual lipid species	LIN	SQDG	ribosome	GO:0005840	2	277	2	0.67	0.904	0.312	SORBI_3002G144966;SORBI_3010G150575
CC	Individual lipid species	LIN	SQDG	endoplasmic reticulum	GO:0005783	2	393	2	0.47	0.968	0.529	SORBI_3010G124600;SORBI_3010G153100
CC	Individual lipid species	LIN	TG	membrane	GO:0016020	113	3661	71	1.15	0.318	0.00037	SORBI_3001G012000;SORBI_3001G012600;SORBI_3001G031700;SORBI_3001G032200;SORBI_3001G032400;SORBI_3001G033300;SORBI_3001G103300;SORBI_3001G103900;SORBI_3001G113700;SORBI_3001G114200;SORBI_3001G119400;SORBI_3001G119800;SORBI_3001G126900;SORBI_3001G128100;SORBI_3001G128300;SORBI_3001G131001;SORBI_3001G133900;SORBI_3001G186300;SORBI_3001G213300;SORBI_3001G218900;SORBI_3001G223100;SORBI_3001G249000;SORBI_3001G249300;SORBI_3001G251200;SORBI_3001G481800;SORBI_3002G111900;SORBI_3002G113900;SORBI_3002G116100;SORBI_3002G116800;SORBI_3002G185300;SORBI_3002G185400;SORBI_3002G185500;SORBI_3002G185600;SORBI_3002G222900;SORBI_3002G223000;SORBI_3002G253800;SORBI_3002G311200;SORBI_3002G321300;SORBI_3002G321400;SORBI_3002G373900;SORBI_3003G079800;SORBI_3003G081100;SORBI_3003G081200;SORBI_3003G082401;SORBI_3003G083500;SORBI_3003G106600;SORBI_3003G184800;SORBI_3003G185100;SORBI_3003G185900;SORBI_3003G201500;SORBI_3003G267700;SORBI_3003G269300;SORBI_3003G271300;SORBI_3003G271400;SORBI_3004G087500;SORBI_3004G087700;SORBI_3004G089200;SORBI_3004G089300;SORBI_3004G089400;SORBI_3004G136600;SORBI_3004G140300;SORBI_3004G181800;SORBI_3004G182000;SORBI_3004G184000;SORBI_3004G260500;SORBI_3004G284500;SORBI_3004G311000;SORBI_3005G161900;SORBI_3005G175500;SORBI_3005G183900;SORBI_3005G187900;SORBI_3005G198901;SORBI_3006G036400;SORBI_3006G243700;SORBI_3006G243800;SORBI_3006G243900;SORBI_3006G244000;SORBI_3007G011200;SORBI_3007G015100;SORBI_3007G041200;SORBI_3007G042300;SORBI_3007G210500;SORBI_3008G015700;SORBI_3008G015800;SORBI_3008G016000;SORBI_3008G019400;SORBI_3008G077400;SORBI_3008G077600;SORBI_3008G081200;SORBI_3008G081400;SORBI_3008G081500;SORBI_3008G100600;SORBI_3008G105500;SORBI_3008G106900;SORBI_3009G042700;SORBI_3009G055600;SORBI_3009G061400;SORBI_3009G073100;SORBI_3009G073300;SORBI_3009G083300;SORBI_3009G084400;SORBI_3009G112600;SORBI_3010G074000;SORBI_3010G092700;SORBI_3010G108301;SORBI_3010G116400;SORBI_3010G133100;SORBI_3010G135300;SORBI_3010G153700;SORBI_3010G158832;SORBI_3010G171000;SORBI_3010G172400;SORBI_3010G175900
CC	Individual lipid species	LIN	TG	nucleus	GO:0005634	94	3510	55	1	0.778	0.00037	SORBI_3001G009700;SORBI_3001G030800;SORBI_3001G031600;SORBI_3001G034300;SORBI_3001G035100;SORBI_3001G035200;SORBI_3001G035300;SORBI_3001G036600;SORBI_3001G036800;SORBI_3001G037000;SORBI_3001G041700;SORBI_3001G042800;SORBI_3001G045300;SORBI_3001G101700;SORBI_3001G102300;SORBI_3001G106000;SORBI_3001G106200;SORBI_3001G106300;SORBI_3001G116900;SORBI_3001G118300;SORBI_3001G127600;SORBI_3001G127800;SORBI_3001G134300;SORBI_3001G134400;SORBI_3001G136800;SORBI_3001G183100;SORBI_3001G183200;SORBI_3001G183300;SORBI_3001G211500;SORBI_3001G219400;SORBI_3001G251100;SORBI_3001G251500;SORBI_3001G251600;SORBI_3001G252200;SORBI_3001G261585;SORBI_3001G262700;SORBI_3001G262900;SORBI_3001G286700;SORBI_3002G050700;SORBI_3002G114200;SORBI_3002G115900;SORBI_3002G116200;SORBI_3002G116300;SORBI_3002G116600;SORBI_3002G253000;SORBI_3002G311300;SORBI_3002G311400;SORBI_3003G040800;SORBI_3003G081000;SORBI_3003G083200;SORBI_3003G107500;SORBI_3003G183800;SORBI_3003G200700;SORBI_3003G201900;SORBI_3004G115350;SORBI_3004G126900;SORBI_3004G127400;SORBI_3004G140501;SORBI_3004G151000;SORBI_3004G181600;SORBI_3004G181700;SORBI_3004G181800;SORBI_3004G184200;SORBI_3004G223600;SORBI_3004G301000;SORBI_3004G353200;SORBI_3005G191200;SORBI_3005G204600;SORBI_3006G055300;SORBI_3007G011900;SORBI_3007G013800;SORBI_3007G210801;SORBI_3008G072800;SORBI_3008G072900;SORBI_3008G077700;SORBI_3008G081600;SORBI_3008G088848;SORBI_3008G098900;SORBI_3008G101300;SORBI_3008G123100;SORBI_3008G148600;SORBI_3008G148700;SORBI_3008G148900;SORBI_3008G149100;SORBI_3008G149650;SORBI_3009G038800;SORBI_3009G069500;SORBI_3009G083400;SORBI_3009G083800;SORBI_3009G214700;SORBI_3010G108500;SORBI_3010G116200;SORBI_3010G125700;SORBI_3010G170600
CC	Individual lipid species	LIN	TG	cytoplasm	GO:0005737	47	1770	33	0.99	0.786	0.018	SORBI_3001G032200;SORBI_3001G034900;SORBI_3001G036300;SORBI_3001G036600;SORBI_3001G037100;SORBI_3001G042901;SORBI_3001G101700;SORBI_3001G104300;SORBI_3001G105700;SORBI_3001G106200;SORBI_3001G114000;SORBI_3001G116900;SORBI_3001G118300;SORBI_3001G118700;SORBI_3001G131400;SORBI_3001G136800;SORBI_3001G251100;SORBI_3001G251500;SORBI_3001G252500;SORBI_3001G261900;SORBI_3001G262601;SORBI_3002G113900;SORBI_3002G114900;SORBI_3002G116200;SORBI_3002G149101;SORBI_3003G105900;SORBI_3003G165551;SORBI_3003G184732;SORBI_3003G366850;SORBI_3003G386000;SORBI_3004G047200;SORBI_3004G126900;SORBI_3004G127400;SORBI_3004G158200;SORBI_3004G181800;SORBI_3004G184000;SORBI_3006G033320;SORBI_3006G040401;SORBI_3008G072850;SORBI_3008G082500;SORBI_3008G088827;SORBI_3008G098900;SORBI_3009G069500;SORBI_3010G125700;SORBI_3010G137333;SORBI_3010G172400;SORBI_3010G175800
CC	Individual lipid species	LIN	TG	membrane coat	GO:0030117	3	22	2	5.07	0.212	0.033	SORBI_3001G041600;SORBI_3004G088450;SORBI_3004G088501
CC	Individual lipid species	LIN	TG	transcription factor TFIIIC complex	GO:0000127	2	9	2	8.26	0.212	0.0443	SORBI_3001G036050;SORBI_3004G223600
CC	Individual lipid species	LIN	TG	condensed nuclear chromosome	GO:0000794	2	8	2	9.29	0.212	0.0506	SORBI_3004G151000;SORBI_3008G101300
CC	Individual lipid species	LIN	TG	U2-type catalytic step 1 spliceosome	GO:0071006	2	5	1	14.87	0.212	0.0522	SORBI_3003G201800;SORBI_3003G201900
CC	Individual lipid species	LIN	TG	heterochromatin	GO:0000792	2	9	2	8.26	0.212	0.0522	SORBI_3001G009700;SORBI_3001G261585
CC	Individual lipid species	LIN	TG	endomembrane system	GO:0012505	11	309	8	1.32	0.554	0.0528	SORBI_3001G031900;SORBI_3001G032400;SORBI_3001G103900;SORBI_3001G251200;SORBI_3002G113900;SORBI_3003G255800;SORBI_3003G255850;SORBI_3003G255900;SORBI_3004G184000;SORBI_3010G132300;SORBI_3010G153700
CC	Individual lipid species	LIN	TG	mitochondrial outer membrane	GO:0005741	3	38	3	2.93	0.369	0.0781	SORBI_3001G042200;SORBI_3001G119400;SORBI_3003G201500
CC	Individual lipid species	LIN	TG	cytoplasmic dynein complex	GO:0005868	2	9	2	8.26	0.212	0.0802	SORBI_3002G338800;SORBI_3003G185300
CC	Individual lipid species	LIN	TG	dynein complex	GO:0030286	2	9	2	8.26	0.212	0.0802	SORBI_3002G338800;SORBI_3003G185300
CC	Individual lipid species	LIN	TG	endoplasmic reticulum membrane	GO:0005789	12	414	12	1.08	0.755	0.086	SORBI_3001G103900;SORBI_3001G114200;SORBI_3002G111000;SORBI_3003G112600;SORBI_3003G185200;SORBI_3004G140300;SORBI_3004G284500;SORBI_3005G184200;SORBI_3008G076200;SORBI_3009G072700;SORBI_3010G125500;SORBI_3010G170000
CC	Individual lipid species	LIN	TG	COPI-coated vesicle membrane	GO:0030663	2	15	1	4.96	0.318	0.0878	SORBI_3004G088450;SORBI_3004G088501
CC	Individual lipid species	LIN	TG	COPI vesicle coat	GO:0030126	2	19	1	3.91	0.379	0.0979	SORBI_3004G088450;SORBI_3004G088501
CC	Individual lipid species	LIN	TG	endoplasmic reticulum	GO:0005783	11	393	10	1.04	0.762	0.103	SORBI_3001G032700;SORBI_3001G032800;SORBI_3001G105500;SORBI_3001G119400;SORBI_3001G186300;SORBI_3001G251200;SORBI_3002G222200;SORBI_3003G106600;SORBI_3003G112600;SORBI_3003G185200;SORBI_3004G181800
CC	Individual lipid species	LIN	TG	endosome membrane	GO:0010008	3	52	3	2.14	0.482	0.114	SORBI_3003G365300;SORBI_3010G107000;SORBI_3010G172400
CC	Individual lipid species	LIN	TG	plant-type vacuole membrane	GO:0009705	2	24	2	3.1	0.425	0.125	SORBI_3001G114000;SORBI_3003G184800
CC	Individual lipid species	LIN	TG	chloroplast	GO:0009507	12	476	13	0.94	0.837	0.144	SORBI_3001G041800;SORBI_3001G134100;SORBI_3001G252000;SORBI_3002G111500;SORBI_3002G111800;SORBI_3002G116000;SORBI_3003G271400;SORBI_3005G056400;SORBI_3006G243400;SORBI_3008G081900;SORBI_3008G088821;SORBI_3010G132600
CC	Individual lipid species	LIN	TG	cytosolic ribosome	GO:0022626	2	30	2	2.48	0.532	0.153	SORBI_3001G036600;SORBI_3001G045300
CC	Individual lipid species	LIN	TG	endoplasmic reticulum lumen	GO:0005788	2	31	2	2.4	0.543	0.155	SORBI_3002G222200;SORBI_3003G386100
CC	Individual lipid species	LIN	TG	plasma membrane	GO:0005886	26	1174	16	0.82	0.939	0.158	SORBI_3001G032300;SORBI_3001G032400;SORBI_3001G035400;SORBI_3001G113800;SORBI_3001G128500;SORBI_3001G131100;SORBI_3001G249300;SORBI_3002G114800;SORBI_3002G115200;SORBI_3003G267700;SORBI_3003G269300;SORBI_3003G271300;SORBI_3004G044700;SORBI_3004G044800;SORBI_3004G045000;SORBI_3004G045100;SORBI_3004G045500;SORBI_3004G045700;SORBI_3004G136600;SORBI_3004G158100;SORBI_3008G088500;SORBI_3009G026800;SORBI_3009G073100;SORBI_3010G155401;SORBI_3010G158832;SORBI_3010G170150
CC	Individual lipid species	LIN	TG	chromosome	GO:0005694	5	154	5	1.21	0.755	0.161	SORBI_3001G009700;SORBI_3002G116300;SORBI_3004G140400;SORBI_3004G151000;SORBI_3008G101300
CC	Individual lipid species	LIN	TG	cytosol	GO:0005829	14	609	14	0.85	0.878	0.165	SORBI_3001G036300;SORBI_3001G041600;SORBI_3001G118300;SORBI_3001G132600;SORBI_3001G212500;SORBI_3002G111800;SORBI_3002G113800;SORBI_3003G365300;SORBI_3004G158200;SORBI_3008G100600;SORBI_3009G069500;SORBI_3010G132100;SORBI_3010G169900;SORBI_3010G175800
CC	Individual lipid species	LIN	TG	actin cytoskeleton	GO:0015629	2	43	2	1.73	0.671	0.21	SORBI_3001G034900;SORBI_3008G123000
CC	Individual lipid species	LIN	TG	plastid	GO:0009536	3	78	3	1.43	0.705	0.211	SORBI_3002G114700;SORBI_3006G243400;SORBI_3008G088821
CC	Individual lipid species	LIN	TG	mitochondrion	GO:0005739	9	382	8	0.88	0.867	0.212	SORBI_3001G031800;SORBI_3001G042200;SORBI_3003G201500;SORBI_3004G140600;SORBI_3004G183800;SORBI_3008G081600;SORBI_3008G082500;SORBI_3009G042900;SORBI_3009G043500
CC	Individual lipid species	LIN	TG	chloroplast membrane	GO:0031969	2	48	2	1.55	0.739	0.236	SORBI_3004G087500;SORBI_3008G090900
CC	Individual lipid species	LIN	TG	Golgi membrane	GO:0000139	9	404	8	0.83	0.878	0.247	SORBI_3001G118200;SORBI_3001G479800;SORBI_3002G116800;SORBI_3002G274700;SORBI_3004G088450;SORBI_3004G088501;SORBI_3004G158100;SORBI_3008G077900;SORBI_3010G172400
CC	Individual lipid species	LIN	TG	extracellular region	GO:0005576	11	482	9	0.85	0.878	0.27	SORBI_3001G032100;SORBI_3001G033300;SORBI_3001G120400;SORBI_3001G135600;SORBI_3001G300500;SORBI_3001G300800;SORBI_3001G320000;SORBI_3006G243600;SORBI_3007G014100;SORBI_3008G119900;SORBI_3009G113700
CC	Individual lipid species	LIN	TG	vacuole	GO:0005773	2	62	2	1.2	0.764	0.277	SORBI_3006G243500;SORBI_3009G213100
CC	Individual lipid species	LIN	TG	catalytic step 2 spliceosome	GO:0071013	2	58	2	1.28	0.755	0.291	SORBI_3003G386500;SORBI_3005G191200
CC	Individual lipid species	LIN	TG	Golgi apparatus	GO:0005794	4	165	4	0.9	0.837	0.317	SORBI_3001G041600;SORBI_3001G212500;SORBI_3001G479800;SORBI_3009G112600
CC	Individual lipid species	LIN	TG	mitochondrial matrix	GO:0005759	2	62	2	1.2	0.764	0.362	SORBI_3001G251100;SORBI_3004G183600
CC	Individual lipid species	LIN	TG	chloroplast stroma	GO:0009570	2	79	2	0.94	0.837	0.391	SORBI_3003G185900;SORBI_3008G081900
CC	Individual lipid species	LIN	TG	apoplast	GO:0048046	4	187	4	0.79	0.878	0.433	SORBI_3005G183600;SORBI_3008G090800;SORBI_3009G021600;SORBI_3009G213100
CC	Individual lipid species	LIN	TG	ribosome	GO:0005840	5	277	5	0.67	0.939	0.434	SORBI_3001G034200;SORBI_3003G113400;SORBI_3004G045300;SORBI_3008G098800;SORBI_3009G077200
CC	Individual lipid species	LIN	TG	cytosolic large ribosomal subunit	GO:0022625	2	102	2	0.73	0.878	0.46	SORBI_3001G034200;SORBI_3004G045300
CC	Individual lipid species	LIN	TG	nucleolus	GO:0005730	3	203	3	0.55	0.965	0.611	SORBI_3001G105200;SORBI_3002G116300;SORBI_3009G040500
CC	Individual lipid species	LIN	TG	mitochondrial inner membrane	GO:0005743	2	181	2	0.41	0.968	0.715	SORBI_3001G127500;SORBI_3004G043600
MF	Class sums and ratios	CTL	AEG	nucleotide binding	GO:0000166	2	1133	1	3.24	0.317	0.103	SORBI_3001G254300;SORBI_3001G254400
MF	Class sums and ratios	CTL	AEG	ATP binding	GO:0005524	2	2232	1	1.64	0.443	0.157	SORBI_3001G257800;SORBI_3001G258000
MF	Class sums and ratios	CTL	MGDG	ATP binding	GO:0005524	2	2232	2	1.81	0.443	0.103	SORBI_3001G257800;SORBI_3001G258000
MF	Class sums and ratios	CTL	PA	sequence-specific DNA binding	GO:0043565	3	284	2	21.32	0.00431	0.00238	SORBI_3005G013500;SORBI_3005G013600;SORBI_3005G014200
MF	Class sums and ratios	CTL	PA	DNA-binding transcription factor activity	GO:0003700	4	909	2	8.88	0.00483	0.00868	SORBI_3005G013500;SORBI_3005G013600;SORBI_3005G014200;SORBI_3005G014800
MF	Class sums and ratios	CTL	PA	protein serine/threonine kinase activity	GO:0004674	2	690	2	5.85	0.204	0.103	SORBI_3005G012200;SORBI_3005G017000
MF	Class sums and ratios	CTL	PA	protein kinase activity	GO:0004672	2	1279	2	3.16	0.317	0.147	SORBI_3005G012200;SORBI_3005G017000
MF	Class sums and ratios	CTL	PA	ATP binding	GO:0005524	2	2232	2	1.81	0.443	0.192	SORBI_3005G012200;SORBI_3005G017000
MF	Class sums and ratios	CTL	PE	ATP binding	GO:0005524	2	2232	1	2.26	0.438	0.136	SORBI_3001G257800;SORBI_3001G258000
MF	Class sums and ratios	CTL	PG	ATP binding	GO:0005524	2	2232	1	3.01	0.317	0.103	SORBI_3001G257800;SORBI_3001G258000
MF	Class sums and ratios	CTL	PS	DNA-binding transcription factor activity	GO:0003700	2	909	1	1.64	0.443	0.178	SORBI_3005G014200;SORBI_3005G014800
MF	Class sums and ratios	CTL	PS	nucleotide binding	GO:0000166	2	1133	1	1.32	0.528	0.192	SORBI_3001G254300;SORBI_3001G254400
MF	Class sums and ratios	CTL	PS	protein kinase activity	GO:0004672	2	1279	3	1.17	0.557	0.192	SORBI_3001G258000;SORBI_3005G012200
MF	Class sums and ratios	CTL	PS	ATP binding	GO:0005524	3	2232	3	1	0.587	0.192	SORBI_3001G257800;SORBI_3001G258000;SORBI_3005G012200
MF	Class sums and ratios	LIN	AEG	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	144.83	2.58e-05	0.000152	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	AEG	aldehyde oxygenase (deformylating) activity	GO:0071771	3	27	1	59.01	0.000192	0.00022	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	AEG	transcription coregulator activity	GO:0003712	2	57	2	18.63	0.0209	0.0132	SORBI_3003G407200;SORBI_3004G006600
MF	Class sums and ratios	LIN	AEG	iron ion binding	GO:0005506	5	433	1	6.13	0.00616	0.0179	SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	AEG	copper ion binding	GO:0005507	2	68	1	15.62	0.0265	0.0294	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	AEG	DNA binding	GO:0003677	4	1166	1	1.82	0.328	0.12	SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800
MF	Class sums and ratios	LIN	AEG	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	2	367	1	2.89	0.303	0.196	SORBI_3004G006400;SORBI_3004G007500
MF	Class sums and ratios	LIN	AEG	oxidoreductase activity	GO:0016491	2	513	1	2.07	0.405	0.198	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	AEG	ATP binding	GO:0005524	4	2232	1	0.95	0.765	0.305	SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
MF	Class sums and ratios	LIN	AEG	nucleic acid binding	GO:0003676	2	970	2	1.09	0.723	0.337	SORBI_3003G087200;SORBI_3004G009000
MF	Class sums and ratios	LIN	AEG	nucleotide binding	GO:0000166	2	1133	1	0.94	0.779	0.409	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	AEG	protein kinase activity	GO:0004672	2	1279	1	0.83	0.794	0.439	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	Cer	DNA binding	GO:0003677	6	1166	1	5.47	0.00343	0.006	SORBI_3001G164800;SORBI_3001G165000;SORBI_3001G165100;SORBI_3001G165200;SORBI_3001G165301;SORBI_3001G165401
MF	Class sums and ratios	LIN	Cer	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	3	367	2	8.68	0.0196	0.0356	SORBI_3001G164100;SORBI_3001G164200;SORBI_3008G078800
MF	Class sums and ratios	LIN	Cer	iron ion binding	GO:0005506	3	433	2	7.36	0.0265	0.041	SORBI_3001G164100;SORBI_3001G164200;SORBI_3008G078800
MF	Class sums and ratios	LIN	DG	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	131.04	2.58e-05	0.000152	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	DG	aldehyde oxygenase (deformylating) activity	GO:0071771	3	27	1	53.39	0.000204	0.000258	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	DG	transcription coregulator activity	GO:0003712	2	57	2	16.86	0.0239	0.0143	SORBI_3003G407200;SORBI_3004G006600
MF	Class sums and ratios	LIN	DG	iron ion binding	GO:0005506	5	433	1	5.55	0.00906	0.0143	SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	DG	copper ion binding	GO:0005507	2	68	1	14.13	0.0291	0.0294	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	DG	DNA binding	GO:0003677	4	1166	1	1.65	0.387	0.127	SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800
MF	Class sums and ratios	LIN	DG	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	2	367	1	2.62	0.328	0.181	SORBI_3004G006400;SORBI_3004G007500
MF	Class sums and ratios	LIN	DG	oxidoreductase activity	GO:0016491	2	513	1	1.87	0.451	0.187	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	DG	ATP binding	GO:0005524	4	2232	1	0.86	0.794	0.337	SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
MF	Class sums and ratios	LIN	DG	nucleic acid binding	GO:0003676	2	970	2	0.99	0.76	0.339	SORBI_3003G087200;SORBI_3004G009000
MF	Class sums and ratios	LIN	DG	nucleotide binding	GO:0000166	2	1133	1	0.85	0.794	0.422	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	DG	protein kinase activity	GO:0004672	2	1279	1	0.75	0.826	0.448	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	DGDG	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	131.04	2.58e-05	0.000152	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	DGDG	aldehyde oxygenase (deformylating) activity	GO:0071771	3	27	1	53.39	0.000204	0.000258	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	DGDG	iron ion binding	GO:0005506	5	433	1	5.55	0.00906	0.0143	SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	DGDG	transcription coregulator activity	GO:0003712	2	57	2	16.86	0.0239	0.0155	SORBI_3003G407200;SORBI_3004G006600
MF	Class sums and ratios	LIN	DGDG	copper ion binding	GO:0005507	2	68	1	14.13	0.0291	0.0447	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	DGDG	DNA binding	GO:0003677	4	1166	1	1.65	0.387	0.13	SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800
MF	Class sums and ratios	LIN	DGDG	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	2	367	1	2.62	0.328	0.198	SORBI_3004G006400;SORBI_3004G007500
MF	Class sums and ratios	LIN	DGDG	oxidoreductase activity	GO:0016491	2	513	1	1.87	0.451	0.198	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	DGDG	ATP binding	GO:0005524	5	2232	2	1.08	0.682	0.237	SORBI_3003G088100;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
MF	Class sums and ratios	LIN	DGDG	protein kinase activity	GO:0004672	3	1279	2	1.13	0.682	0.294	SORBI_3003G088100;SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	DGDG	nucleic acid binding	GO:0003676	2	970	2	0.99	0.76	0.339	SORBI_3003G087200;SORBI_3004G009000
MF	Class sums and ratios	LIN	DGDG	nucleotide binding	GO:0000166	2	1133	1	0.85	0.794	0.464	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	FA	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	24.14	0.00155	0.00396	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	FA	transmembrane transporter activity	GO:0022857	12	402	4	2.64	0.00971	0.00553	SORBI_3001G028400;SORBI_3001G031700;SORBI_3001G032200;SORBI_3001G099400;SORBI_3002G185300;SORBI_3002G185400;SORBI_3002G185500;SORBI_3002G185600;SORBI_3002G185800;SORBI_3004G009400;SORBI_3004G009500;SORBI_3004G009900
MF	Class sums and ratios	LIN	FA	helicase activity	GO:0004386	5	59	2	7.5	0.00343	0.006	SORBI_3001G028100;SORBI_3006G190950;SORBI_3006G191000;SORBI_3006G191200;SORBI_3006G195500
MF	Class sums and ratios	LIN	FA	aldehyde oxygenase (deformylating) activity	GO:0071771	3	27	1	9.83	0.015	0.00938	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	FA	nucleotide transmembrane transporter activity	GO:0015215	2	4	1	44.25	0.00413	0.0132	SORBI_3001G100800;SORBI_3001G101100
MF	Class sums and ratios	LIN	FA	adenyl-nucleotide exchange factor activity	GO:0000774	2	16	2	11.06	0.0412	0.0156	SORBI_3001G032800;SORBI_3006G219200
MF	Class sums and ratios	LIN	FA	purine nucleobase transmembrane transporter activity	GO:0005345	3	15	1	17.7	0.00351	0.017	SORBI_3006G195000;SORBI_3006G195100;SORBI_3006G195200
MF	Class sums and ratios	LIN	FA	purine nucleoside transmembrane transporter activity	GO:0015211	3	15	1	17.7	0.00351	0.017	SORBI_3006G195000;SORBI_3006G195100;SORBI_3006G195200
