pathway_id	pathway_name	pathway_bg_count	pathway_test_count	expected	fold_enrichment	p_value	overlap_genes	p_adj_bh
path:sbi00564	Glycerophospholipid metabolism - Sorghum bicolor (sorghum)	10	7	8.55593888615081	0.818145161290323	0.956212182191028	SORBI_3001G041900;SORBI_3001G120400;SORBI_3001G333900;SORBI_3004G010300;SORBI_3006G214500;SORBI_3007G171600;SORBI_3009G251400	0.999228044077038
path:sbi00906	Carotenoid biosynthesis - Sorghum bicolor (sorghum)	6	4	5.13356333169049	0.779185867895545	0.957419171670343	SORBI_3003G269700;SORBI_3005G105700;SORBI_3008G122800;SORBI_3010G170400	0.999228044077038
path:sbi00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis - Sorghum bicolor (sorghum)	6	4	5.13356333169049	0.779185867895545	0.957419171670343	SORBI_3002G020100;SORBI_3003G082800;SORBI_3003G082900;SORBI_3010G052200	0.999228044077038
path:sbi04148	Efferocytosis - Sorghum bicolor (sorghum)	6	4	5.13356333169049	0.779185867895545	0.957419171670343	SORBI_3001G114000;SORBI_3004G017900;SORBI_3010G096100;SORBI_3010G129600	0.999228044077038
path:sbi00630	Glyoxylate and dicarboxylate metabolism - Sorghum bicolor (sorghum)	5	3	4.27796944307541	0.701267281105991	0.97619344043549	SORBI_3003G373600;SORBI_3006G220800;SORBI_3010G141600	0.999228044077038
path:sbi03018	RNA degradation - Sorghum bicolor (sorghum)	5	3	4.27796944307541	0.701267281105991	0.97619344043549	SORBI_3001G021800;SORBI_3001G228200;SORBI_3006G231700	0.999228044077038
path:sbi03015	mRNA surveillance pathway - Sorghum bicolor (sorghum)	7	4	5.98915722030557	0.667873601053325	0.989585071591252	SORBI_3001G251700;SORBI_3003G045000;SORBI_3005G100700;SORBI_3010G051500	0.999228044077038
path:sbi04070	Phosphatidylinositol signaling system - Sorghum bicolor (sorghum)	7	4	5.98915722030557	0.667873601053325	0.989585071591252	SORBI_3001G333900;SORBI_3001G393500;SORBI_3003G119900;SORBI_3007G173100	0.999228044077038
path:sbi00480	Glutathione metabolism - Sorghum bicolor (sorghum)	16	9	13.6895022178413	0.657438076036866	0.999228044077038	SORBI_3001G119400;SORBI_3004G113100;SORBI_3005G115600;SORBI_3006G216300;SORBI_3008G079300;SORBI_3009G043600;SORBI_3009G044000;SORBI_3010G054600;SORBI_3010G175800	0.999228044077038
path:sbi00561	Glycerolipid metabolism - Sorghum bicolor (sorghum)	9	5	7.70034499753573	0.649321556579621	0.995349425265611	SORBI_3001G041900;SORBI_3001G333900;SORBI_3002G000600;SORBI_3003G076900;SORBI_3004G010300	0.999228044077038
path:sbi00562	Inositol phosphate metabolism - Sorghum bicolor (sorghum)	6	3	5.13356333169049	0.584389400921659	0.994967709200637	SORBI_3001G038000;SORBI_3003G119900;SORBI_3007G173100	0.999228044077038
path:sbi00040	Pentose and glucuronate interconversions - Sorghum bicolor (sorghum)	7	3	5.98915722030557	0.500905200789993	0.999004687407675	SORBI_3001G252300;SORBI_3004G091000;SORBI_3010G034200	0.999228044077038
path:sbi00350	Tyrosine metabolism - Sorghum bicolor (sorghum)	7	3	5.98915722030557	0.500905200789993	0.999004687407675	SORBI_3001G263900;SORBI_3006G190900;SORBI_3008G006200	0.999228044077038
